Record Number,CAE Number,Rights Type,Distribution (posted),Usage Narrative,Usage Summary,Un-Notified Flag,Work Title,Amount (performance revenue),Share,Perf Start Date,Perf End Date,Prod Header,Broadcast Region,Production ID,Number of Perfs,Duration,IP1,IP2,IP3,IP4,Tunecode,ISWC,WID,Catalogue Number,Invoice Number,Currency,Works Share Transfer From,Works Share Transfer To,Old Share,New Share,Adjustment Reason
4170,00618760530,P,2020121,CFM (East) High Peak Main,Radio, ,Read All About It,.01,17.5,06/02/2020,06/02/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,226,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4171,00618760530,P,2020121,CFM (East) High Peak Main,Radio, ,Read All About It,.01,17.5,14/02/2020,14/02/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,226,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4172,00618760530,P,2020121,CFM (East) High Peak Main,Radio, ,Read All About It,.01,17.5,24/01/2020,24/01/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,158,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4173,00618760530,P,2020121,CFM (East) High Peak Main,Radio, ,Read All About It,.01,17.5,31/03/2020,31/03/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,225,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4174,00618760530,P,2020121,CFM (East) High Peak Main,Radio, ,Read All About It,.01,17.5,22/04/2020,22/04/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,161,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4175,00618760530,P,2020121,CFM (East) High Peak Main,Radio, ,Read All About It,.01,17.5,10/01/2020,10/01/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,225,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4176,00618760530,P,2020121,CFM (East) High Peak Main,Radio, ,Read All About It,.01,17.5,29/01/2020,29/01/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,224,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4177,00618760530,P,2020121,CFM (East) High Peak Main,Radio, ,Read All About It,.01,17.5,14/05/2020,14/05/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,226,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4178,00618760530,P,2020121,CFM (East) High Peak Main,Radio, ,Read All About It,.01,17.5,17/02/2020,17/02/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,158,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4179,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,25/02/2020,25/02/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,225,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4180,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,20/01/2020,20/01/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,226,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4181,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,08/02/2020,08/02/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,224,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4182,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,18/02/2020,18/02/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,158,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4183,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,17/03/2020,17/03/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,226,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4184,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,15/03/2020,15/03/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,160,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4185,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,05/02/2020,05/02/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,157,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4186,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,30/03/2020,30/03/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,224,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4187,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,17/01/2020,17/01/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,159,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4188,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,06/01/2020,06/01/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,224,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4189,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,03/03/2020,03/03/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,157,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4190,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,10/05/2020,10/05/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,226,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4191,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,28/04/2020,28/04/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,225,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4192,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,20/04/2020,20/04/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,162,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4193,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,10/02/2020,10/02/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,225,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4194,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,13/05/2020,13/05/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,157,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4195,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,07/04/2020,07/04/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,226,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4196,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,26/04/2020,26/04/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,226,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4197,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,13/01/2020,13/01/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,226,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4198,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,27/03/2020,27/03/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,160,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4199,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,12/03/2020,12/03/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,162,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4200,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,07/02/2020,07/02/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,226,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4201,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,03/04/2020,03/04/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,160,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4202,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,25/03/2020,25/03/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,226,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4203,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,23/02/2020,23/02/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,226,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4204,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,12/01/2020,12/01/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,226,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4205,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,29/04/2020,29/04/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,225,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4206,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,23/01/2020,23/01/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,225,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4207,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,27/02/2020,27/02/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,160,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4208,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,28/01/2020,28/01/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,225,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4209,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,10/03/2020,10/03/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,160,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4210,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,09/01/2020,09/01/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,162,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4211,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,07/01/2020,07/01/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,224,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4212,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,12/02/2020,12/02/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,226,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4213,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,17/09/2020,17/09/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,224,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4214,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,16/04/2020,16/04/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,157,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4215,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,26/01/2020,26/01/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,225,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4216,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,31/01/2020,31/01/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,160,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4217,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,28/02/2020,28/02/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,225,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4218,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,11/07/2020,11/07/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,225,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4219,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,14/03/2020,14/03/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,225,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4220,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,01/02/2020,01/02/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,160,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4221,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,02/02/2020,02/02/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,160,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4222,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,07/05/2020,07/05/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,225,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4223,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,05/05/2020,05/05/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,226,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4224,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,01/04/2020,01/04/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,159,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4225,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,04/05/2020,04/05/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,159,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4226,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,22/03/2020,22/03/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,159,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4227,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,22/02/2020,22/02/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,226,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4228,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,07/03/2020,07/03/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,226,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4229,00618760530,P,2020121,CFM (East) Low Peak Mains,Radio, ,Read All About It,.01,17.5,19/02/2020,19/02/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,224,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4230,00618760530,P,2020121,CFM (East) Non Peak Main,Radio, ,Read All About It,.01,17.5,02/01/2020,02/01/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,199,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4231,00618760530,P,2020121,CFM (East) Non Peak Main,Radio, ,Read All About It,.01,17.5,20/01/2020,20/01/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,200,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4232,00618760530,P,2020121,CFM (East) Non Peak Main,Radio, ,Read All About It,.01,17.5,11/01/2020,11/01/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,227,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4233,00618760530,P,2020121,CFM (East) Non Peak Main,Radio, ,Read All About It,.01,17.5,21/04/2020,21/04/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,224,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4234,00618760530,P,2020121,CFM (East) Non Peak Main,Radio, ,Read All About It,.01,17.5,06/04/2020,06/04/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,199,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4235,00618760530,P,2020121,CFM (East) Non Peak Main,Radio, ,Read All About It,.01,17.5,23/03/2020,23/03/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,225,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4236,00618760530,P,2020121,CFM (East) Non Peak Main,Radio, ,Read All About It,.01,17.5,16/02/2020,16/02/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,202,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4237,00618760530,P,2020121,CFM (East) Non Peak Main,Radio, ,Read All About It,.01,17.5,18/05/2020,18/05/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,200,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4238,00618760530,P,2020121,CFM (East) Non Peak Main,Radio, ,Read All About It,.01,17.5,29/07/2020,29/07/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,199,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4239,00618760530,P,2020121,CFM (East) Non Peak Main,Radio, ,Read All About It,.01,17.5,27/05/2020,27/05/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,202,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4240,00618760530,P,2020121,CFM (East) Non Peak Main,Radio, ,Read All About It,.01,17.5,02/04/2020,02/04/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,198,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4241,00618760530,P,2020121,CFM (East) Non Peak Main,Radio, ,Read All About It,.01,17.5,26/02/2020,26/02/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,199,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4242,00618760530,P,2020121,CFM (East) Non Peak Main,Radio, ,Read All About It,.01,17.5,13/04/2020,13/04/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,225,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4243,00618760530,P,2020121,CFM (East) Non Peak Main,Radio, ,Read All About It,.01,17.5,04/04/2020,04/04/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,225,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4244,00618760530,P,2020121,CFM (East) Non Peak Main,Radio, ,Read All About It,.01,17.5,22/01/2020,22/01/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,226,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4245,00618760530,P,2020121,CFM (East) Non Peak Main,Radio, ,Read All About It,.01,17.5,09/03/2020,09/03/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,199,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4246,00618760530,P,2020121,CFM (East) Non Peak Main,Radio, ,Read All About It,.01,17.5,04/02/2020,04/02/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,225,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
4247,00618760530,P,2020121,CFM (East) Non Peak Main,Radio, ,Read All About It,.01,17.5,09/02/2020,09/02/2020, ,CFM Radio - 96.4 / 102.2 / 102.5 & 103.4,,00000001,227,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
