Client Recipient,Client Code,Record Type,Payee Code,Song Title,Song Code,Source Name,Composers,Source Code, Income Type,Catalogue Number,Income Period,Distribution Number,Perc. Paid To Us,Fraction Numerator,Fraction Denominator,Amount,Units,Royalty Payable,Payout Perc.,Source Perc.,Original Perc. Received,Company Code,Sub Code,Royalty Note,Usage Year,Country Of Origin,Country Of Sale,Film Or Series Name,Statement ID Year,Statement ID Number,Royalty Country Code,Royalty Country Description,Misc. Information,Price,Originating System,Incoming Perc. Received,Member Number,Member Name,Label Code Number,Label Broadcast Channel,Artist,Album Program Title,Episode Title,License Number,Secondary Title,ISAN Number,Exploit Source Code,Exploitation Source,Income Type Description,Domestic Foreign,ISRC Number,ISWC Number,UPC Barcode Number,EAN Barcode Number,Usage Type,Usage Count,Time Of Day,Duration Seconds,CAE IPI Number,Instrumental Or Vocal,Rights Owner,Owner Role
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,21,BEATPORT,11190120,0,100,0,0,0.02,1,0.02,75,0,100,CP,0,BEATPORT/SWITZERLAND,,,,,19,1208,SWIT,SWITZERLAND (DIGITAL),,0,CH,100,,,,,,,,,,,,,MECH - DOWNLOAD,D,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,47,APPLE MUSIC,11190120,0,100,0,0,0.11,449,0.06,50,0,100,CP,0,APPLE Music/SWITZERLAND,,,,,19,1207,SWIT,SWITZERLAND (DIGITAL),,0,CH,100,,,,,,,,,,,,,PERF - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,47,APPLE MUSIC,11190120,0,100,0,0,0.15,537,0.08,50,0,100,CP,0,APPLE Music/SWITZERLAND,,,,,19,1207,SWIT,SWITZERLAND (DIGITAL),,0,CH,100,,,,,,,,,,,,,PERF - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,47,GOOGLE,11190120,0,100,0,0,0.01,63,0.01,50,0,100,CP,0,GOOGLE/SWITZERLAND,,,,,19,1207,SWIT,SWITZERLAND (DIGITAL),,0,CH,100,,,,,,,,,,,,,PERF - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,47,GOOGLE,11190120,0,100,0,0,0.03,869,0.02,50,0,100,CP,0,GOOGLE/SWITZERLAND,,,,,19,1207,SWIT,SWITZERLAND (DIGITAL),,0,CH,100,,,,,,,,,,,,,PERF - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,47,GOOGLE,11190120,0,100,0,0,0.01,58,0.01,50,0,100,CP,0,GOOGLE/SWITZERLAND,,,,,19,1207,SWIT,SWITZERLAND (DIGITAL),,0,CH,100,,,,,,,,,,,,,PERF - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,47,SPOTIFY,11190120,0,100,0,0,0.08,539,0.04,50,0,100,CP,0,SPOTIFY/SWITZERLAND,,,,,19,1207,SWIT,SWITZERLAND (DIGITAL),,0,CH,100,,,,,,,,,,,,,PERF - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,47,SPOTIFY,11190120,0,100,0,0,0.07,498,0.04,50,0,100,CP,0,SPOTIFY/SWITZERLAND,,,,,19,1207,SWIT,SWITZERLAND (DIGITAL),,0,CH,100,,,,,,,,,,,,,PERF - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,47,SPOTIFY,11190120,0,100,0,0,0.07,579,0.04,50,0,100,CP,0,SPOTIFY/SWITZERLAND,,,,,19,1207,SWIT,SWITZERLAND (DIGITAL),,0,CH,100,,,,,,,,,,,,,PERF - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,48,APPLE MUSIC,11190120,0,100,0,0,0.08,433,0.06,75,0,100,CP,0,APPLE Music/SWITZERLAND,,,,,19,1208,SWIT,SWITZERLAND (DIGITAL),,0,CH,100,,,,,,,,,,,,,MECH - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,48,APPLE MUSIC,11190120,0,100,0,0,0.09,519,0.07,75,0,100,CP,0,APPLE Music/SWITZERLAND,,,,,19,1208,SWIT,SWITZERLAND (DIGITAL),,0,CH,100,,,,,,,,,,,,,MECH - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,48,GOOGLE,11190120,0,100,0,0,0.01,57,0.01,75,0,100,CP,0,GOOGLE/SWITZERLAND,,,,,19,1208,SWIT,SWITZERLAND (DIGITAL),,0,CH,100,,,,,,,,,,,,,MECH - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,48,GOOGLE,11190120,0,100,0,0,0.01,58,0.01,75,0,100,CP,0,GOOGLE/SWITZERLAND,,,,,19,1208,SWIT,SWITZERLAND (DIGITAL),,0,CH,100,,,,,,,,,,,,,MECH - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,48,GOOGLE,11190120,0,100,0,0,0.01,63,0.01,75,0,100,CP,0,GOOGLE/SWITZERLAND,,,,,19,1208,SWIT,SWITZERLAND (DIGITAL),,0,CH,100,,,,,,,,,,,,,MECH - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,48,SPOTIFY,11190120,0,100,0,0,0.05,539,0.04,75,0,100,CP,0,SPOTIFY/SWITZERLAND,,,,,19,1208,SWIT,SWITZERLAND (DIGITAL),,0,CH,100,,,,,,,,,,,,,MECH - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,48,SPOTIFY,11190120,0,100,0,0,0.05,498,0.04,75,0,100,CP,0,SPOTIFY/SWITZERLAND,,,,,19,1208,SWIT,SWITZERLAND (DIGITAL),,0,CH,100,,,,,,,,,,,,,MECH - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,48,SPOTIFY,11190120,0,100,0,0,0.05,579,0.04,75,0,100,CP,0,SPOTIFY/SWITZERLAND,,,,,19,1208,SWIT,SWITZERLAND (DIGITAL),,0,CH,100,,,,,,,,,,,,,MECH - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,47,APPLE MUSIC,11190120,0,100,0,0,0.01,58,0.01,50,0,100,CP,0,APPLE Music/TURKEY,,,,,19,1207,TURK,TURKEY (DIGITAL),,0,CH,100,,,,,,,,,,,,,PERF - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,16,APPLE MUSIC,11190120,0,100,0,0,0.01,3,0.01,50,0,100,CP,0,APPLE Music/UNITED KINGDOM,,,,,19,1207,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,,PERF - DOWNLOAD,D,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,21,APPLE MUSIC,11190120,0,100,0,0,0.06,5,0.05,75,0,100,CP,0,APPLE Music/UNITED KINGDOM,,,,,19,1208,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,,MECH - DOWNLOAD,D,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,21,BEATPORT,11190120,0,100,0,0,0.04,3,0.03,75,0,100,CP,0,BEATPORT/UNITED KINGDOM,,,,,19,1208,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,,MECH - DOWNLOAD,D,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,47,APPLE MUSIC,11190120,0,100,0,0,0.87,4783,0.44,50,0,100,CP,0,APPLE Music/UNITED KINGDOM,,,,,19,1207,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,,PERF - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,47,APPLE MUSIC,11190120,0,100,0,0,1.3,6227,0.65,50,0,100,CP,0,APPLE Music/UNITED KINGDOM,,,,,19,1207,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,,PERF - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,47,DEEZER,11190120,0,100,0,0,0.02,126,0.01,50,0,100,CP,0,DEEZER/UNITED KINGDOM,,,,,19,1207,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,,PERF - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,47,GOOGLE,11190120,0,100,0,0,0.06,396,0.03,50,0,100,CP,0,GOOGLE/UNITED KINGDOM,,,,,19,1207,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,,PERF - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,47,GOOGLE,11190120,0,100,0,0,0.1,593,0.05,50,0,100,CP,0,GOOGLE/UNITED KINGDOM,,,,,19,1207,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,,PERF - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,47,GOOGLE,11190120,0,100,0,0,0.1,6558,0.05,50,0,100,CP,0,GOOGLE/UNITED KINGDOM,,,,,19,1207,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,,PERF - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,47,SPOTIFY,11190120,0,100,0,0,0.54,6695,0.27,50,0,100,CP,0,SPOTIFY/UNITED KINGDOM,,,,,19,1207,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,,PERF - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,47,SPOTIFY,11190120,0,100,0,0,0.52,6355,0.26,50,0,100,CP,0,SPOTIFY/UNITED KINGDOM,,,,,19,1207,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,,PERF - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,47,SPOTIFY,11190120,0,100,0,0,0.44,5496,0.22,50,0,100,CP,0,SPOTIFY/UNITED KINGDOM,,,,,19,1207,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,,PERF - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,47,SPOTIFY,11190120,0,100,0,0,0.07,1910,0.04,50,0,100,CP,0,SPOTIFY/UNITED KINGDOM,,,,,19,1207,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,,PERF - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,47,SPOTIFY,11190120,0,100,0,0,0.06,1795,0.03,50,0,100,CP,0,SPOTIFY/UNITED KINGDOM,,,,,19,1207,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,,PERF - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,47,SPOTIFY,11190120,0,100,0,0,0.05,1434,0.03,50,0,100,CP,0,SPOTIFY/UNITED KINGDOM,,,,,19,1207,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,,PERF - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,47,SPOTIFY,11190120,0,100,0,0,0.07,1811,0.04,50,0,100,CP,0,SPOTIFY/UNITED KINGDOM,,,,,19,1207,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,,PERF - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,48,APPLE MUSIC,11190120,0,100,0,0,1.68,4915,1.26,75,0,100,CP,0,APPLE Music/UNITED KINGDOM,,,,,19,1208,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,,MECH - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,48,APPLE MUSIC,11190120,0,100,0,0,2.57,6237,1.93,75,0,100,CP,0,APPLE Music/UNITED KINGDOM,,,,,19,1208,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,,MECH - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,48,DEEZER,11190120,0,100,0,0,0.09,187,0.07,75,0,100,CP,0,DEEZER/UNITED KINGDOM,,,,,19,1208,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,,MECH - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,48,GOOGLE,11190120,0,100,0,0,0.14,396,0.11,75,0,100,CP,0,GOOGLE/UNITED KINGDOM,,,,,19,1208,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,,MECH - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,48,GOOGLE,11190120,0,100,0,0,0.26,6558,0.2,75,0,100,CP,0,GOOGLE/UNITED KINGDOM,,,,,19,1208,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,,MECH - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,48,GOOGLE,11190120,0,100,0,0,0.19,593,0.14,75,0,100,CP,0,GOOGLE/UNITED KINGDOM,,,,,19,1208,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,,MECH - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,48,SPOTIFY,11190120,0,100,0,0,0.14,1907,0.11,75,0,100,CP,0,SPOTIFY/UNITED KINGDOM,,,,,19,1208,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,,MECH - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,48,SPOTIFY,11190120,0,100,0,0,0.89,5763,0.67,75,0,100,CP,0,SPOTIFY/UNITED KINGDOM,,,,,19,1208,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,,MECH - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,48,SPOTIFY,11190120,0,100,0,0,1.02,6696,0.77,75,0,100,CP,0,SPOTIFY/UNITED KINGDOM,,,,,19,1208,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,,MECH - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,48,SPOTIFY,11190120,0,100,0,0,1.04,6796,0.78,75,0,100,CP,0,SPOTIFY/UNITED KINGDOM,,,,,19,1208,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,,MECH - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,48,SPOTIFY,11190120,0,100,0,0,0.15,1910,0.11,75,0,100,CP,0,SPOTIFY/UNITED KINGDOM,,,,,19,1208,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,,MECH - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,48,SPOTIFY,11190120,0,100,0,0,0.12,1532,0.09,75,0,100,CP,0,SPOTIFY/UNITED KINGDOM,,,,,19,1208,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,,MECH - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,48,SPOTIFY,11190120,0,100,0,0,0.15,1921,0.11,75,0,100,CP,0,SPOTIFY/UNITED KINGDOM,,,,,19,1208,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,,MECH - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,16,GOOGLE,11190120,0,100,0,0,0.01,1,0.01,50,0,100,CP,0,GOOGLE/UKRAINE,,,,,19,1207,UKR,UKRAINE (DIGITAL),,0,CH,100,,,,,,,,,,,,,PERF - DOWNLOAD,F,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,21,GOOGLE,11190120,0,100,0,0,0.01,1,0.01,75,0,100,CP,0,GOOGLE/UKRAINE,,,,,19,1208,UKR,UKRAINE (DIGITAL),,0,CH,100,,,,,,,,,,,,,MECH - DOWNLOAD,F,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,47,GOOGLE,11190120,0,100,0,0,0.01,323,0.01,50,0,100,CP,0,GOOGLE/UKRAINE,,,,,19,1207,UKR,UKRAINE (DIGITAL),,0,CH,100,,,,,,,,,,,,,PERF - STREAMING,F,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,47,GOOGLE,11190120,0,100,0,0,0.01,313,0.01,50,0,100,CP,0,GOOGLE/UKRAINE,,,,,19,1207,UKR,UKRAINE (DIGITAL),,0,CH,100,,,,,,,,,,,,,PERF - STREAMING,F,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,48,GOOGLE,11190120,0,100,0,0,0.03,249,0.02,75,0,100,CP,0,GOOGLE/UKRAINE,,,,,19,1208,UKR,UKRAINE (DIGITAL),,0,CH,100,,,,,,,,,,,,,MECH - STREAMING,F,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,48,GOOGLE,11190120,0,100,0,0,0.04,313,0.03,75,0,100,CP,0,GOOGLE/UKRAINE,,,,,19,1208,UKR,UKRAINE (DIGITAL),,0,CH,100,,,,,,,,,,,,,MECH - STREAMING,F,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,DIGITAL,BORGER/DE PACE/FEDYK/SHOFLER,IMPE,48,GOOGLE,11190120,0,100,0,0,0.04,323,0.03,75,0,100,CP,0,GOOGLE/UKRAINE,,,,,19,1208,UKR,UKRAINE (DIGITAL),,0,CH,100,,,,,,,,,,,,,MECH - STREAMING,F,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,IMAGEM USA,BORGER/DE PACE/FEDYK/SHOFLER,IMUS,4,,19071909,0,90,0,0,6.7,0,3.72,55.556,50,100,CP,0,,,,,,20,173,US,UNITED STATES OF AMERICA,,0,IN,12.5,,,,,,,,,,,,,PERFORMANCE,F,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,IMAGEM USA,BORGER/DE PACE/FEDYK/SHOFLER,IMUS,4,,19101912,0,90,0,0,0.07,0,0.04,55.556,50,12.5,CP,0,US,,,,,20,173,US,UNITED STATES OF AMERICA,,0,IN,12.5,,,,,,,,,,,,,PERFORMANCE,F,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,IMAGEM USA,BORGER/DE PACE/FEDYK/SHOFLER,IMUS,4,,19101912,0,90,0,0,0.06,0,0.03,55.556,50,100,CP,0,US,,,,,20,173,US,UNITED STATES OF AMERICA,,0,IN,12.5,,,,,,,,,,,,,PERFORMANCE,F,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,IMAGEM USA,BORGER/DE PACE/FEDYK/SHOFLER,IMUS,4,AMI,19101912,0,90,0,0,0.04,0,0.02,55.556,50,100,CP,0,AMI/US,,,,,20,173,US,UNITED STATES OF AMERICA,,0,IN,12.5,,,,,,,,,,,,,PERFORMANCE,F,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,IMAGEM USA,BORGER/DE PACE/FEDYK/SHOFLER,IMUS,4,APPLE SUBSCRIPT,19101912,0,90,0,0,4.7,0,2.61,55.556,50,100,CP,0,APPLE SUBSCRIPTION/US,,,,,20,173,US,UNITED STATES OF AMERICA,,0,IN,12.5,,,,,,,,,,,,,PERFORMANCE,F,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,IMAGEM USA,BORGER/DE PACE/FEDYK/SHOFLER,IMUS,4,APPLE SUBSCRIPT,19101912,0,90,0,0,0.04,0,0.02,55.556,50,100,CP,0,APPLE SUBSCRIPTION (FREE TRIAL)/US,,,,,20,173,US,UNITED STATES OF AMERICA,,0,IN,12.5,,,,,,,,,,,,,PERFORMANCE,F,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,IMAGEM USA,BORGER/DE PACE/FEDYK/SHOFLER,IMUS,4,PELOTON,19101912,0,90,0,0,0.12,0,0.07,55.556,50,100,CP,0,PELOTON/US,,,,,20,173,US,UNITED STATES OF AMERICA,,0,IN,12.5,,,,,,,,,,,,,PERFORMANCE,F,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,IMAGEM USA,BORGER/DE PACE/FEDYK/SHOFLER,IMUS,4,TIDAL,19101912,0,90,0,0,0.16,0,0.09,55.556,50,100,CP,0,TIDAL/US,,,,,20,173,US,UNITED STATES OF AMERICA,,0,IN,12.5,,,,,,,,,,,,,PERFORMANCE,F,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,IMAGEM USA,BORGER/DE PACE/FEDYK/SHOFLER,IMUS,21,,17041706,0,90,0,0,0.02,1,0.02,83.333,75,25,CP,0,,,,,,20,173,US,UNITED STATES OF AMERICA,,0,IN,25,,,,,,,,,,,,,MECH - DOWNLOAD,F,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,IMAGEM USA,BORGER/DE PACE/FEDYK/SHOFLER,IMUS,21,,17071709,0,90,0,0,0.02,1,0.02,83.333,75,25,CP,0,,,,,,20,173,US,UNITED STATES OF AMERICA,,0,IN,25,,,,,,,,,,,,,MECH - DOWNLOAD,F,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,IMAGEM USA,BORGER/DE PACE/FEDYK/SHOFLER,IMUS,21,LYRICFIND,19031903,0,90,0,0,0.01,138,0.01,83.333,75,25,CP,0,LYRICFIND/,,,,,20,173,US,UNITED STATES OF AMERICA,,0,IN,25,,,,,,,,,,,,,MECH - DOWNLOAD,F,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,IMAGEM USA,BORGER/DE PACE/FEDYK/SHOFLER,IMUS,47,,19071909,0,90,0,0,9.36,0,5.2,55.556,50,100,CP,0,,,,,,20,173,US,UNITED STATES OF AMERICA,,0,IN,12.5,,,,,,,,,,,,,PERF - STREAMING,F,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,IMAGEM USA,BORGER/DE PACE/FEDYK/SHOFLER,IMUS,47,AMAZON MUSIC UN,19101912,0,90,0,0,0.17,0,0.09,55.556,50,100,CP,0,AMAZON MUSIC UNLIMITED/US,,,,,20,173,US,UNITED STATES OF AMERICA,,0,IN,12.5,,,,,,,,,,,,,PERF - STREAMING,F,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,IMAGEM USA,BORGER/DE PACE/FEDYK/SHOFLER,IMUS,47,AMAZON PRIME MU,19101912,0,90,0,0,0.03,0,0.02,55.556,50,100,CP,0,AMAZON PRIME MUSIC/US,,,,,20,173,US,UNITED STATES OF AMERICA,,0,IN,12.5,,,,,,,,,,,,,PERF - STREAMING,F,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,IMAGEM USA,BORGER/DE PACE/FEDYK/SHOFLER,IMUS,47,GOOGLE PLAY MUS,19101912,0,90,0,0,0.34,0,0.19,55.556,50,100,CP,0,GOOGLE PLAY MUSIC/US,,,,,20,173,US,UNITED STATES OF AMERICA,,0,IN,12.5,,,,,,,,,,,,,PERF - STREAMING,F,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,IMAGEM USA,BORGER/DE PACE/FEDYK/SHOFLER,IMUS,47,GOOGLE PLAY MUS,19101912,0,90,0,0,0.09,0,0.05,55.556,50,100,CP,0,GOOGLE PLAY MUSIC - FREE TRIAL/US,,,,,20,173,US,UNITED STATES OF AMERICA,,0,IN,12.5,,,,,,,,,,,,,PERF - STREAMING,F,,,,,,,,,,,,
,42135,1,42135,GOING UNDER,1575472,IMAGEM USA,BORGER/DE PACE/FEDYK/SHOFLER,IMUS,47,ITUNIR,19101912,0,90,0,0,0.03,0,0.02,55.556,50,100,CP,0,ITUNIR/US,,,,,20,173,US,UNITED STATES OF AMERICA,,0,IN,12.5,,,,,,,,,,,,,PERF - STREAMING,F,,,,,,,,,,,,
