title,artist,source,reference,product,income_type,income_period,rate,quantity,amount_received,percent_payable,amount_payable
"Balls","Amy Rigby","Spotify USA, Inc. - USA","17931 ","Amy Rigby","MECH","03/20 - 03/20","0.0","38","0.02","50.0","0.01",
"Balls","Amy Rigby","Tidal - USA","17524 ","Tidal - Premium","DIGI","03/20 - 03/20","0.0","10","0.01","50.0","0.0",
"Balls","Amy Rigby","Tidal - USA","17584 ","Tidal - Premium","DIGI","05/20 - 05/20","0.0","6","0.01","50.0","0.0",
"Beer And Kisses","Amy Rigby","AMI Entertainment, Inc. - USA","17364 ","Amy Rigby","DIGI","07/19 - 09/19","0.0","2","0.01","50.0","0.01",
"Beer And Kisses","Amy Rigby","Amazon Music Free Tier - USA","17115 ","Ad-supported","DIGI","11/19 - 11/19","0.0","1","0.0","50.0","0.0",
"Beer And Kisses","Amy Rigby","Amazon Music Free Tier - USA","17530 ","Ad-supported","DIGI","02/20 - 02/20","0.0","1","0.0","50.0","0.0",
"Beer And Kisses","Amy Rigby","Amazon Music Unlimited - USA","17116 ","Amazon Music","DIGI","12/19 - 12/19","0.0","17","0.02","50.0","0.01",
"Beer And Kisses","Amy Rigby","Amazon Music Unlimited - USA","17129 ","Amazon Music","DIGI","01/20 - 01/20","0.0","68","0.11","50.0","0.05",
"Beer And Kisses","Amy Rigby","Amazon Music Unlimited - USA","17532 ","Amazon Music","DIGI","02/20 - 02/20","0.0","94","0.16","50.0","0.08",
"Beer And Kisses","Amy Rigby","Amazon Music Unlimited - USA","17581 ","Amazon Music","DIGI","03/20 - 03/20","0.0","48","0.07","50.0","0.04",
"Beer And Kisses","Amy Rigby","Amazon Music Unlimited - USA","17582 ","Amazon Music","DIGI","04/20 - 04/20","0.0","37","0.06","50.0","0.03",
"Beer And Kisses","Amy Rigby","Amazon Music Unlimited - USA","18035 ","Amy Rigby","DIGI","05/20 - 05/20","0.0","24","0.04","50.0","0.02",
"Beer And Kisses","Amy Rigby","Amazon Prime Music - USA","17112 ","Amazon Prime","DIGI","12/19 - 12/19","0.0","8","0.01","50.0","0.0",
"Beer And Kisses","Amy Rigby","Amazon Prime Music - USA","17114 ","Amazon Prime","DIGI","11/19 - 11/19","0.0","11","0.01","50.0","0.01",
"Beer And Kisses","Amy Rigby","Amazon Prime Music - USA","17130 ","Amazon Prime","DIGI","01/20 - 01/20","0.0","42","0.07","50.0","0.04",
"Beer And Kisses","Amy Rigby","Amazon Prime Music - USA","17534 ","Amazon Prime","DIGI","02/20 - 02/20","0.0","38","0.07","50.0","0.04",
"Beer And Kisses","Amy Rigby","Amazon Prime Music - USA","17571 ","Amazon Prime","DIGI","03/20 - 03/20","0.0","7","0.01","50.0","0.01",
"Beer And Kisses","Amy Rigby","Apple, Inc. - USA","17309 ","Amy Rigby","DIGI","10/19 - 12/19","0.0","225","0.1","50.0","0.05",
"Beer And Kisses","Amy Rigby","Apple, Inc. - USA","17934 ","Amy Rigby","MECH","01/20 - 03/20","0.0","672","0.3","50.0","0.15",
"Beer And Kisses","Amy Rigby","CMRRA - Canada","17264 ","Apple","DIGI","07/17 - 09/17","0.0","0","0.14","50.0","0.07",
"Beer And Kisses","Amy Rigby","CMRRA - Canada","17264 ","Emusic","DIGI","07/17 - 09/17","0.0","0","0.15","50.0","0.07",
"Beer And Kisses","Amy Rigby","Google, Inc. - USA","17221 ","Amy Rigby","DIGI","10/19 - 12/19","0.0","17","0.02","50.0","0.01",
"Beer And Kisses","Amy Rigby","Google, Inc. - YouTube - USA","17464 ","","DIGI","10/19 - 12/19","0.0","32","0.02","50.0","0.01",
"Beer And Kisses","Amy Rigby","Music Reports, Inc. - USA","17006 ","Pandora Plus","DIGI","12/19 - 12/19","0.0","5","0.0","50.0","0.0",
"Beer And Kisses","Amy Rigby","Music Reports, Inc. - USA","17006 ","Pandora","DIGI","12/19 - 12/19","0.0","2","0.0","50.0","0.0",
"Beer And Kisses","Amy Rigby","Music Reports, Inc. - USA","17008 ","Hoopla","DIGI","12/19 - 12/19","0.0","1","0.0","50.0","0.0",
"Beer And Kisses","Amy Rigby","Music Reports, Inc. - USA","17010 ","iheart Plus","DIGI","12/19 - 12/19","0.0","2","0.01","50.0","0.0",
"Beer And Kisses","Amy Rigby","Music Reports, Inc. - USA","17014 ","Amazon Music","DIGI","11/19 - 11/19","0.0","31","0.04","50.0","0.02",
"Beer And Kisses","Amy Rigby","Music Reports, Inc. - USA","17016 ","Tidal - Premium","DIGI","01/19 - 01/19","0.0","4","0.0","50.0","0.0",
"Beer And Kisses","Amy Rigby","Pandora - USA","17133 ","Pandora Plus","DIGI","01/20 - 01/20","0.0","9","0.0","50.0","0.0",
"Beer And Kisses","Amy Rigby","Pandora - USA","17133 ","Pandora","DIGI","01/20 - 01/20","0.0","14","0.01","50.0","0.0",
"Beer And Kisses","Amy Rigby","Pandora - USA","17523 ","Pandora Plus","DIGI","02/20 - 02/20","0.0","8","0.0","50.0","0.0",
"Beer And Kisses","Amy Rigby","Pandora - USA","17523 ","Pandora","DIGI","02/20 - 02/20","0.0","10","0.01","50.0","0.0",
"Beer And Kisses","Amy Rigby","Pandora - USA","17536 ","Pandora Plus","DIGI","03/20 - 03/20","0.0","5","0.0","50.0","0.0",
"Beer And Kisses","Amy Rigby","Pandora - USA","17536 ","Pandora","DIGI","03/20 - 03/20","0.0","4","0.0","50.0","0.0",
"Beer And Kisses","Amy Rigby","Pandora - USA","17583 ","Pandora Plus","DIGI","04/20 - 04/20","0.0","6","0.0","50.0","0.0",
"Beer And Kisses","Amy Rigby","Pandora - USA","17583 ","Pandora","DIGI","04/20 - 04/20","0.0","3","0.0","50.0","0.0",
"Beer And Kisses","Amy Rigby","Pandora - USA","18039 ","Amy Rigby","DIGI","05/20 - 05/20","0.0","13","0.01","50.0","0.0",
"Beer And Kisses","Amy Rigby","Spotify USA, Inc. - USA","17424 ","Amy Rigby","DIGI","04/19 - 04/19","0.0","40","0.02","50.0","0.01",
"Beer And Kisses","Amy Rigby","Spotify USA, Inc. - USA","17426 ","Amy Rigby","DIGI","05/19 - 05/19","0.0","41","0.02","50.0","0.01",
"Beer And Kisses","Amy Rigby","Spotify USA, Inc. - USA","17428 ","Amy Rigby","DIGI","06/19 - 06/19","0.0","35","0.01","50.0","0.01",
"Beer And Kisses","Amy Rigby","Spotify USA, Inc. - USA","17431 ","Amy Rigby","DIGI","07/19 - 07/19","0.0","29","0.01","50.0","0.01",
"Beer And Kisses","Amy Rigby","Spotify USA, Inc. - USA","17434 ","Amy Rigby","DIGI","08/19 - 08/19","0.0","30","0.01","50.0","0.01",
"Beer And Kisses","Amy Rigby","Spotify USA, Inc. - USA","17437 ","Amy Rigby","DIGI","09/19 - 09/19","0.0","55","0.02","50.0","0.01",
"Beer And Kisses","Amy Rigby","Spotify USA, Inc. - USA","17440 ","Amy Rigby","DIGI","10/19 - 10/19","0.0","78","0.03","50.0","0.01",
"Beer And Kisses","Amy Rigby","Spotify USA, Inc. - USA","17443 ","Amy Rigby","DIGI","11/19 - 11/19","0.0","62","0.03","50.0","0.01",
"Beer And Kisses","Amy Rigby","Spotify USA, Inc. - USA","17446 ","Amy Rigby","DIGI","12/19 - 12/19","0.0","30","0.01","50.0","0.0",
"Beer And Kisses","Amy Rigby","Spotify USA, Inc. - USA","17929 ","Amy Rigby","MECH","01/20 - 01/20","0.0","172","0.07","50.0","0.04",
"Beer And Kisses","Amy Rigby","Spotify USA, Inc. - USA","17930 ","Amy Rigby","MECH","02/20 - 02/20","0.0","252","0.11","50.0","0.06",
"Beer And Kisses","Amy Rigby","Spotify USA, Inc. - USA","17931 ","Amy Rigby","MECH","03/20 - 03/20","0.0","86","0.04","50.0","0.02",
"Beer And Kisses","Amy Rigby","The Orchard Enterprises, Inc. - USA","17393 ","Amy Rigby","DIGI","03/19 - 03/19","0.0","4","0.32","50.0","0.16",
"Beer And Kisses","Amy Rigby","The Orchard Enterprises, Inc. - USA","17397 ","Amy Rigby","DIGI","07/19 - 07/19","0.0","4","0.32","50.0","0.16",
"Beer And Kisses","Amy Rigby","The Orchard Enterprises, Inc. - USA","17399 ","Amy Rigby","DIGI","09/19 - 09/19","0.0","1","0.07","50.0","0.03",
"Beer And Kisses","Amy Rigby","The Orchard Enterprises, Inc. - USA","17402 ","Amy Rigby","DIGI","12/19 - 12/19","0.0","3","0.24","50.0","0.12",
"Beer And Kisses","Amy Rigby","Tidal - USA","17524 ","Tidal - Premium","DIGI","03/20 - 03/20","0.0","5","0.0","50.0","0.0",
"Beer And Kisses","Amy Rigby","Tidal - USA","17584 ","Tidal - Premium","DIGI","05/20 - 05/20","0.0","7","0.01","50.0","0.0",
"Better Stay Gone","Amy Rigby","CMRRA - Canada","17264 ","Emusic","DIGI","07/17 - 09/17","0.0","0","0.01","50.0","0.0",
"Calling Professor Longhair","Amy Rigby","CMRRA - Canada","17264 ","Emusic","DIGI","07/17 - 09/17","0.0","0","0.01","50.0","0.0",
"Cynically Yours","Amy Rigby","Amazon Music Free Tier - USA","17530 ","Ad-supported","DIGI","02/20 - 02/20","0.0","1","0.0","50.0","0.0",
"Cynically Yours","Amy Rigby","Amazon Music Free Tier - USA","18030 ","Amy Rigby","DIGI","05/20 - 05/20","0.0","1","0.0","50.0","0.0",
"Cynically Yours","Amy Rigby","Amazon Music Unlimited - USA","17116 ","Amazon Music","DIGI","12/19 - 12/19","0.0","20","0.02","50.0","0.01",
"Cynically Yours","Amy Rigby","Amazon Music Unlimited - USA","17129 ","Amazon Music","DIGI","01/20 - 01/20","0.0","63","0.1","50.0","0.05",
"Cynically Yours","Amy Rigby","Amazon Music Unlimited - USA","17532 ","Amazon Music","DIGI","02/20 - 02/20","0.0","42","0.07","50.0","0.03",
"Cynically Yours","Amy Rigby","Amazon Music Unlimited - USA","17581 ","Amazon Music","DIGI","03/20 - 03/20","0.0","24","0.04","50.0","0.02",
"Cynically Yours","Amy Rigby","Amazon Music Unlimited - USA","17582 ","Amazon Music","DIGI","04/20 - 04/20","0.0","12","0.02","50.0","0.01",
"Cynically Yours","Amy Rigby","Amazon Music Unlimited - USA","18035 ","Amy Rigby","DIGI","05/20 - 05/20","0.0","15","0.02","50.0","0.01",
"Cynically Yours","Amy Rigby","Amazon Prime Music - USA","17112 ","Amazon Prime","DIGI","12/19 - 12/19","0.0","12","0.01","50.0","0.01",
"Cynically Yours","Amy Rigby","Amazon Prime Music - USA","17114 ","Amazon Prime","DIGI","11/19 - 11/19","0.0","29","0.04","50.0","0.02",
"Cynically Yours","Amy Rigby","Amazon Prime Music - USA","17130 ","Amazon Prime","DIGI","01/20 - 01/20","0.0","48","0.08","50.0","0.04",
"Cynically Yours","Amy Rigby","Amazon Prime Music - USA","17534 ","Amazon Prime","DIGI","02/20 - 02/20","0.0","67","0.12","50.0","0.06",
"Cynically Yours","Amy Rigby","Amazon Prime Music - USA","17571 ","Amazon Prime","DIGI","03/20 - 03/20","0.0","24","0.04","50.0","0.02",
"Cynically Yours","Amy Rigby","Amazon Prime Music - USA","17580 ","Amazon Prime","DIGI","04/20 - 04/20","0.0","16","0.03","50.0","0.01",
"Cynically Yours","Amy Rigby","Amazon Prime Music - USA","18033 ","Amy Rigby","DIGI","05/20 - 05/20","0.0","7","0.01","50.0","0.01",
"Cynically Yours","Amy Rigby","Apple, Inc. - USA","17309 ","Amy Rigby","DIGI","10/19 - 12/19","0.0","169","0.07","50.0","0.03",
"Cynically Yours","Amy Rigby","Apple, Inc. - USA","17934 ","Amy Rigby","MECH","01/20 - 03/20","0.0","584","0.26","50.0","0.13",
"Cynically Yours","Amy Rigby","Apple, Inc. - USA","17934 ","Bats","MECH","01/20 - 03/20","0.0","4","0.0","50.0","0.0",
"Cynically Yours","Amy Rigby","CMRRA - Canada","17264 ","Apple","DIGI","07/17 - 09/17","0.0","0","0.19","50.0","0.1",
"Cynically Yours","Amy Rigby","CMRRA - Canada","17264 ","Emusic","DIGI","07/17 - 09/17","0.0","0","0.1","50.0","0.05",
"Cynically Yours","Amy Rigby","Google, Inc. - USA","17221 ","Amy Rigby","DIGI","10/19 - 12/19","0.0","19","0.02","50.0","0.01",
"Cynically Yours","Amy Rigby","Google, Inc. - YouTube - USA","17464 ","","DIGI","10/19 - 12/19","0.0","121","0.11","50.0","0.05",
"Cynically Yours","Amy Rigby","Music Reports, Inc. - USA","17006 ","Pandora Plus","DIGI","12/19 - 12/19","0.0","4","0.0","50.0","0.0",
"Cynically Yours","Amy Rigby","Music Reports, Inc. - USA","17006 ","Pandora","DIGI","12/19 - 12/19","0.0","1","0.0","50.0","0.0",
"Cynically Yours","Amy Rigby","Music Reports, Inc. - USA","17008 ","Hoopla","DIGI","12/19 - 12/19","0.0","1","0.0","50.0","0.0",
"Cynically Yours","Amy Rigby","Music Reports, Inc. - USA","17014 ","Amazon Music","DIGI","11/19 - 11/19","0.0","20","0.03","50.0","0.01",
"Cynically Yours","Amy Rigby","Music Reports, Inc. - USA","17016 ","Tidal - Premium","DIGI","01/19 - 01/19","0.0","4","0.0","50.0","0.0",
"Cynically Yours","Amy Rigby","Pandora - USA","17133 ","Pandora Plus","DIGI","01/20 - 01/20","0.0","6","0.0","50.0","0.0",
"Cynically Yours","Amy Rigby","Pandora - USA","17133 ","Pandora","DIGI","01/20 - 01/20","0.0","10","0.01","50.0","0.0",
"Cynically Yours","Amy Rigby","Pandora - USA","17133 ","Pandora","DIGI","01/20 - 01/20","0.0","1","0.0","50.0","0.0",
"Cynically Yours","Amy Rigby","Pandora - USA","17523 ","Pandora Plus","DIGI","02/20 - 02/20","0.0","7","0.0","50.0","0.0",
"Cynically Yours","Amy Rigby","Pandora - USA","17523 ","Pandora","DIGI","02/20 - 02/20","0.0","14","0.01","50.0","0.0",
"Cynically Yours","Amy Rigby","Pandora - USA","17523 ","Pandora","DIGI","02/20 - 02/20","0.0","1","0.0","50.0","0.0",
"Cynically Yours","Amy Rigby","Pandora - USA","17536 ","Pandora Plus","DIGI","03/20 - 03/20","0.0","7","0.0","50.0","0.0",
"Cynically Yours","Amy Rigby","Pandora - USA","17536 ","Pandora","DIGI","03/20 - 03/20","0.0","2","0.0","50.0","0.0",
"Cynically Yours","Amy Rigby","Pandora - USA","17583 ","Pandora Plus","DIGI","04/20 - 04/20","0.0","4","0.0","50.0","0.0",
"Cynically Yours","Amy Rigby","Pandora - USA","17583 ","Pandora","DIGI","04/20 - 04/20","0.0","2","0.0","50.0","0.0",
"Cynically Yours","Amy Rigby","Pandora - USA","18039 ","Amy Rigby","DIGI","05/20 - 05/20","0.0","11","0.0","50.0","0.0",
"Cynically Yours","Amy Rigby","Spotify USA, Inc. - USA","17426 ","Amy Rigby","DIGI","05/19 - 05/19","0.0","25","0.01","50.0","0.0",
"Cynically Yours","Amy Rigby","Spotify USA, Inc. - USA","17428 ","Amy Rigby","DIGI","06/19 - 06/19","0.0","76","0.03","50.0","0.02",
"Cynically Yours","Amy Rigby","Spotify USA, Inc. - USA","17431 ","Amy Rigby","DIGI","07/19 - 07/19","0.0","33","0.01","50.0","0.01",
"Cynically Yours","Amy Rigby","Spotify USA, Inc. - USA","17434 ","Amy Rigby","DIGI","08/19 - 08/19","0.0","51","0.02","50.0","0.01",
"Cynically Yours","Amy Rigby","Spotify USA, Inc. - USA","17437 ","Amy Rigby","DIGI","09/19 - 09/19","0.0","35","0.01","50.0","0.0",
"Cynically Yours","Amy Rigby","Spotify USA, Inc. - USA","17440 ","Amy Rigby","DIGI","10/19 - 10/19","0.0","84","0.04","50.0","0.02",
"Cynically Yours","Amy Rigby","Spotify USA, Inc. - USA","17443 ","Amy Rigby","DIGI","11/19 - 11/19","0.0","97","0.04","50.0","0.02",
"Cynically Yours","Amy Rigby","Spotify USA, Inc. - USA","17446 ","Amy Rigby","DIGI","12/19 - 12/19","0.0","65","0.02","50.0","0.01",
"Cynically Yours","Amy Rigby","Spotify USA, Inc. - USA","17929 ","Amy Rigby","MECH","01/20 - 01/20","0.0","201","0.09","50.0","0.04",
"Cynically Yours","Amy Rigby","Spotify USA, Inc. - USA","17930 ","Amy Rigby","MECH","02/20 - 02/20","0.0","293","0.13","50.0","0.07",
"Cynically Yours","Amy Rigby","Spotify USA, Inc. - USA","17931 ","Amy Rigby","MECH","03/20 - 03/20","0.0","111","0.05","50.0","0.03",
"Cynically Yours","Amy Rigby","The Orchard Enterprises, Inc. - USA","17393 ","Amy Rigby","DIGI","03/19 - 03/19","0.0","4","0.32","50.0","0.16",
"Cynically Yours","Amy Rigby","The Orchard Enterprises, Inc. - USA","17397 ","Amy Rigby","DIGI","07/19 - 07/19","0.0","4","0.32","50.0","0.16",
"Cynically Yours","Amy Rigby","The Orchard Enterprises, Inc. - USA","17400 ","Amy Rigby","DIGI","10/19 - 10/19","0.0","3","0.25","50.0","0.13",
"Cynically Yours","Amy Rigby","The Orchard Enterprises, Inc. - USA","17402 ","Amy Rigby","DIGI","12/19 - 12/19","0.0","3","0.26","50.0","0.13",
"Cynically Yours","Amy Rigby","Tidal - USA","17524 ","Tidal - Premium","DIGI","03/20 - 03/20","0.0","8","0.01","50.0","0.0",
"Cynically Yours","Amy Rigby","Tidal - USA","17584 ","Tidal - Premium","DIGI","05/20 - 05/20","0.0","5","0.0","50.0","0.0",
"Dirty Bridge","Elliot Easton, Amy Rigby","CMRRA - Canada","17264 ","Emusic","DIGI","07/17 - 09/17","0.0","0","0.0","50.0","0.0",
"Don't Break The Heart","Amy Rigby","Amazon Music Unlimited - USA","17582 ","Amazon Music","DIGI","04/20 - 04/20","0.0","1","0.0","50.0","0.0",
"Don't Break The Heart","Amy Rigby","Amazon Music Unlimited - USA","18035 ","","DIGI","05/20 - 05/20","0.0","2","0.0","50.0","0.0",
"Don't Break The Heart","Amy Rigby","Apple, Inc. - USA","17309 ","Laura Cantrell","DIGI","10/19 - 12/19","0.0","154","0.07","50.0","0.03",
"Don't Break The Heart","Amy Rigby","Apple, Inc. - USA","17309 ","Mono Puff","DIGI","10/19 - 12/19","0.0","114","0.04","50.0","0.02",
"Don't Break The Heart","Amy Rigby","Apple, Inc. - USA","17934 ","Laura Cantrell","MECH","01/20 - 03/20","0.0","312","0.14","50.0","0.07",
"Don't Break The Heart","Amy Rigby","Apple, Inc. - USA","17934 ","Mono Puff","MECH","01/20 - 03/20","0.0","98","0.03","50.0","0.02",
"Don't Break The Heart","Amy Rigby","CMRRA - Canada","17264 ","Apple","DIGI","07/17 - 09/17","0.0","0","0.19","50.0","0.09",
"Don't Break The Heart","Amy Rigby","CMRRA - Canada","17264 ","Emusic","DIGI","07/17 - 09/17","0.0","0","0.17","50.0","0.08",
"Don't Break The Heart","Amy Rigby","Google, Inc. - USA","17221 ","Laura Cantrell","DIGI","10/19 - 12/19","0.0","7","0.01","50.0","0.0",
"Don't Break The Heart","Amy Rigby","Google, Inc. - YouTube - USA","17464 ","","DIGI","10/19 - 12/19","0.0","7","0.02","50.0","0.01",
"Don't Break The Heart","Amy Rigby","Music Reports, Inc. - USA","17016 ","Tidal - Premium","DIGI","01/19 - 01/19","0.0","4","0.0","50.0","0.0",
"Don't Break The Heart","Amy Rigby","Spotify USA, Inc. - USA","17424 ","Mono Puff","DIGI","04/19 - 04/19","0.0","26","0.01","50.0","0.0",
"Don't Break The Heart","Amy Rigby","Spotify USA, Inc. - USA","17426 ","Laura Cantrell","DIGI","05/19 - 05/19","0.0","26","0.01","50.0","0.0",
"Don't Break The Heart","Amy Rigby","Spotify USA, Inc. - USA","17426 ","Mono Puff","DIGI","05/19 - 05/19","0.0","112","0.04","50.0","0.02",
"Don't Break The Heart","Amy Rigby","Spotify USA, Inc. - USA","17428 ","Laura Cantrell","DIGI","06/19 - 06/19","0.0","33","0.01","50.0","0.01",
"Don't Break The Heart","Amy Rigby","Spotify USA, Inc. - USA","17428 ","Mono Puff","DIGI","06/19 - 06/19","0.0","93","0.03","50.0","0.02",
"Don't Break The Heart","Amy Rigby","Spotify USA, Inc. - USA","17431 ","Laura Cantrell","DIGI","07/19 - 07/19","0.0","37","0.01","50.0","0.01",
"Don't Break The Heart","Amy Rigby","Spotify USA, Inc. - USA","17431 ","Mono Puff","DIGI","07/19 - 07/19","0.0","58","0.03","50.0","0.02",
"Don't Break The Heart","Amy Rigby","Spotify USA, Inc. - USA","17434 ","Laura Cantrell","DIGI","08/19 - 08/19","0.0","32","0.01","50.0","0.01",
"Don't Break The Heart","Amy Rigby","Spotify USA, Inc. - USA","17434 ","Mono Puff","DIGI","08/19 - 08/19","0.0","56","0.02","50.0","0.01",
"Don't Break The Heart","Amy Rigby","Spotify USA, Inc. - USA","17437 ","Laura Cantrell","DIGI","09/19 - 09/19","0.0","33","0.01","50.0","0.0",
"Don't Break The Heart","Amy Rigby","Spotify USA, Inc. - USA","17437 ","Mono Puff","DIGI","09/19 - 09/19","0.0","37","0.01","50.0","0.0",
"Don't Break The Heart","Amy Rigby","Spotify USA, Inc. - USA","17440 ","Laura Cantrell","DIGI","10/19 - 10/19","0.0","39","0.02","50.0","0.01",
"Don't Break The Heart","Amy Rigby","Spotify USA, Inc. - USA","17440 ","Mono Puff","DIGI","10/19 - 10/19","0.0","48","0.02","50.0","0.01",
"Don't Break The Heart","Amy Rigby","Spotify USA, Inc. - USA","17443 ","Laura Cantrell","DIGI","11/19 - 11/19","0.0","31","0.01","50.0","0.0",
"Don't Break The Heart","Amy Rigby","Spotify USA, Inc. - USA","17443 ","Mono Puff","DIGI","11/19 - 11/19","0.0","40","0.02","50.0","0.01",
"Don't Break The Heart","Amy Rigby","Spotify USA, Inc. - USA","17446 ","Laura Cantrell","DIGI","12/19 - 12/19","0.0","34","0.01","50.0","0.0",
"Don't Break The Heart","Amy Rigby","Spotify USA, Inc. - USA","17446 ","Mono Puff","DIGI","12/19 - 12/19","0.0","41","0.01","50.0","0.0",
"Don't Break The Heart","Amy Rigby","Spotify USA, Inc. - USA","17929 ","Laura Cantrell","MECH","01/20 - 01/20","0.0","23","0.01","50.0","0.0",
"Don't Break The Heart","Amy Rigby","Spotify USA, Inc. - USA","17929 ","Mono Puff","MECH","01/20 - 01/20","0.0","32","0.01","50.0","0.0",
"Don't Break The Heart","Amy Rigby","Spotify USA, Inc. - USA","17930 ","Laura Cantrell","MECH","02/20 - 02/20","0.0","29","0.01","50.0","0.0",
"Don't Break The Heart","Amy Rigby","Spotify USA, Inc. - USA","17931 ","Laura Cantrell","MECH","03/20 - 03/20","0.0","22","0.01","50.0","0.0",
"Don't Break The Heart","Amy Rigby","Spotify USA, Inc. - USA","17931 ","Mono Puff","MECH","03/20 - 03/20","0.0","42","0.02","50.0","0.01",
"Don't Break The Heart","Amy Rigby","The Orchard Enterprises, Inc. - USA","17392 ","Laura Cantrell","DIGI","01/19 - 01/19","0.0","1","0.08","50.0","0.04",
"Don't Break The Heart","Amy Rigby","The Orchard Enterprises, Inc. - USA","17393 ","Laura Cantrell","DIGI","03/19 - 03/19","0.0","3","0.24","50.0","0.12",
"Don't Break The Heart","Amy Rigby","The Orchard Enterprises, Inc. - USA","17394 ","Laura Cantrell","DIGI","04/19 - 04/19","0.0","1","0.16","50.0","0.08",
"Don't Break The Heart","Amy Rigby","The Orchard Enterprises, Inc. - USA","17400 ","Laura Cantrell","DIGI","10/19 - 10/19","0.0","1","0.08","50.0","0.04",
"Don't Break The Heart","Amy Rigby","Tidal - USA","17524 ","Tidal - Premium","DIGI","03/20 - 03/20","0.0","2","0.0","50.0","0.0",
"Don't Know Nothing","Amy Rigby","Apple, Inc. - USA","17309 ","Amy Rigby","DIGI","10/19 - 12/19","0.0","8","0.0","50.0","0.0",
"Don't Know Nothing","Amy Rigby","Apple, Inc. - USA","17934 ","Amy Rigby","MECH","01/20 - 03/20","0.0","38","0.02","50.0","0.01",
"Don't Know Nothing","Amy Rigby","CMRRA - Canada","17264 ","Emusic","DIGI","07/17 - 09/17","0.0","0","0.06","50.0","0.03",
"Every Intention","John Coinman, Amy Rigby","Amazon Music Unlimited - USA","17116 ","Amazon Music","DIGI","12/19 - 12/19","0.0","1","0.0","50.0","0.0",
"Every Intention","John Coinman, Amy Rigby","Amazon Music Unlimited - USA","17532 ","Amazon Music","DIGI","02/20 - 02/20","0.0","1","0.0","50.0","0.0",
"Every Intention","John Coinman, Amy Rigby","Amazon Music Unlimited - USA","17581 ","Amazon Music","DIGI","03/20 - 03/20","0.0","1","0.0","50.0","0.0",
"Every Intention","John Coinman, Amy Rigby","Amazon Music Unlimited - USA","17582 ","Amazon Music","DIGI","04/20 - 04/20","0.0","2","0.0","50.0","0.0",
"Every Intention","John Coinman, Amy Rigby","Amazon Music Unlimited - USA","18035 ","Kevin Costner","DIGI","05/20 - 05/20","0.0","1","0.0","50.0","0.0",
"Every Intention","John Coinman, Amy Rigby","Apple, Inc. - USA","17309 ","Kevin Costner","DIGI","10/19 - 12/19","0.0","851","0.19","50.0","0.1",
"Every Intention","John Coinman, Amy Rigby","Apple, Inc. - USA","17934 ","Kevin Costner","MECH","01/20 - 03/20","0.0","717","0.17","50.0","0.08",
"Every Intention","John Coinman, Amy Rigby","CMRRA - Canada","17264 ","digital Inc.","DIGI","07/17 - 09/17","0.0","0","0.01","50.0","0.0",
"Every Intention","John Coinman, Amy Rigby","CMRRA - Canada","17264 ","Apple","DIGI","07/17 - 09/17","0.0","0","1.37","50.0","0.69",
"Every Intention","John Coinman, Amy Rigby","CMRRA - Canada","17264 ","Archambaultzik","DIGI","07/17 - 09/17","0.0","0","0.0","50.0","0.0",
"Every Intention","John Coinman, Amy Rigby","Google, Inc. - USA","17221 ","Kevin Costner","DIGI","10/19 - 12/19","0.0","18","0.01","50.0","0.0",
"Every Intention","John Coinman, Amy Rigby","Google, Inc. - YouTube - USA","17464 ","","DIGI","10/19 - 12/19","0.0","68","0.08","50.0","0.04",
"Every Intention","John Coinman, Amy Rigby","IHEART Communications - USA","17113 ","iheart Premium","DIGI","01/20 - 01/20","0.0","1","0.0","50.0","0.0",
"Every Intention","John Coinman, Amy Rigby","IHEART Communications - USA","17131 ","iheart Premium","DIGI","01/20 - 01/20","0.0","1","0.0","50.0","0.0",
"Every Intention","John Coinman, Amy Rigby","Music Reports, Inc. - USA","17006 ","Pandora Plus","DIGI","12/19 - 12/19","0.0","31","0.01","50.0","0.01",
"Every Intention","John Coinman, Amy Rigby","Music Reports, Inc. - USA","17006 ","Pandora","DIGI","12/19 - 12/19","0.0","20","0.01","50.0","0.01",
"Every Intention","John Coinman, Amy Rigby","Music Reports, Inc. - USA","17014 ","Amazon Music","DIGI","11/19 - 11/19","0.0","1","0.0","50.0","0.0",
"Every Intention","John Coinman, Amy Rigby","Music Reports, Inc. - USA","17016 ","Tidal - Premium","DIGI","01/19 - 01/19","0.0","3","0.0","50.0","0.0",
"Every Intention","John Coinman, Amy Rigby","Pandora - USA","17133 ","Pandora Plus","DIGI","01/20 - 01/20","0.0","32","0.01","50.0","0.01",
"Every Intention","John Coinman, Amy Rigby","Pandora - USA","17133 ","Pandora","DIGI","01/20 - 01/20","0.0","17","0.01","50.0","0.01",
"Every Intention","John Coinman, Amy Rigby","Pandora - USA","17133 ","Pandora","DIGI","01/20 - 01/20","0.0","1","0.0","50.0","0.0",
"Every Intention","John Coinman, Amy Rigby","Pandora - USA","17523 ","Pandora Plus","DIGI","02/20 - 02/20","0.0","28","0.01","50.0","0.01",
"Every Intention","John Coinman, Amy Rigby","Pandora - USA","17523 ","Pandora","DIGI","02/20 - 02/20","0.0","14","0.01","50.0","0.0",
"Every Intention","John Coinman, Amy Rigby","Pandora - USA","17523 ","Pandora","DIGI","02/20 - 02/20","0.0","1","0.0","50.0","0.0",
"Every Intention","John Coinman, Amy Rigby","Pandora - USA","17536 ","Pandora Plus","DIGI","03/20 - 03/20","0.0","24","0.01","50.0","0.01",
