"Date","Order ID","Type","Detail","Item ID","Document","Price","AU RWT","US RWT","US BWT","Sales Tax Amount","Sales Tax Type","Amount","Site","Other Party Country","Other Party Region","Other Party City","Other Party Zipcode"
"2020-09-15 01:04:34 +1000","133051708","Author Fee","Author Fee for sale IVIP39839375","23808662","","2.75","","","","","","-2.75","AudioJungle","","","",""
"2020-09-15 01:04:34 +1000","133051708","Sale","This is Building Piano (Music Standard License)","23808662","IVIP39839375","22.00","","","","","","22.00","AudioJungle","Israel","israel","TEL AVIV","2013990"
"2020-09-15 00:57:55 +1000","133051263","Author Fee","Author Fee for sale IVIP39839247","12772547","","4.00","","","","","","-4.00","AudioJungle","","","",""
"2020-09-15 00:57:55 +1000","133051263","Sale","Casino  (Music Standard License)","12772547","IVIP39839247","32.00","","","","","","32.00","AudioJungle","United Kingdom","Suffolk","Sudbury","CO10 1PW"
"2020-09-14 23:20:11 +1000","133045394","Author Fee","Author Fee for sale IVIP39837512","16708687","","3.13","","","","","","-3.13","AudioJungle","","","",""
"2020-09-14 23:20:11 +1000","133045394","Sale","This is Artistic (Music Standard License)","16708687","IVIP39837512","25.00","","","","","","25.00","AudioJungle","Slovakia","Slovakia","Bratislava","84101"
"2020-09-14 21:11:52 +1000","133038365","Author Fee","Author Fee for sale IVIP39835539","26219372","","2.75","","","","","","-2.75","AudioJungle","","","",""
"2020-09-14 21:11:52 +1000","133038365","Sale","Sensual (Music Standard License)","26219372","IVIP39835539","22.00","","","","","","22.00","AudioJungle","Malaysia","WP","Kuala Lumpur","50490"
"2020-09-14 21:10:11 +1000","133038299","Author Fee","Author Fee for sale IVIP39835509","21237307","","2.25","","","","","","-2.25","AudioJungle","","","",""
"2020-09-14 21:10:11 +1000","133038299","Sale","Computers (Music Standard License)","21237307","IVIP39835509","18.00","","","","","","18.00","AudioJungle","Netherlands","","Den Haag","2552HD"
"2020-09-14 19:38:25 +1000","133033618","Author Fee","Author Fee for sale IVIP39834118","24536311","","3.13","","","","","","-3.13","AudioJungle","","","",""
"2020-09-14 19:38:25 +1000","133033618","Sale","This Is Sneaky (Music Standard License)","24536311","IVIP39834118","25.00","","","","","","25.00","AudioJungle","Korea, Republic of","","fff",""
"2020-09-14 19:33:35 +1000","133033149","Author Fee","Author Fee for sale IVIP39834041","12772547","","4.00","","","","","","-4.00","AudioJungle","","","",""
"2020-09-14 19:33:35 +1000","133033149","Sale","Casino  (Music Standard License)","12772547","IVIP39834041","32.00","","","","","","32.00","AudioJungle","China","","hangzhou",""
"2020-09-14 07:18:48 +1000","133011652","Author Fee","Author Fee for sale IVIP39827859","19290827","","4.00","","","","","","-4.00","AudioJungle","","","",""
"2020-09-14 07:18:48 +1000","133011652","Sale","Sad to Inspiring (Music Standard License)","19290827","IVIP39827859","32.00","","3.20","","","","28.80","AudioJungle","United States","Texas","Austin","78729"
"2020-09-14 02:28:50 +1000","133002202","Author Fee","Author Fee for sale IVIP39825223","22433044","","2.75","","","","","","-2.75","AudioJungle","","","",""
"2020-09-14 02:28:50 +1000","133002202","Sale","Pain (Music Standard License)","22433044","IVIP39825223","22.00","","","","","","22.00","AudioJungle","India","Maharashtra","Mumbai","400065"
"2020-09-14 00:32:31 +1000","132998245","Purchase","Gentoo Penguin Honk (SFX (Single Use) License)","27338132","IVIP39824160","3.00","","","","","","-3.00","AudioJungle","","","",""
"2020-09-14 00:32:31 +1000","132998245","Purchase","Buyer Fee for Gentoo Penguin Honk","27338132","IVBF39559660","0.00","","","","","","0.00","","","","",""
"2020-09-13 15:24:30 +1000","132983807","Author Fee","Author Fee for sale IVIP39820555","27687659","","2.75","","","","","","-2.75","AudioJungle","","","",""
"2020-09-13 15:24:30 +1000","132983807","Sale","A Soft Piano (Music Standard License)","27687659","IVIP39820555","22.00","","","","","","22.00","AudioJungle","Hong Kong","","Hong Kong",""
"2020-09-13 10:59:13 +1000","132979397","Author Fee","Author Fee for sale IVIP39819345","12415649","","3.00","","","","","","-3.00","AudioJungle","","","",""
"2020-09-13 10:59:13 +1000","132979397","Sale","Army (Music Standard License)","12415649","IVIP39819345","24.00","","2.40","","","","21.60","AudioJungle","United States","Pennsylvania","York","17403"
"2020-09-13 07:02:06 +1000","132974455","Author Fee","Author Fee for sale IVIP39818033","23907001","","3.13","","","","","","-3.13","AudioJungle","","","",""
"2020-09-13 07:02:06 +1000","132974455","Sale","Secret Agent (Music Standard License)","23907001","IVIP39818033","25.00","","2.50","","","","22.50","AudioJungle","United States","Arizona","Tempe","85281"
"2020-09-13 06:39:02 +1000","132973826","Author Fee","Author Fee for sale IVIP39817845","25444379","","2.75","","","","","","-2.75","AudioJungle","","","",""
"2020-09-13 06:39:02 +1000","132973826","Sale","Baking (Music Standard License)","25444379","IVIP39817845","22.00","","","","","","22.00","AudioJungle","Germany","Germany","Hannover","30519"
"2020-09-13 06:30:55 +1000","132973625","Author Fee","Author Fee for sale IVIP39817783","20564153","","3.13","","","","","","-3.13","AudioJungle","","","",""
"2020-09-13 06:30:55 +1000","132973625","Sale","Drama Suspense (Music Standard License)","20564153","IVIP39817783","25.00","","2.50","","","","22.50","AudioJungle","United States","Nevada","Las Vegas","89135"
"2020-09-12 20:26:42 +1000","132953913","Author Fee","Author Fee for sale IVIP39812724","22121849","","4.00","","","","","","-4.00","AudioJungle","","","",""
"2020-09-12 20:26:42 +1000","132953913","Sale","This is Soccer (Music Standard License)","22121849","IVIP39812724","32.00","","","","","","32.00","AudioJungle","Finland","","Helsinki","00120"
"2020-09-12 09:14:32 +1000","132938852","Author Fee","Author Fee for sale IVIP39808975","8763549","","2.75","","","","","","-2.75","AudioJungle","","","",""
"2020-09-12 09:14:32 +1000","132938852","Sale","Epic Beat (Music Standard License)","8763549","IVIP39808975","22.00","","","","","","22.00","AudioJungle","Brazil","São Paulo","São Paulo","01258010"
"2020-09-12 08:20:30 +1000","132937903","Author Fee","Author Fee for sale IVIP39808620","26660696","","2.75","","","","","","-2.75","AudioJungle","","","",""
"2020-09-12 08:20:30 +1000","132937903","Sale","Business Music (Music Standard License)","26660696","IVIP39808620","22.00","","2.20","","","","19.80","AudioJungle","United States","Illinois","Tremont","61568"
"2020-09-12 02:07:02 +1000","132923185","Author Fee","Author Fee for sale IVIP39804278","25743800","","2.75","","","","","","-2.75","AudioJungle","","","",""
"2020-09-12 02:07:02 +1000","132923185","Sale","Funky Groove (Music Standard License)","25743800","IVIP39804278","22.00","","","","","","22.00","AudioJungle","Canada","Alberta","Edmonton","T6C2A7"
"2020-09-12 01:45:14 +1000","132922127","Author Fee","Author Fee for sale IVIP39803957","27545739","","2.50","","","","","","-2.50","AudioJungle","","","",""
"2020-09-12 01:45:14 +1000","132922127","Sale","This Is Latin (Music Standard License)","27545739","IVIP39803957","20.00","","2.00","","","","18.00","AudioJungle","United States","Washington","Seattle","98101"
"2020-09-12 00:39:33 +1000","132918743","Author Fee","Author Fee for sale IVIP39802976","19165703","","2.75","","","","","","-2.75","AudioJungle","","","",""
"2020-09-12 00:39:33 +1000","132918743","Sale","Sad to Exciting (Music Standard License)","19165703","IVIP39802976","22.00","","2.20","","","","19.80","AudioJungle","United States","Florida","Miami","33025"
"2020-09-11 10:15:53 +1000","132887051","Author Fee","Author Fee for sale IVIP39793514","23489502","","2.75","","","","","","-2.75","AudioJungle","","","",""
"2020-09-11 10:15:53 +1000","132887051","Sale","Spiritual (Music Standard License)","23489502","IVIP39793514","22.00","","2.20","","","","19.80","AudioJungle","United States","California","Santa Clarita","91390"
"2020-09-11 01:39:07 +1000","132865645","Author Fee","Author Fee for sale IVIP39787147","16228032","","3.00","","","","","","-3.00","AudioJungle","","","",""
"2020-09-11 01:39:07 +1000","132865645","Sale","Inspiring Piano Instrumental  (Music Standard License)","16228032","IVIP39787147","24.00","","","","","","24.00","AudioJungle","Italy","Italy","Torino","10137"
"2020-09-10 22:24:18 +1000","132854481","Author Fee","Author Fee for sale IVIP39783914","23826112","","3.13","","","","","","-3.13","AudioJungle","","","",""
"2020-09-10 22:24:18 +1000","132854481","Sale","For Industry (Music Standard License)","23826112","IVIP39783914","25.00","","","","","","25.00","AudioJungle","Netherlands","Zuid Holland","Sliedrecht","3361BV"
"2020-09-10 20:09:31 +1000","132848214","Author Fee","Author Fee for sale IVIP39782049","27613168","","2.75","","","","","","-2.75","AudioJungle","","","",""
"2020-09-10 20:09:31 +1000","132848214","Sale","This is Violin (Music Standard License)","27613168","IVIP39782049","22.00","","","","","","22.00","AudioJungle","Belgium","België","Antwerpen","2000"
"2020-09-10 08:13:15 +1000","132823847","Author Fee","Author Fee for sale IVIP39775018","8410051","","1.88","","","","","","-1.88","AudioJungle","","","",""
"2020-09-10 08:13:15 +1000","132823847","Sale","Building Music (Music Standard License)","8410051","IVIP39775018","15.00","","1.50","","","","13.50","AudioJungle","United States","Texas","Austin","78738"
"2020-09-10 01:21:57 +1000","132804071","Author Fee","Author Fee for sale IVIP39769210","24550898","","1.50","","","","","","-1.50","AudioJungle","","","",""
"2020-09-10 01:21:57 +1000","132804071","Sale","Upbeat Funny (Music Standard License)","24550898","IVIP39769210","12.00","","","","","","12.00","AudioJungle","Hong Kong","","Hong Kong",""
"2020-09-10 00:40:36 +1000","132801604","Author Fee","Author Fee for sale IVIP39768451","27546171","","19.38","","","","","","-19.38","AudioJungle","","","",""
"2020-09-10 00:40:36 +1000","132801604","Sale","Latin Pack (Music Broadcast License (1 Million))","27546171","IVIP39768451","155.00","","15.50","","","","139.50","AudioJungle","United States","Maryland","Rockville","20850"
"2020-09-09 23:06:12 +1000","132796054","Author Fee","Author Fee for sale IVIP39766747","28154636","","2.75","","","","","","-2.75","AudioJungle","","","",""
"2020-09-09 23:06:12 +1000","132796054","Sale","Cooking (Music Standard License)","28154636","IVIP39766747","22.00","","","","","","22.00","AudioJungle","China","","Hangzhou",""
"2020-09-09 18:08:05 +1000","132780897","Author Fee","Author Fee for sale IVIP39762291","16115720","","27.75","","","","","","-27.75","AudioJungle","","","",""
"2020-09-09 18:08:05 +1000","132780897","Sale","Simple Piano  (Music Broadcast & Film License)","16115720","IVIP39762291","222.00","","","","","","222.00","AudioJungle","Saudi Arabia","Riyadh","Riyadh","13325"
"2020-09-09 18:08:04 +1000","132780897","Author Fee","Author Fee for sale IVIP39762286","9306062","","27.75","","","","","","-27.75","AudioJungle","","","",""
"2020-09-09 18:08:04 +1000","132780897","Sale","Arabian (Music Broadcast & Film License)","9306062","IVIP39762286","222.00","","","","","","222.00","AudioJungle","Saudi Arabia","Riyadh","Riyadh","13325"
"2020-09-09 16:25:59 +1000","132776437","Author Fee","Author Fee for sale IVIP39760976","15244423","","6.88","","","","","","-6.88","AudioJungle","","","",""
"2020-09-09 16:25:59 +1000","132776437","Sale","Fun Opener (Music Broadcast License (1 Million))","15244423","IVIP39760976","55.00","","","","","","55.00","AudioJungle","Switzerland","Zurich","Zürich","8044"
"2020-09-09 14:53:05 +1000","132773858","Author Fee","Author Fee for sale IVIP39760243","11476739","","4.00","","","","","","-4.00","AudioJungle","","","",""
"2020-09-09 14:53:05 +1000","132773858","Sale","Documentary Movie (Music Standard License)","11476739","IVIP39760243","32.00","","3.20","","","","28.80","AudioJungle","United States","New York","New York","10012"
"2020-09-09 11:48:33 +1000","132769218","Author Fee","Author Fee for sale IVIP39758759","15600213","","4.00","","","","","","-4.00","AudioJungle","","","",""
"2020-09-09 11:48:33 +1000","132769218","Sale","Sadness Piano (Music Standard License)","15600213","IVIP39758759","32.00","","","","","","32.00","AudioJungle","Mexico","Jalisco","Guadalajara","44690"
"2020-09-09 08:46:42 +1000","132764718","Author Fee","Author Fee for sale IVIP39757364","19279551","","2.00","","","","","","-2.00","AudioJungle","","","",""
"2020-09-09 08:46:42 +1000","132764718","Sale","a Soft Music (Music Standard License)","19279551","IVIP39757364","16.00","","1.60","","","","14.40","AudioJungle","United States","Texas","Plano","75093"
"2020-09-09 00:19:22 +1000","132740282","Author Fee","Author Fee for sale IVIP39749910","19290827","","4.00","","","","","","-4.00","AudioJungle","","","",""
"2020-09-09 00:19:22 +1000","132740282","Sale","Sad to Inspiring (Music Standard License)","19290827","IVIP39749910","32.00","","3.20","","","","28.80","AudioJungle","United States","Florida","Orange City","32763"
"2020-09-09 00:08:48 +1000","132739456","Author Fee","Author Fee for sale IVIP39749733","13743396","","3.13","","","","","","-3.13","AudioJungle","","","",""
"2020-09-09 00:08:48 +1000","132739456","Sale","Divine (Music Standard License)","13743396","IVIP39749733","25.00","","2.50","","","","22.50","AudioJungle","United States","Washington","Bellingham","98227"
"2020-09-08 14:39:39 +1000","132712856","Author Fee","Author Fee for sale IVIP39741920","22310301","","2.75","","","","","","-2.75","AudioJungle","","","",""
"2020-09-08 14:39:39 +1000","132712856","Sale","Tricky (Music Standard License)","22310301","IVIP39741920","22.00","","","","","","22.00","AudioJungle","Hong Kong","","HongKong",""
"2020-09-08 07:31:37 +1000","132702273","Author Fee","Author Fee for sale IVIP39738809","13438592","","19.38","","","","","","-19.38","AudioJungle","","","",""
"2020-09-08 07:31:37 +1000","132702273","Sale","Feelgood Song (With Vocals) (Music Broadcast License (1 Million))","13438592","IVIP39738809","155.00","","","","","","155.00","AudioJungle","Spain","Andalusia","GRANADA","18006"
"2020-09-08 06:50:36 +1000","132700741","Author Fee","Author Fee for sale IVIP39738331","16930605","","4.00","","","","","","-4.00","AudioJungle","","","",""
"2020-09-08 06:50:36 +1000","132700741","Sale","Sad Violin (Music Standard License)","16930605","IVIP39738331","32.00","","","","","","32.00","AudioJungle","Russian Federation","","Moscow",""
"2020-09-08 03:31:24 +1000","132692533","Author Fee","Author Fee for sale IVIP39735833","22123166","","2.75","","","","","","-2.75","AudioJungle","","","",""
"2020-09-08 03:31:24 +1000","132692533","Sale","The Sad Documentary (Music Standard License)","22123166","IVIP39735833","22.00","","","","","","22.00","AudioJungle","Canada","Quebec","Montreal","H2A 1N1"
"2020-09-08 03:02:28 +1000","132691298","Author Fee","Author Fee for sale IVIP39735479","27915485","","2.75","","","","","","-2.75","AudioJungle","","","",""
"2020-09-08 03:02:28 +1000","132691298","Sale","Dark (Music Standard License)","27915485","IVIP39735479","22.00","","","","","","22.00","AudioJungle","United Kingdom","","London","WC1X 0AE"
"2020-09-08 02:27:39 +1000","132689601","Author Fee","Author Fee for sale IVIP39735028","21774654","","1.88","","","","","","-1.88","AudioJungle","","","",""
"2020-09-08 02:27:39 +1000","132689601","Sale","This is Army Drums (Music Standard License)","21774654","IVIP39735028","15.00","","","","","","15.00","AudioJungle","Israel","","Tel Aviv",""
"2020-09-08 01:32:25 +1000","132686987","Author Fee","Author Fee for sale IVIP39734275","22128583","","2.75","","","","","","-2.75","AudioJungle","","","",""
"2020-09-08 01:32:25 +1000","132686987","Sale","Intrigue (Music Standard License)","22128583","IVIP39734275","22.00","","","","","","22.00","AudioJungle","Mexico","Jalisco","Guadalajara","44690"
"2020-09-08 00:40:30 +1000","132684118","Author Fee","Author Fee for sale IVIP39733482","21302465","","2.25","","","","","","-2.25","AudioJungle","","","",""
"2020-09-08 00:40:30 +1000","132684118","Sale","Fun Drums (Music Standard License)","21302465","IVIP39733482","18.00","","","","","","18.00","AudioJungle","Czech Republic","","Prague",""
"2020-09-07 22:10:12 +1000","132676005","Author Fee","Author Fee for sale IVIP39731176","23098675","","2.75","","","","","","-2.75","AudioJungle","","","",""
"2020-09-07 22:10:12 +1000","132676005","Sale","Cool Music (Music Standard License)","23098675","IVIP39731176","22.00","","","","","","22.00","AudioJungle","United Kingdom","lanarkshire","Glasgow","G2 4JR"
"2020-09-07 21:17:55 +1000","132673460","Author Fee","Author Fee for sale IVIP39730440","19568577","","5.50","","","","","","-5.50","AudioJungle","","","",""
"2020-09-07 21:17:55 +1000","132673460","Sale","Laid Back Music (Music Broadcast License (1 Million))","19568577","IVIP39730440","44.00","","","","","","44.00","AudioJungle","Australia","New South Wales","Putney","2112"
"2020-09-07 16:47:36 +1000","132661069","Author Fee","Author Fee for sale IVIP39726857","11040791","","4.00","","","","","","-4.00","AudioJungle","","","",""
"2020-09-07 16:47:36 +1000","132661069","Sale","Horror Music (Music Standard License)","11040791","IVIP39726857","32.00","","","","","","32.00","AudioJungle","Taiwan","","Taipei","106"
"2020-09-07 14:02:25 +1000","132656846","Author Fee","Author Fee for sale IVIP39725767","17831661","","4.00","","","","","","-4.00","AudioJungle","","","",""
"2020-09-07 14:02:25 +1000","132656846","Sale","Documentary Background (Music Standard License)","17831661","IVIP39725767","32.00","","3.20","","","","28.80","AudioJungle","United States","Washington","Seattle","98109"
"2020-09-07 09:20:21 +1000","132651489","Author Fee","Author Fee for sale IVIP39724078","19290827","","4.00","","","","","","-4.00","AudioJungle","","","",""
"2020-09-07 09:20:21 +1000","132651489","Sale","Sad to Inspiring (Music Standard License)","19290827","IVIP39724078","32.00","","3.20","","","","28.80","AudioJungle","United States","Pennsylvania","Southampton","18966-4208"
"2020-09-06 18:49:46 +1000","132624840","Author Fee","Author Fee for sale IVIP39717152","27613168","","2.75","","","","","","-2.75","AudioJungle","","","",""
"2020-09-06 18:49:46 +1000","132624840","Sale","This is Violin (Music Standard License)","27613168","IVIP39717152","22.00","","","","","","22.00","AudioJungle","Hong Kong","","Hong Kong","0000"
"2020-09-06 13:07:35 +1000","132618177","Author Fee","Author Fee for sale IVIP39715533","18087943","","1.00","","","","","","-1.00","AudioJungle","","","",""
"2020-09-06 13:07:35 +1000","132618177","Sale","Electronic Background (Music Standard License)","18087943","IVIP39715533","8.00","","","","","","8.00","AudioJungle","Chile","Las Condes","Santiago","7560903"
"2020-09-05 17:09:39 +1000","132587253","Author Fee","Author Fee for sale IVIP39707417","23215395","","3.13","","","","","","-3.13","AudioJungle","","","",""
"2020-09-05 17:09:39 +1000","132587253","Sale","Encourage (Music Standard License)","23215395","IVIP39707417","25.00","","","","","","25.00","AudioJungle","Taiwan","","Taipei","10662"
"2020-09-05 10:00:15 +1000","132579332","Author Fee","Author Fee for sale IVIP39705473","13281080","","3.13","","","","","","-3.13","AudioJungle","","","",""
"2020-09-05 10:00:15 +1000","132579332","Sale","The Headlines (Music Standard License)","13281080","IVIP39705473","25.00","","","","","","25.00","AudioJungle","United Kingdom","","london","E16 2SE"
"2020-09-05 03:26:13 +1000","132566799","Author Fee","Author Fee for sale IVIP39701794","28214603","","2.75","","","","","","-2.75","AudioJungle","","","",""
"2020-09-05 03:26:13 +1000","132566799","Sale","Industry (Music Standard License)","28214603","IVIP39701794","22.00","","","","","","22.00","AudioJungle","Guyana","--","Linden",""
"2020-09-05 03:25:14 +1000","132566746","Author Fee","Author Fee for sale IVIP39701783","9616278","","4.00","","","","","","-4.00","AudioJungle","","","",""
"2020-09-05 03:25:14 +1000","132566746","Sale","Super Hero (Music Standard License)","9616278","IVIP39701783","32.00","","3.20","","","","28.80","AudioJungle","United States","South Carolina","Florence","29501"
"2020-09-05 00:07:35 +1000","132557754","Author Fee","Author Fee for sale IVIP39699081","10096690","","1.50","","","","","","-1.50","AudioJungle","","","",""
"2020-09-05 00:07:35 +1000","132557754","Sale","Uplifting Success (Music Standard License)","10096690","IVIP39699081","12.00","","1.20","","","","10.80","AudioJungle","United States","Texas","Austin","78731"
"2020-09-04 22:38:40 +1000","132553409","Author Fee","Author Fee for sale IVIP39697772","23528888","","2.25","","","","","","-2.25","AudioJungle","","","",""
"2020-09-04 22:38:40 +1000","132553409","Sale","a Detective (Music Standard License)","23528888","IVIP39697772","18.00","","","","","","18.00","AudioJungle","Japan","","osakashi",""
"2020-09-04 17:37:31 +1000","132539533","Author Fee","Author Fee for sale IVIP39693685","16228032","","3.00","","","","","","-3.00","AudioJungle","","","",""
"2020-09-04 17:37:31 +1000","132539533","Sale","Inspiring Piano Instrumental  (Music Standard License)","16228032","IVIP39693685","24.00","","","","","","24.00","AudioJungle","Philippines","Manila","Taft Ave Vito Cruz","1001"
"2020-09-04 16:09:16 +1000","132536565","Author Fee","Author Fee for sale IVIP39692786","15350002","","1.00","","","","","","-1.00","AudioJungle","","","",""
"2020-09-04 16:09:16 +1000","132536565","Sale","Romantic Documentary (Music Standard License)","15350002","IVIP39692786","8.00","","0.80","","","","7.20","AudioJungle","United States","Idaho","Pocatello","83202"
"2020-09-04 14:36:18 +1000","132534387","Author Fee","Author Fee for sale IVIP39692149","25782348","","29.00","","","","","","-29.00","AudioJungle","","","",""
"2020-09-04 14:36:18 +1000","132534387","Sale","From Sad to Inspire (Music Broadcast & Film License)","25782348","IVIP39692149","232.00","","","","","","232.00","AudioJungle","Thailand","BANGKOK","BUENG KUM","10230"
"2020-09-04 13:32:29 +1000","132532854","Author Fee","Author Fee for sale IVIP39691730","18103534","","4.25","","","","","","-4.25","AudioJungle","","","",""
"2020-09-04 13:32:29 +1000","132532854","Sale","Hope Piano (Music Standard License)","18103534","IVIP39691730","34.00","","","","","","34.00","AudioJungle","Australia","Western Australia","Kingsley","6026"
"2020-09-04 06:47:14 +1000","132521730","Author Fee","Author Fee for sale IVIP39688259","21005053","","1.00","","","","","","-1.00","AudioJungle","","","",""
"2020-09-04 06:47:14 +1000","132521730","Sale","Stomp Beat (Music Standard License)","21005053","IVIP39688259","8.00","","","","","","8.00","AudioJungle","Israel","jerusalem","jerusalem","9242615"
"2020-09-04 04:20:37 +1000","132514725","Author Fee","Author Fee for sale IVIP39686386","19290827","","4.00","","","","","","-4.00","AudioJungle","","","",""
"2020-09-04 04:20:37 +1000","132514725","Sale","Sad to Inspiring (Music Standard License)","19290827","IVIP39686386","32.00","","","","","","32.00","AudioJungle","Canada","Alberta","Sherwood Park","T8A 0V7"
"2020-09-03 19:27:37 +1000","132486809","Author Fee","Author Fee for sale IVIP39678044","26408088","","2.75","","","","","","-2.75","AudioJungle","","","",""
"2020-09-03 19:27:37 +1000","132486809","Sale","Building Trailer (Music Standard License)","26408088","IVIP39678044","22.00","","","","","","22.00","AudioJungle","United Kingdom","Beckenham","Beckenham","BR31QZ"
"2020-09-03 18:36:05 +1000","132484321","Author Fee","Author Fee for sale IVIP39677293","16008519","","3.13","","","","","","-3.13","AudioJungle","","","",""
"2020-09-03 18:36:05 +1000","132484321","Sale","Silly (Music Standard License)","16008519","IVIP39677293","25.00","","","","","","25.00","AudioJungle","Korea, Republic of","","Seoul",""
"2020-09-03 08:32:20 +1000","132466679","Author Fee","Author Fee for sale IVIP39672145","21909636","","2.75","","","","","","-2.75","AudioJungle","","","",""
"2020-09-03 08:32:20 +1000","132466679","Sale","The Solution (Music Standard License)","21909636","IVIP39672145","22.00","","2.20","","","","19.80","AudioJungle","United States","Colorado","Denver","80231"
"2020-09-03 05:31:02 +1000","132459657","Author Fee","Author Fee for sale IVIP39670009","27545739","","2.50","","","","","","-2.50","AudioJungle","","","",""
"2020-09-03 05:31:02 +1000","132459657","Sale","This Is Latin (Music Standard License)","27545739","IVIP39670009","20.00","","2.00","","","","18.00","AudioJungle","United States","Oregon","Forest Grive","97116"
"2020-09-03 04:44:15 +1000","132457351","Author Fee","Author Fee for sale IVIP39669285","12421194","","3.13","","","","","","-3.13","AudioJungle","","","",""
"2020-09-03 04:44:15 +1000","132457351","Sale","Latin Music (Music Standard License)","12421194","IVIP39669285","25.00","","2.50","","","","22.50","AudioJungle","United States","Florida","Clermont","34714"
"2020-09-03 04:25:23 +1000","132456417","Author Fee","Author Fee for sale IVIP39669010","23530116","","2.75","","","","","","-2.75","AudioJungle","","","",""
"2020-09-03 04:25:23 +1000","132456417","Sale","Sad to Glad (Music Standard License)","23530116","IVIP39669010","22.00","","","","","","22.00","AudioJungle","United Kingdom","Hampshire","Romsey","so510ne"
"2020-09-03 02:04:54 +1000","132449397","Author Fee","Author Fee for sale IVIP39666809","20564153","","3.13","","","","","","-3.13","AudioJungle","","","",""
"2020-09-03 02:04:54 +1000","132449397","Sale","Drama Suspense (Music Standard License)","20564153","IVIP39666809","25.00","","","","","","25.00","AudioJungle","Thailand","Pathumthani","Mueang Pathum Thani ","12000"
"2020-09-03 01:40:07 +1000","132448032","Author Fee","Author Fee for sale IVIP39666391","13438592","","19.38","","","","","","-19.38","AudioJungle","","","",""
"2020-09-03 01:40:07 +1000","132448032","Sale","Feelgood Song (With Vocals) (Music Broadcast License (1 Million))","13438592","IVIP39666391","155.00","","","","","","155.00","AudioJungle","Korea, Republic of","","SEOUL",""
"2020-09-03 01:03:40 +1000","132445808","Author Fee","Author Fee for sale IVIP39665717","21215576","","4.00","","","","","","-4.00","AudioJungle","","","",""
"2020-09-03 01:03:40 +1000","132445808","Sale","A Sadness Music (Music Standard License)","21215576","IVIP39665717","32.00","","3.20","","","","28.80","AudioJungle","United States","Maryland","Silver Spring","20910"
"2020-09-02 23:31:55 +1000","132440107","Author Fee","Author Fee for sale IVIP39664066","11713071","","4.00","","","","","","-4.00","AudioJungle","","","",""
"2020-09-02 23:31:55 +1000","132440107","Sale","On Hold Music (Music Standard License)","11713071","IVIP39664066","32.00","","3.20","","","","28.80","AudioJungle","United States","Michigan","Niles","49120"
"2020-09-02 22:23:48 +1000","132436640","Author Fee","Author Fee for sale IVIP39663025","19541712","","1.00","","","","","","-1.00","AudioJungle","","","",""
"2020-09-02 22:23:48 +1000","132436640","Sale","Positive Science (Music Standard License)","19541712","IVIP39663025","8.00","","","","","","8.00","AudioJungle","Turkey","beşiktaş","İstanbul","34034"
"2020-09-02 22:06:03 +1000","132435688","Author Fee","Author Fee for sale IVIP39662773","27032343","","2.75","","","","","","-2.75","AudioJungle","","","",""
"2020-09-02 22:06:03 +1000","132435688","Sale","India (Music Standard License)","27032343","IVIP39662773","22.00","","","","","","22.00","AudioJungle","India","Karnataka","Bangalore ","560008"
"2020-09-02 21:20:51 +1000","132433399","Author Fee","Author Fee for sale IVIP39662128","27912169","","5.25","","","","","","-5.25","AudioJungle","","","",""
"2020-09-02 21:20:51 +1000","132433399","Sale","Violin Music Pack  (Music Standard License)","27912169","IVIP39662128","42.00","","","","","","42.00","AudioJungle","Belgium","België","Antwerpen","2000"
"2020-09-02 14:50:17 +1000","132416717","Author Fee","Author Fee for sale IVIP39657545","9618224","","1.88","","","","","","-1.88","AudioJungle","","","",""
"2020-09-02 14:50:17 +1000","132416717","Sale","Club Music (Music Standard License)","9618224","IVIP39657545","15.00","","1.50","","","","13.50","AudioJungle","United States","California","San Diego","92154"
"2020-09-02 03:20:24 +1000","132392778","Author Fee","Author Fee for sale IVIP39650532","25688799","","2.75","","","","","","-2.75","AudioJungle","","","",""
"2020-09-02 03:20:24 +1000","132392778","Sale","Podcast Opening (Music Standard License)","25688799","IVIP39650532","22.00","","","","","","22.00","AudioJungle","Canada","Ontario","Nepean","K2E 1A3"
"2020-09-02 02:52:16 +1000","132391351","Author Fee","Author Fee for sale IVIP39650085","25688799","","2.75","","","","","","-2.75","AudioJungle","","","",""
"2020-09-02 02:52:16 +1000","132391351","Sale","Podcast Opening (Music Standard License)","25688799","IVIP39650085","22.00","","","","","","22.00","AudioJungle","Canada","Ontario","Nepean","K2E 1A3"
"2020-09-02 02:44:20 +1000","132390919","Author Fee","Author Fee for sale IVIP39649939","27511570","","2.75","","","","","","-2.75","AudioJungle","","","",""
"2020-09-02 02:44:20 +1000","132390919","Sale","This is Arabic (Music Standard License)","27511570","IVIP39649939","22.00","","","","","","22.00","AudioJungle","Jordan","Amman ","Amman","00962"
"2020-09-02 02:25:28 +1000","132389900","Author Fee","Author Fee for sale IVIP39649637","21754060","","2.75","","","","","","-2.75","AudioJungle","","","",""
"2020-09-02 02:25:28 +1000","132389900","Sale","The Desert (Music Standard License)","21754060","IVIP39649637","22.00","","","","","","22.00","AudioJungle","Jordan","Amman ","Amman","00962"
"2020-09-01 23:33:21 +1000","132379120","Author Fee","Author Fee for sale IVIP39646607","19290827","","4.00","","","","","","-4.00","AudioJungle","","","",""
