Record Number,CAE Number,Rights Type,Distribution (posted),Usage Narrative,Usage Summary,Un-Notified Flag,Work Title,Amount (performance revenue),Share,Perf Start Date,Perf End Date,Prod Header,Broadcast Region,Production ID,Number of Perfs,Duration,IP1,IP2,IP3,IP4,Tunecode,ISWC,WID,Catalogue Number,Invoice Number,Currency,Works Share Transfer From,Works Share Transfer To,Old Share,New Share,Adjustment Reason
331,00177149937,M,2018071,MTV Dance Primetime (Census),Television, ,Ain't No Man,.16,50,23/11/2017,23/11/2017, ,MTV Dance,,00000001,221,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
332,00177149937,M,2018071,MTV Dance Primetime (Census),Television, ,Ain't No Man,.16,50,21/11/2017,21/11/2017, ,MTV Dance,,00000001,221,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, , , , , , , , 
333,00177149937,M,2018071,Alliance Amazon United Kingdom Permanent Download Service Album,Online, ,All My Love,.0109,33.34,01/05/2017,31/05/2017, , ,,00000001, ,Graham Plato,Kelly Bryan,Nigel Philip Lowis, ,2390402Z,T9000864266,2390402Z, ,435124,GBP, , , , , 
334,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,All My Love,.0086,33.34,01/09/2017,30/09/2017, , ,,00000023, ,Graham Plato,Kelly Bryan,Nigel Philip Lowis, ,2390402Z,T9000864266,2390402Z, ,452722,EUR, , , , , 
335,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,All My Love,.0048,33.34,01/10/2017,31/10/2017, , ,,00000013, ,Graham Plato,Kelly Bryan,Nigel Philip Lowis, ,2390402Z,T9000864266,2390402Z, ,455553,EUR, , , , , 
336,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,All My Love,.0049,33.34,01/11/2017,30/11/2017, , ,,00000013, ,Graham Plato,Kelly Bryan,Nigel Philip Lowis, ,2390402Z,T9000864266,2390402Z, ,455554,EUR, , , , , 
337,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,All My Love,.0043,33.34,01/08/2017,31/08/2017, , ,,00000012, ,Graham Plato,Kelly Bryan,Nigel Philip Lowis, ,2390402Z,T9000864266,2390402Z, ,452721,EUR, , , , , 
338,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,All My Love,.0043,33.34,01/07/2017,31/07/2017, , ,,00000012, ,Graham Plato,Kelly Bryan,Nigel Philip Lowis, ,2390402Z,T9000864266,2390402Z, ,452720,EUR, , , , , 
339,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,All My Love,.0023,33.34,01/12/2017,31/12/2017, , ,,00000006, ,Graham Plato,Kelly Bryan,Nigel Philip Lowis, ,2390402Z,T9000864266,2390402Z, ,455555,EUR, , , , , 
340,00177149937,M,2018071,Alliance Google United Kingdom Permanent Download Service Album,Online, ,All My Love,.0136,33.34,01/10/2017,31/12/2017, , ,,00000001, ,Graham Plato,Kelly Bryan,Nigel Philip Lowis, ,2390402Z,T9000864266,2390402Z, ,455551,EUR, , , , , 
341,00177149937,M,2018071,Alliance Napster United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,All My Love,.0025,33.34,01/10/2016,31/12/2016, , ,,00000011, ,Graham Plato,Kelly Bryan,Nigel Philip Lowis, ,2390402Z,T9000864266,2390402Z, ,446564,EUR, , , , , 
342,00177149937,M,2018071,Alliance Spotify United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,All My Love,.0078,33.34,01/11/2017,30/11/2017, , ,,00000034, ,Graham Plato,Kelly Bryan,Nigel Philip Lowis, ,2390402Z,T9000864266,2390402Z, ,455559,EUR, , , , , 
343,00177149937,M,2018071,Alliance Spotify United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,All My Love,.0104,33.34,01/10/2017,31/10/2017, , ,,00000046, ,Graham Plato,Kelly Bryan,Nigel Philip Lowis, ,2390402Z,T9000864266,2390402Z, ,446079,EUR, , , , , 
344,00177149937,M,2018071,Alliance Amazon United Kingdom Permanent Download Service Album,Online, ,Back In My Life,.0135,50,01/05/2017,31/05/2017, , ,,00000001, ,Joseph Carl Roberts,Nigel Philip Lowis, , ,6829314L,T0101990004,6829314L, ,435124,GBP, , , , , 
345,00177149937,M,2018071,Alliance Amazon United Kingdom Permanent Download Service Album,Online, ,Back In My Life,.0135,50,01/04/2017,30/04/2017, , ,,00000001, ,Joseph Carl Roberts,Nigel Philip Lowis, , ,6829314L,T0101990004,6829314L, ,435122,GBP, , , , , 
346,00177149937,M,2018071,Alliance Amazon United Kingdom Permanent Download Service Album,Online, ,Back In My Life,.054,50,01/06/2017,30/06/2017, , ,,00000004, ,Joseph Carl Roberts,Nigel Philip Lowis, , ,6829314L,T0101990004,6829314L, ,435128,GBP, , , , , 
347,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Back In My Life,.001,50,01/07/2017,31/07/2017, , ,,00000002, ,Joseph Carl Roberts,Nigel Philip Lowis, , ,6829314L,T0101990004,6829314L, ,452720,EUR, , , , , 
348,00177149937,M,2018071,Alliance Napster United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Back In My Life,.0014,50,01/10/2016,31/12/2016, , ,,00000004, ,Joseph Carl Roberts,Nigel Philip Lowis, , ,6829314L,T0101990004,6829314L, ,446564,EUR, , , , , 
349,00177149937,M,2018071,DfE,Media, ,Back In My Life,.34,100,01/01/2018,31/03/2018,Analogy  , ,, ,181,Lowis N,Roberts J, , ,6829314L,T0101990004,6829314L,DFE PRORATA 2017, , , , , , , 
350,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Be My Baby Tonight,.0007,33.33,01/11/2017,30/11/2017, , ,,00000002, ,Graham Plato,Matthew Marsden,Nigel Philip Lowis, ,7888316R, ,7888316R, ,455554,EUR, , , , , 
351,00177149937,M,2018071,Alliance iTunes United Kingdom Permanent Download Service Album,Online, ,Be My Baby Tonight,.0077,33.33,01/10/2017,04/11/2017, , ,,00000001, ,Graham Plato,Matthew Marsden,Nigel Philip Lowis, ,7888316R, ,7888316R, ,455496,GBP, , , , , 
352,00177149937,M,2018071,Alliance Amazon United Kingdom Permanent Download Service Album,Online, ,Can I Put My Trust In You Tonight,.0082,33.34,01/06/2017,30/06/2017, , ,,00000001, ,Graham Plato,Louise Nurding,Nigel Philip Lowis, ,7769854J,T0115200231,7769854J, ,435128,GBP, , , , , 
353,00177149937,M,2018071,Alliance Google Ireland Limited Download / On Demand Streaming Service Single,Online, ,Can I Put My Trust In You Tonight,.0002,33.34,01/07/2017,31/07/2017, , ,,00000001, ,Graham Plato,Louise Nurding,Nigel Philip Lowis, ,7769854J,T0115200231,7769854J, ,452547,EUR, , , , , 
354,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Can I Put My Trust In You Tonight,.0068,33.34,01/08/2017,31/08/2017, , ,,00000019, ,Graham Plato,Louise Nurding,Nigel Philip Lowis, ,7769854J,T0115200231,7769854J, ,452721,EUR, , , , , 
355,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Can I Put My Trust In You Tonight,.0044,33.34,01/11/2017,30/11/2017, , ,,00000012, ,Graham Plato,Louise Nurding,Nigel Philip Lowis, ,7769854J,T0115200231,7769854J, ,455554,EUR, , , , , 
356,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Can I Put My Trust In You Tonight,.0045,33.34,01/12/2017,31/12/2017, , ,,00000012, ,Graham Plato,Louise Nurding,Nigel Philip Lowis, ,7769854J,T0115200231,7769854J, ,455555,EUR, , , , , 
357,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Can I Put My Trust In You Tonight,.0057,33.34,01/09/2017,30/09/2017, , ,,00000015, ,Graham Plato,Louise Nurding,Nigel Philip Lowis, ,7769854J,T0115200231,7769854J, ,452722,EUR, , , , , 
358,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Can I Put My Trust In You Tonight,.0048,33.34,01/10/2017,31/10/2017, , ,,00000013, ,Graham Plato,Louise Nurding,Nigel Philip Lowis, ,7769854J,T0115200231,7769854J, ,455553,EUR, , , , , 
359,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Can I Put My Trust In You Tonight,.0041,33.34,01/07/2017,31/07/2017, , ,,00000011, ,Graham Plato,Louise Nurding,Nigel Philip Lowis, ,7769854J,T0115200231,7769854J, ,452720,EUR, , , , , 
360,00177149937,M,2018071,Alliance Google United Kingdom Permanent Download Service Album,Online, ,Can I Put My Trust In You Tonight,.026,33.34,01/10/2017,31/12/2017, , ,,00000002, ,Graham Plato,Louise Nurding,Nigel Philip Lowis, ,7769854J,T0115200231,7769854J, ,455551,EUR, , , , , 
361,00177149937,M,2018071,Alliance Napster United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Can I Put My Trust In You Tonight,.0003,33.34,01/10/2016,31/12/2016, , ,,00000001, ,Graham Plato,Louise Nurding,Nigel Philip Lowis, ,7769854J,T0115200231,7769854J, ,446564,EUR, , , , , 
362,00177149937,M,2018071,Alliance Spotify United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Can I Put My Trust In You Tonight,.0093,33.34,01/10/2017,31/10/2017, , ,,00000041, ,Graham Plato,Louise Nurding,Nigel Philip Lowis, ,7769854J,T0115200231,7769854J, ,446079,EUR, , , , , 
363,00177149937,M,2018071,Alliance Spotify United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Can I Put My Trust In You Tonight,.0094,33.34,01/11/2017,30/11/2017, , ,,00000041, ,Graham Plato,Louise Nurding,Nigel Philip Lowis, ,7769854J,T0115200231,7769854J, ,455559,EUR, , , , , 
364,00177149937,M,2018071,Alliance iTunes United Kingdom Permanent Download Service Album,Online, ,Can I Put My Trust In You Tonight,.0148,33.34,03/12/2017,30/12/2017, , ,,00000002, ,Graham Plato,Louise Nurding,Nigel Philip Lowis, ,7769854J,T0115200231,7769854J, ,455490,GBP, , , , , 
365,00177149937,M,2018071,Alliance iTunes United Kingdom Permanent Download Service Album,Online, ,Can I Put My Trust In You Tonight,.0075,33.34,01/10/2017,04/11/2017, , ,,00000001, ,Graham Plato,Louise Nurding,Nigel Philip Lowis, ,7769854J,T0115200231,7769854J, ,455496,GBP, , , , , 
366,00177149937,M,2018071,Alliance Amazon United Kingdom Permanent Download Service Album,Online, ,Close To You,.0101,50,01/06/2017,30/06/2017, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,435128,GBP, , , , , 
367,00177149937,M,2018071,Alliance Amazon United Kingdom Permanent Download Service Album,Online, ,Close To You,.0135,50,01/06/2017,30/06/2017, , ,,00000002, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,435128,GBP, , , , , 
368,00177149937,M,2018071,Alliance Amazon United Kingdom Permanent Download Service Album,Online, ,Close To You,.0175,50,01/04/2017,30/04/2017, , ,,00000002, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,435122,GBP, , , , , 
369,00177149937,M,2018071,Alliance Amazon United Kingdom Permanent Download Service Album,Online, ,Close To You,.0087,50,01/05/2017,31/05/2017, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,435124,GBP, , , , , 
370,00177149937,M,2018071,Alliance Amazon United Kingdom Permanent Download Service Album,Online, ,Close To You,.0118,50,01/06/2017,30/06/2017, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,435128,GBP, , , , , 
371,00177149937,M,2018071,Alliance Amazon United Kingdom Permanent Download Service Album,Online, ,Close To You,.0135,50,01/05/2017,31/05/2017, , ,,00000002, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,435124,GBP, , , , , 
372,00177149937,M,2018071,Alliance Amazon United Kingdom Permanent Download Service Album,Online, ,Close To You,.0118,50,01/04/2017,30/04/2017, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,435122,GBP, , , , , 
373,00177149937,M,2018071,Alliance Amazon United Kingdom Permanent Download Service Single,Online, ,Close To You,.0224,50,01/04/2017,30/04/2017, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,435123,GBP, , , , , 
374,00177149937,M,2018071,Alliance Amazon United Kingdom Permanent Download Service Single,Online, ,Close To You,.0224,50,01/04/2017,30/04/2017, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,435123,GBP, , , , , 
375,00177149937,M,2018071,Alliance Amazon United Kingdom Permanent Download Service Single,Online, ,Close To You,.0224,50,01/05/2017,31/05/2017, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,435126,GBP, , , , , 
376,00177149937,M,2018071,Alliance Google Ireland Limited Download / On Demand Streaming Service Single,Online, ,Close To You,.0005,50,01/12/2017,31/12/2017, , ,,00000002, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,455900,EUR, , , , , 
377,00177149937,M,2018071,Alliance Google Ireland Limited Download / On Demand Streaming Service Single,Online, ,Close To You,.0007,50,01/10/2017,31/10/2017, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,455898,EUR, , , , , 
378,00177149937,M,2018071,Alliance Google Ireland Limited Download / On Demand Streaming Service Single,Online, ,Close To You,.0005,50,01/07/2017,31/07/2017, , ,,00000002, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,452547,EUR, , , , , 
379,00177149937,M,2018071,Alliance Google Ireland Limited Download / On Demand Streaming Service Single,Online, ,Close To You,.0005,50,01/12/2017,31/12/2017, , ,,00000002, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,455900,EUR, , , , , 
380,00177149937,M,2018071,Alliance Google Ireland Limited Download / On Demand Streaming Service Single,Online, ,Close To You,.0005,50,01/09/2017,30/09/2017, , ,,00000002, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,452549,EUR, , , , , 
381,00177149937,M,2018071,Alliance Google Ireland Limited Download / On Demand Streaming Service Single,Online, ,Close To You,.0003,50,01/08/2017,31/08/2017, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,452548,EUR, , , , , 
382,00177149937,M,2018071,Alliance Google Ireland Limited Download / On Demand Streaming Service Single,Online, ,Close To You,.0006,50,01/08/2017,31/08/2017, , ,,00000002, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,452548,EUR, , , , , 
383,00177149937,M,2018071,Alliance Google Ireland Limited Download / On Demand Streaming Service Single,Online, ,Close To You,.0003,50,01/10/2017,31/10/2017, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,455898,EUR, , , , , 
384,00177149937,M,2018071,Alliance Google Ireland Limited Download / On Demand Streaming Service Single,Online, ,Close To You,.0003,50,01/11/2017,30/11/2017, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,455899,EUR, , , , , 
385,00177149937,M,2018071,Alliance Google Ireland Limited Download / On Demand Streaming Service Single,Online, ,Close To You,.0007,50,01/11/2017,30/11/2017, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,455899,EUR, , , , , 
386,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Close To You,.0005,50,01/09/2017,30/09/2017, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,452722,EUR, , , , , 
387,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Close To You,.0399,50,01/11/2017,30/11/2017, , ,,00000072, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,455554,EUR, , , , , 
388,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Close To You,.014,50,01/08/2017,31/08/2017, , ,,00000026, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,452721,EUR, , , , , 
389,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Close To You,.0091,50,01/12/2017,31/12/2017, , ,,00000016, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,455555,EUR, , , , , 
390,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Close To You,.0051,50,01/09/2017,30/09/2017, , ,,00000009, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,452722,EUR, , , , , 
391,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Close To You,.0131,50,01/09/2017,30/09/2017, , ,,00000023, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,452722,EUR, , , , , 
392,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Close To You,.008,50,01/12/2017,31/12/2017, , ,,00000014, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,455555,EUR, , , , , 
393,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Close To You,.0087,50,01/10/2017,31/10/2017, , ,,00000016, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,455553,EUR, , , , , 
394,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Close To You,.0131,50,01/12/2017,31/12/2017, , ,,00000023, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,455555,EUR, , , , , 
395,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Close To You,.017,50,01/07/2017,31/07/2017, , ,,00000031, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,452720,EUR, , , , , 
396,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Close To You,.0385,50,01/12/2017,31/12/2017, , ,,00000068, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,455555,EUR, , , , , 
397,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Close To You,.0023,50,01/07/2017,31/07/2017, , ,,00000004, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,452720,EUR, , , , , 
398,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Close To You,.0083,50,01/11/2017,30/11/2017, , ,,00000015, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,455554,EUR, , , , , 
399,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Close To You,.001,50,01/08/2017,31/08/2017, , ,,00000002, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,452721,EUR, , , , , 
400,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Close To You,.0346,50,01/10/2017,31/10/2017, , ,,00000063, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,455553,EUR, , , , , 
401,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Close To You,.0091,50,01/12/2017,31/12/2017, , ,,00000016, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,455555,EUR, , , , , 
402,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Close To You,.0131,50,01/10/2017,31/10/2017, , ,,00000024, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,455553,EUR, , , , , 
403,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Close To You,.0121,50,01/11/2017,30/11/2017, , ,,00000022, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,455554,EUR, , , , , 
404,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Close To You,.0033,50,01/07/2017,31/07/2017, , ,,00000006, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,452720,EUR, , , , , 
405,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Close To You,.0078,50,01/09/2017,30/09/2017, , ,,00000014, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,452722,EUR, , , , , 
406,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Close To You,.0612,50,01/09/2017,30/09/2017, , ,,00000108, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,452722,EUR, , , , , 
407,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Close To You,.0242,50,01/10/2017,31/10/2017, , ,,00000044, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,455553,EUR, , , , , 
408,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Close To You,.0209,50,01/07/2017,31/07/2017, , ,,00000038, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,452720,EUR, , , , , 
409,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Close To You,.0843,50,01/08/2017,31/08/2017, , ,,00000156, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,452721,EUR, , , , , 
410,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Close To You,.0239,50,01/11/2017,30/11/2017, , ,,00000043, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,455554,EUR, , , , , 
411,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Close To You,.0135,50,01/08/2017,31/08/2017, , ,,00000025, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,452721,EUR, , , , , 
412,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Close To You,.0521,50,01/07/2017,31/07/2017, , ,,00000095, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,452720,EUR, , , , , 
413,00177149937,M,2018071,Alliance Google United Kingdom Permanent Download Service Album,Online, ,Close To You,.0172,50,01/07/2017,30/09/2017, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,446082,EUR, , , , , 
414,00177149937,M,2018071,Alliance Google United Kingdom Permanent Download Service Album,Online, ,Close To You,.0949,50,01/10/2017,31/12/2017, , ,,00000005, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,455551,EUR, , , , , 
415,00177149937,M,2018071,Alliance Google United Kingdom Permanent Download Service Album,Online, ,Close To You,.0157,50,01/07/2017,30/09/2017, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,446082,EUR, , , , , 
416,00177149937,M,2018071,Alliance Google United Kingdom Permanent Download Service Album,Online, ,Close To You,.057,50,01/07/2017,30/09/2017, , ,,00000003, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,446082,EUR, , , , , 
417,00177149937,M,2018071,Alliance Google United Kingdom Permanent Download Service Album,Online, ,Close To You,.0406,50,01/07/2017,30/09/2017, , ,,00000002, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,446082,EUR, , , , , 
418,00177149937,M,2018071,Alliance Google United Kingdom Permanent Download Service Album,Online, ,Close To You,.0198,50,01/07/2017,30/09/2017, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,446082,EUR, , , , , 
419,00177149937,M,2018071,Alliance Google United Kingdom Permanent Download Service Single,Online, ,Close To You,.0463,50,01/10/2017,31/12/2017, , ,,00000002, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,455552,EUR, , , , , 
420,00177149937,M,2018071,Alliance Napster United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Close To You,.005,50,01/10/2016,31/12/2016, , ,,00000015, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,446564,EUR, , , , , 
421,00177149937,M,2018071,Alliance Napster United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Close To You,.001,50,01/10/2016,31/12/2016, , ,,00000003, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,446564,EUR, , , , , 
422,00177149937,M,2018071,Alliance Napster United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Close To You,.0004,50,01/10/2016,31/12/2016, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,446564,EUR, , , , , 
423,00177149937,M,2018071,Alliance Napster United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Close To You,.0031,50,01/10/2016,31/12/2016, , ,,00000009, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,446564,EUR, , , , , 
424,00177149937,M,2018071,Alliance Napster United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Close To You,.0072,50,01/10/2016,31/12/2016, , ,,00000021, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,446564,EUR, , , , , 
425,00177149937,M,2018071,Alliance Napster United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Close To You,.0065,50,01/10/2016,31/12/2016, , ,,00000019, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,446564,EUR, , , , , 
426,00177149937,M,2018071,Alliance Napster United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Close To You,.0106,50,01/10/2016,31/12/2016, , ,,00000031, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,446564,EUR, , , , , 
427,00177149937,M,2018071,Alliance Rhapsody United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Close To You,.0012,50,01/10/2016,31/12/2016, , ,,00000003, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,446562,EUR, , , , , 
428,00177149937,M,2018071,Alliance Rhapsody United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Close To You,.0004,50,01/10/2016,31/12/2016, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7118886A,T0112594758,7118886A, ,446562,EUR, , , , , 
