"Period","Period Description","STATEMENT FREQUENCY - 3/6","CLIENT CODE","Payee Code","SONG TITLE","SONG CODE","SCOMPNAM","SOURCE NAME","SOURCE OF INCOME CODE","INCOME TYPE : 01 - 25","PRODUCT / CATALOG NO","INCOME PERIOD - YYMM FROM &YYMM TO","DISTRIBUTION NO.","PERCENT RECEIVED BY SENDER OF MONEY","OUR SHARE - PERCENT RECEIVED BY US","FRACTION RCVD NUMERATOR","FRACTION RCVD DENOMINATOR","AMOUNT RECEIVED","UNITS SOLD","ROYALTY PAYABLE","PERCENTAGE PAYABLE","AT SOURCE RATE","COMPANY CODE","SUB CODE","ROY STMT NOTE NUMBER","Royalty Note","STAT ID, POS 1-2, YY","STAT ID, POS 3-7, 99999","ROYALTY COUNTRY CODE","SOURCE NAME"  
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","MUSIC REPORTS INC.                      ","MU18",48  ,"PANDORA        ",20012003  ,0     ,.133     ,.133     ,0    ,0    ,.01              ,0        ,.01              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",1976   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","MUSIC REPORTS INC.                      ","MU18",48  ,"PANDORA        ",20042006  ,0     ,.000     ,.750     ,0    ,0    ,11.28            ,0        ,8.04             ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3331   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","MUSIC REPORTS INC.                      ","MU18",48  ,"PANDORA        ",20042006  ,0     ,.000     ,.750     ,0    ,0    ,.16              ,0        ,.11              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3331   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","MUSIC REPORTS INC.                      ","MU18",48  ,"PANDORA        ",20042006  ,0     ,.000     ,.750     ,0    ,0    ,.04              ,0        ,.03              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3331   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","MUSIC REPORTS INC.                      ","MU18",48  ,"PANDORA        ",20042006  ,0     ,.000     ,1.500    ,0    ,0    ,.03              ,0        ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3331   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","MUSIC REPORTS INC.                      ","MU18",48  ,"PANDORA        ",20042006  ,0     ,.075     ,.075     ,0    ,0    ,.01              ,0        ,.01              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3331   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","MUSIC REPORTS INC.                      ","MU18",48  ,"PANDORA        ",20042006  ,0     ,.125     ,.125     ,0    ,0    ,.09              ,0        ,.07              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3331   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","MUSIC REPORTS INC.                      ","MU18",48  ,"SOUNDCLOUD     ",16042010  ,0     ,.000     ,.250     ,0    ,0    ,.41              ,0        ,.29              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3679   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","MUSIC REPORTS INC.                      ","MU18",48  ,"SOUNDCLOUD     ",16122006  ,0     ,.000     ,.375     ,0    ,0    ,.40              ,0        ,.29              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3223   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","MUSIC REPORTS INC.                      ","MU18",48  ,"SOUNDCLOUD     ",16122006  ,0     ,.125     ,.125     ,0    ,0    ,.01              ,0        ,.01              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3223   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","MUSIC REPORTS INC.                      ","MU18",48  ,"SOUNDCLOUD     ",17012008  ,0     ,.000     ,.250     ,0    ,0    ,.39              ,0        ,.28              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3305   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","MUSIC REPORTS INC.                      ","MU18",48  ,"SOUNDCLOUD     ",17032005  ,0     ,.000     ,.250     ,0    ,0    ,.36              ,0        ,.26              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3220   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","MUSIC REPORTS INC.                      ","MU18",48  ,"SOUNDCLOUD     ",18042007  ,0     ,.000     ,.250     ,0    ,0    ,.44              ,0        ,.32              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3288   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","MUSIC REPORTS INC.                      ","MU18",48  ,"SOUNDCLOUD     ",20042006  ,0     ,.000     ,.250     ,0    ,0    ,.38              ,0        ,.27              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3294   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","MUSIC REPORTS INC.                      ","MU18",48  ,"TIDAL          ",16091909  ,0     ,.000     ,.125     ,0    ,0    ,.28              ,0        ,.20              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3247   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","MUSIC REPORTS INC.                      ","MU18",48  ,"TIDAL          ",16091909  ,0     ,.000     ,.125     ,0    ,0    ,.03              ,0        ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3247   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","MUSIC REPORTS INC.                      ","MU18",48  ,"TIDAL          ",16091909  ,0     ,.125     ,.125     ,0    ,0    ,.03              ,0        ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3247   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","MUSIC REPORTS INC.                      ","MU18",48  ,"TIDAL          ",17011908  ,0     ,.000     ,.125     ,0    ,0    ,.19              ,0        ,.14              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3245   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","MUSIC REPORTS INC.                      ","MU18",48  ,"TIDAL          ",17011908  ,0     ,.000     ,.125     ,0    ,0    ,.03              ,0        ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3245   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","MUSIC REPORTS INC.                      ","MU18",48  ,"TIDAL          ",17011908  ,0     ,.000     ,.125     ,0    ,0    ,.01              ,0        ,.01              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3245   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","MUSIC REPORTS INC.                      ","MU18",48  ,"TIDAL          ",17011908  ,0     ,.125     ,.125     ,0    ,0    ,.02              ,0        ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3245   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","MUSIC REPORTS INC.                      ","MU18",48  ,"TIDAL          ",20012003  ,0     ,.000     ,.125     ,0    ,0    ,.27              ,0        ,.20              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3290   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","MUSIC REPORTS INC.                      ","MU18",48  ,"TIDAL          ",20012003  ,0     ,.000     ,.125     ,0    ,0    ,.02              ,0        ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3290   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","MUSIC REPORTS INC.                      ","MU18",48  ,"TIDAL          ",20012003  ,0     ,.000     ,.125     ,0    ,0    ,.01              ,0        ,.01              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3290   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","MUSIC REPORTS INC.                      ","MU18",48  ,"TIDAL          ",20012003  ,0     ,.125     ,.125     ,0    ,0    ,.02              ,0        ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3290   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","MUSIC REPORTS INC.                      ","MU18",48  ,"TIDAL - PREMIUM",16091907  ,0     ,.000     ,.125     ,0    ,0    ,.21              ,0        ,.15              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3227   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","MUSIC REPORTS INC.                      ","MU18",48  ,"TIDAL - PREMIUM",16091907  ,0     ,.000     ,.125     ,0    ,0    ,.04              ,0        ,.03              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3227   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","MUSIC REPORTS INC.                      ","MU18",48  ,"TIDAL - PREMIUM",16091907  ,0     ,.125     ,.125     ,0    ,0    ,.02              ,0        ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3227   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","MUSIC REPORTS INC.                      ","MU18",48  ,"TIDAL - PREMIUM",16091910  ,0     ,.000     ,.125     ,0    ,0    ,.27              ,0        ,.20              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3008   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","MUSIC REPORTS INC.                      ","MU18",48  ,"TIDAL - PREMIUM",16091910  ,0     ,.000     ,.125     ,0    ,0    ,.03              ,0        ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3008   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","MUSIC REPORTS INC.                      ","MU18",48  ,"TIDAL - PREMIUM",16091910  ,0     ,.000     ,.125     ,0    ,0    ,.02              ,0        ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3008   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","MUSIC REPORTS INC.                      ","MU18",48  ,"TIDAL - PREMIUM",16091910  ,0     ,.125     ,.125     ,0    ,0    ,.01              ,0        ,.01              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3008   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","MUSIC REPORTS INC.                      ","MU18",48  ,"TIDAL - PREMIUM",16091911  ,0     ,.000     ,.125     ,0    ,0    ,.25              ,0        ,.18              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3181   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","MUSIC REPORTS INC.                      ","MU18",48  ,"TIDAL - PREMIUM",16091911  ,0     ,.000     ,.125     ,0    ,0    ,.03              ,0        ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3181   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","MUSIC REPORTS INC.                      ","MU18",48  ,"TIDAL - PREMIUM",16091911  ,0     ,.125     ,.125     ,0    ,0    ,.02              ,0        ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3181   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","MUSIC REPORTS INC.                      ","MU18",48  ,"TIDAL - PREMIUM",16091912  ,0     ,.000     ,.125     ,0    ,0    ,.26              ,0        ,.19              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3257   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","MUSIC REPORTS INC.                      ","MU18",48  ,"TIDAL - PREMIUM",16091912  ,0     ,.000     ,.125     ,0    ,0    ,.03              ,0        ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3257   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","MUSIC REPORTS INC.                      ","MU18",48  ,"TIDAL - PREMIUM",16091912  ,0     ,.125     ,.125     ,0    ,0    ,.02              ,0        ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3257   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","MUSIC REPORTS INC.                      ","MU18",48  ,"TIKTOK         ",19101912  ,0     ,.000     ,.375     ,0    ,0    ,.05              ,0        ,.04              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3246   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","MUSIC REPORTS INC.                      ","MU18",48  ,"TIKTOK         ",19101912  ,0     ,.125     ,.125     ,0    ,0    ,.01              ,0        ,.01              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3246   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","MUSIC REPORTS INC.                      ","MU18",48  ,"TIKTOK         ",20012003  ,0     ,.000     ,.375     ,0    ,0    ,.05              ,0        ,.04              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3304   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","MUSIC REPORTS INC.                      ","MU18",48  ,"TIKTOK         ",20012003  ,0     ,.000     ,.750     ,0    ,0    ,.07              ,0        ,.05              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3304   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","MUSIC REPORTS INC.                      ","MU18",48  ,"TIKTOK         ",20012003  ,0     ,.075     ,.075     ,0    ,0    ,.01              ,0        ,.01              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3304   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","MUSIC REPORTS INC.                      ","MU18",48  ,"TIKTOK         ",20012003  ,0     ,.125     ,.125     ,0    ,0    ,.01              ,0        ,.01              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3304   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","MUSIC REPORTS INC.                      ","MU18",53  ,"TIKTOK         ",19071909  ,0     ,.125     ,.125     ,0    ,0    ,.01              ,0        ,.01              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3215   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","NCB                                     ","NCB ",1   ,"L00002424      ",20122106  ,0     ,100.000  ,100.000  ,0    ,0    ,.21              ,0        ,.15              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",4009   ,"DENM","DENMARK                                 "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","NCB                                     ","NCB ",1   ,"683376471      ",20072007  ,0     ,100.000  ,100.000  ,0    ,0    ,.09              ,1026     ,.07              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",4009   ,"DENM","DENMARK                                 "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","NCB                                     ","NCB ",1   ,"683376471      ",20082008  ,0     ,100.000  ,100.000  ,0    ,0    ,.08              ,956      ,.06              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",4009   ,"DENM","DENMARK                                 "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","NCB                                     ","NCB ",1   ,"683376471      ",20092009  ,0     ,100.000  ,100.000  ,0    ,0    ,.09              ,1064     ,.07              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",4009   ,"DENM","DENMARK                                 "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","NCB                                     ","NCB ",1   ,"L00002432      ",20122106  ,0     ,100.000  ,100.000  ,0    ,0    ,.08              ,0        ,.06              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",4009   ,"FINL","FINLAND                                 "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","NCB                                     ","NCB ",1   ,"L00002413      ",20122106  ,0     ,100.000  ,100.000  ,0    ,0    ,1.89             ,0        ,1.35             ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",4009   ,"NORW","NORWAY                                  "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","NCB                                     ","NCB ",1   ,"L00002449      ",20122106  ,0     ,100.000  ,100.000  ,0    ,0    ,.26              ,0        ,.19              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",4009   ,"NORW","NORWAY                                  "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","NCB                                     ","NCB ",1   ,"L00002460      ",20122106  ,0     ,100.000  ,100.000  ,0    ,0    ,.41              ,0        ,.29              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",4009   ,"SWED","SWEDEN                                  "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","NCB                                     ","NCB ",1   ,"L00002465      ",20122106  ,0     ,100.000  ,100.000  ,0    ,0    ,.40              ,0        ,.29              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",4009   ,"SWED","SWEDEN                                  "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","NCB                                     ","NCB ",4   ,"L00000006      ",20122106  ,0     ,100.000  ,100.000  ,0    ,0    ,.19              ,0        ,.09              ,50.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",4009   ,"DENM","DENMARK                                 "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","NCB                                     ","NCB ",4   ,"L00000010      ",20122106  ,0     ,100.000  ,100.000  ,0    ,0    ,.05              ,0        ,.03              ,50.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",4009   ,"DENM","DENMARK                                 "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","NCB                                     ","NCB ",4   ,"L00002425      ",20122106  ,0     ,100.000  ,100.000  ,0    ,0    ,.22              ,0        ,.11              ,50.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",4009   ,"DENM","DENMARK                                 "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE (ZEDD REMIX)                                ",978237   ,"BACH/LITTLEMORE/MAYES/SLOAN/STEELE                                              ","NCB                                     ","NCB ",4   ,"683376471      ",20072007  ,0     ,100.000  ,100.000  ,0    ,0    ,.12              ,1026     ,.06              ,50.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",4009   ,"DENM","DENMARK                                 "
