Record Number,CAE Number,Rights Type,Distribution (posted),Usage Narrative,Usage Summary,Un-Notified Flag,Work Title,Amount (performance revenue),Share,Perf Start Date,Perf End Date,Prod Header,Broadcast Region,Production ID,Number of Perfs,Duration,IP1,IP2,IP3,IP4,Tunecode,ISWC,WID,Catalogue Number,Invoice Number,Currency,Works Share Transfer From,Works Share Transfer To,Old Share,New Share,Adjustment Reason
743,00618760530,P,2019121,BBC Radio 1Xtra Non Peak,Radio, ,Jungle,.77,16.68,24/09/2019,24/09/2019, ,BBC 1Xtra,,00000001,187,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
744,00618760530,P,2019121,BBC Radio 1Xtra Non Peak,Radio, ,Jungle,1,16.68,24/09/2019,24/09/2019, ,BBC 1Xtra,,00000001,243,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
745,00618760530,P,2019121,Canadian (SOCAN) General & Broadcasting,Overseas, ,Jungle,.17,16.68,01/10/2018,31/12/2018,APPLE MUSIC BEATS, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
746,00618760530,P,2019121,Canadian (SOCAN) General & Broadcasting,Overseas, ,Jungle,.05,16.68,01/10/2018,31/12/2018,GOOGLEPLAY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
747,00618760530,P,2019121,Canadian (SOCAN) General & Broadcasting,Overseas, ,Jungle,.06,16.68,01/10/2018,31/12/2018,HIP HOP, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
748,00618760530,P,2019121,Canadian (SOCAN) General & Broadcasting,Overseas, ,Jungle,.27,16.68,01/10/2018,31/12/2018,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
749,00618760530,P,2019121,Canadian (SOCAN) General & Broadcasting,Overseas, ,Jungle,.21,16.68,01/10/2018,31/12/2018,YOUTUBE, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
750,00618760530,P,2019121,Croatian (HDS) General & Broadcasting,Overseas, ,Jungle,.01,16.68,01/01/2017,30/06/2017,HRVATSKI RADIO, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
751,00618760530,P,2019121,DJ Events,Disco, ,Jungle,.44,16.68,30/09/2019,30/09/2019,Analogy  ,DJ Events,, ,181,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
752,00618760530,P,2019121,Danish (NCB) Online,Overseas, ,Jungle,.01,16.68,01/06/2019,01/06/2019,NUUDAY A/S, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
753,00618760530,P,2019121,Danish (NCB) Online,Overseas, ,Jungle,.01,16.68,01/03/2019,01/03/2019,NUUDAY A/S, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
754,00618760530,P,2019121,Danish (NCB) Online,Overseas, ,Jungle,.01,16.68,01/04/2019,01/04/2019,NUUDAY A/S, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
755,00618760530,P,2019121,Danish (NCB) Online,Overseas, ,Jungle,.01,16.68,01/05/2019,01/05/2019,NUUDAY A/S, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
756,00618760530,P,2019121,Ecuador (SAYCE) G&B,Overseas, ,Jungle,.01,16.68,01/01/2018,01/04/2018,NAPSTER, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
757,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.04,16.68,27/05/2019,05/07/2019,MOODMEDIA PANEUROPEEN, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
758,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.01,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
759,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.02,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
760,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.01,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
761,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.03,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
762,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.05,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
763,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.01,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
764,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.03,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
765,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,1.96,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
766,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.01,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
767,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.01,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
768,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.05,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
769,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.01,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
770,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.01,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
771,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,2.31,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
772,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,2.2,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
773,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.03,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
774,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.13,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
775,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.01,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
776,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.01,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
777,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.04,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
778,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.01,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
779,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.01,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
780,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.01,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
781,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.02,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
782,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.01,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
783,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.01,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
784,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.01,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
785,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.01,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
786,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.01,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
787,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.04,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
788,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.14,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
789,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.07,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
790,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.07,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
791,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.01,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
792,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.01,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
793,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.01,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
794,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.01,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
795,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.13,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
796,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.01,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
797,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.1,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
798,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.01,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
799,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.09,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
800,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.02,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
801,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.01,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
802,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.01,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
803,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.01,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
804,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.01,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
805,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.04,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
806,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.01,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
807,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.01,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
808,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.04,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
809,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.01,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
810,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.09,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
811,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.01,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
812,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Jungle,.05,16.68,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
813,00618760530,P,2019121,German (GEMA) Private Copying,Overseas, ,Jungle,.21,16.68,01/01/2015,31/12/2015, , ,, ,0,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
814,00618760530,P,2019121,Israeli (ACUM) General & Broadcasting,Overseas, ,Jungle,.14,16.68,01/01/2018,01/12/2018,CABLE TV, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
815,00618760530,P,2019121,Israeli (ACUM) General & Broadcasting,Overseas, ,Jungle,.14,16.68,01/01/2018,01/12/2018,CABLE TV, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
816,00618760530,P,2019121,Israeli (ACUM) General & Broadcasting,Overseas, ,Jungle,.14,16.68,01/01/2018,01/12/2018,CABLE TV, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
817,00618760530,P,2019121,Israeli (ACUM) General & Broadcasting,Overseas, ,Jungle,.1,16.68,01/01/2018,01/12/2018,CABLE TV, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
818,00618760530,P,2019121,Israeli (ACUM) General & Broadcasting,Overseas, ,Jungle,.21,16.68,01/01/2018,01/12/2018,YES SATELLITE, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
819,00618760530,P,2019121,Israeli (ACUM) General & Broadcasting,Overseas, ,Jungle,.15,16.68,01/01/2018,01/12/2018,YES SATELLITE, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
820,00618760530,P,2019121,Israeli (ACUM) General & Broadcasting,Overseas, ,Jungle,.21,16.68,01/01/2018,01/12/2018,YES SATELLITE, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
821,00618760530,P,2019121,Israeli (ACUM) General & Broadcasting,Overseas, ,Jungle,.21,16.68,01/01/2018,01/12/2018,YES SATELLITE, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
822,00618760530,P,2019121,Japanese (JASRAC) Online,Overseas, ,Jungle,.1,16.68,01/04/2018,30/06/2019,YOUTUBE(AD-SUPPORTED1), ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
823,00618760530,P,2019121,Jukeboxes Soundnet,Other Featured Recorded, ,Jungle,.84,16.68,01/09/2019,30/09/2019, ,Jukeboxes Soundnet,,00000347,0,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
824,00618760530,P,2019121,New Zealand General & Broadcasting,Overseas, ,Jungle,.01,16.68,01/01/2019,31/03/2019,BACKGROUND MUSIC NZ-SPOTIFY [A, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
825,00618760530,P,2019121,New Zealand General & Broadcasting,Overseas, ,Jungle,.01,16.68,01/01/2019,31/03/2019,BACKGROUND MUSIC NZ-SPOTIFY [A, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
826,00618760530,P,2019121,New Zealand General & Broadcasting,Overseas, ,Jungle,.01,16.68,01/01/2019,31/03/2019,BACKGROUND MUSIC NZ-SPOTIFY [A, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
827,00618760530,P,2019121,New Zealand General & Broadcasting,Overseas, ,Jungle,.03,16.68,01/01/2019,31/03/2019,NZ BACKGROUND MUSIC SUPPLIER-A, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
828,00618760530,P,2019121,New Zealand Online,Overseas, ,Jungle,.25,16.68,01/01/2019,31/03/2019,STREAMING NZ-SPOTIFY [DISAGGRE, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
829,00618760530,P,2019121,New Zealand Online,Overseas, ,Jungle,.26,16.68,01/01/2019,31/03/2019,STREAMING NZ-SPOTIFY [DISAGGRE, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
830,00618760530,P,2019121,New Zealand Online,Overseas, ,Jungle,.26,16.68,01/01/2019,31/03/2019,STREAMING NZ-SPOTIFY [DISAGGRE, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
831,00618760530,P,2019121,SACEM Tax Refund,Overseas, ,Jungle,.04,16.68,01/02/2014,01/02/2014,DAILYMOTION, ,, ,0,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
832,00618760530,P,2019121,SACEM Tax Refund,Overseas, ,Jungle,.03,16.68,01/02/2014,01/02/2014,DAILYMOTION, ,, ,0,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
833,00618760530,P,2019121,SACEM Tax Refund,Overseas, ,Jungle,.3,16.68,26/02/2019,05/04/2019,ITUNES, ,, ,0,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
834,00618760530,P,2019121,Swedish (STIM) Online,Overseas, ,Jungle,.23,16.68,01/01/2012,31/12/2019,SPOTIFY - BACKGROUND, ,, , ,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
835,00618760530,P,2019121,UK Concerts & Stage Shows (Pre 2018),Concerts, ,Jungle,3.27,16.68,26/09/2017,26/09/2017,Coventry Cathedral  Coventry  Cv1 5ab  , ,7744552330, ,181,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
836,00618760530,P,2019121,UK General Recorded (Shops),General Recorded, ,Jungle,.27,16.68,30/09/2019,30/09/2019,Analogy  ,UK General Recorded (Shops),, ,181,Conlon Robert Patrick,Gowers Alexander John,Manderson Stephen,Stafford Michael James,072134DM,T9054649944,072134DM, , , , , , , , 
837,00618760530,P,2019121,Austrian (AKM) General & Broadcasting,Overseas, ,Just Be Good To Green,.02,3.75,01/01/2016,31/12/2019,SOUNDPORTAL, ,, , ,Harris James Samuel Iii,Hughes Andrew Terence,Lewis Terry Steven,Manderson Stephen Paul,062044BQ,T9112803540,062044BQ, , , , , , , , 
838,00618760530,P,2019121,BBC Radio 1 Low Peak,Radio, ,Just Be Good To Green,1.27,3.75,12/08/2019,12/08/2019, ,BBC Radio 1,,00000001,191,Harris James Samuel Iii,Hughes Andrew Terence,Lewis Terry Steven,Manderson Stephen Paul,062044BQ,T9112803540,062044BQ, , , , , , , , 
839,00618760530,P,2019121,BBC Radioplayer,Online, ,Just Be Good To Green,.01,3.75,31/08/2019,31/08/2019, ,BBC Radioplayer,,00001044,199404,Harris James Samuel Iii,Hughes Andrew Terence,Lewis Terry Steven,Manderson Stephen Paul,062044BQ,T9112803540,062044BQ, , , , , , , , 
840,00618760530,P,2019121,Canadian (SOCAN) General & Broadcasting,Overseas, ,Just Be Good To Green,.01,3.75,01/10/2018,31/12/2018,APPLE MUSIC BEATS, ,, , ,Harris James Samuel Iii,Hughes Andrew Terence,Lewis Terry Steven,Manderson Stephen Paul,062044BQ,T9112803540,062044BQ, , , , , , , , 
