WRITERS,SOURCE,TERRITORY,REVENUE_TYPE,USAGE,SONG_ID,SONG_TITLE,NOTES,CONFIG,SELECTION,UNITS,BEG_PER,End_PER,AMOUNT_RECEIVED,SHARE,ROYALTY_AMT
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","ASCAP","DOMESTIC","ASCAP","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","Use: GN-AM Internet Audio and Music Videos Pandora","","",0,"07/01/2018","09/30/2018",7.127620,.000000,.000000
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","ASCAP","DOMESTIC","ASCAP","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","Use: RD-CO Radio - Country","","",0,"07/01/2018","09/30/2018",.330620,.000000,.000000
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","ASCAP","DOMESTIC","ASCAP","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","Use: GN-IS General - Internet Interactive Self-Representing IHEART FREE","","",0,"07/01/2018","09/30/2018",.623380,.000000,.000000
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","ASCAP","DOMESTIC","ASCAP","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","Use: GN-AM Internet Audio and Music Videos Pandora Plus","","",0,"07/01/2018","09/30/2018",.566550,.000000,.000000
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","ASCAP","DOMESTIC","ASCAP","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","Use: GN-AM Internet Audio and Music Videos Pandora Premium","","",0,"07/01/2018","09/30/2018",.733500,.000000,.000000
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","ASCAP","DOMESTIC","ASCAP","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","Use: GN-IN General - Internet Streaming APPLE SUBSCRIPTION","","",0,"07/01/2018","09/30/2018",1.159710,.000000,.000000
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","ASCAP","DOMESTIC","ASCAP","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","Use: GN-BA General - Background/Foreground TOUCHTUNES","","",0,"07/01/2018","09/30/2018",.125270,.000000,.000000
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","ASCAP","DOMESTIC","ASCAP","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","Use: GN-ML Internet Audio  Music Video  General Entertainment YOUTUBE - AUDIO PERFORMANCES","","",0,"07/01/2018","09/30/2018",.098120,.000000,.000000
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","ASCAP","DOMESTIC","ASCAP","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","Use: GN-BA General - Background/Foreground AMI","","",0,"07/01/2018","09/30/2018",.078040,.000000,.000000
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","ASCAP","DOMESTIC","ASCAP","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","Use: GN-IN General - Internet Streaming APPLE SUBSCRIPTION (FREE TRIAL)","","",0,"07/01/2018","09/30/2018",.064820,.000000,.000000
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","MUSIC REPORTS, INC. - AMAZON.COM","DOMESTIC","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","USMC18010523",128,"11/01/2016","12/31/2018",.110560,15.000000,.016584
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","MUSIC REPORTS, INC. - MIDWEST TAPES","DOMESTIC","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","USMC18051695",2,"06/01/2015","12/31/2018",.008040,15.000000,.001206
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","MUSIC REPORTS, INC. - AMAZON.COM","DOMESTIC","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","",320,"11/01/2016","12/31/2018",.261260,15.000000,.039189
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","MUSIC REPORTS, INC. - AMAZON.COM","DOMESTIC","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","USMC18010923",544,"11/01/2016","12/31/2018",.468220,15.000000,.070233
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","MUSIC REPORTS, INC. - AMAZON.COM","DOMESTIC","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","USMC18051695",2724,"11/01/2016","12/31/2018",2.442940,15.000000,.366441
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","MUSIC REPORTS, INC. - AMAZON.COM","DOMESTIC","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","USMC18010523",60,"11/01/2016","01/31/2019",.088680,15.000000,.013302
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","MUSIC REPORTS, INC. - AMAZON.COM","DOMESTIC","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","",112,"11/01/2016","01/31/2019",.161100,15.000000,.024165
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","MUSIC REPORTS, INC. - AMAZON.COM","DOMESTIC","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","USMC18010923",250,"11/01/2016","01/31/2019",.360180,15.000000,.054027
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","MUSIC REPORTS, INC. - AMAZON.COM","DOMESTIC","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","USMC18051695",876,"11/01/2016","01/31/2019",1.283380,15.000000,.192507
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","MUSIC REPORTS, INC. - PANDORA","DOMESTIC","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","USMC18010923",46,"09/01/2016","12/31/2018",.019840,15.000000,.002976
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","MUSIC REPORTS, INC. - PANDORA","DOMESTIC","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","USMC18051695",6670,"09/01/2016","12/31/2018",2.371200,15.000000,.355680
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","MUSIC REPORTS, INC. - PANDORA","DOMESTIC","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","USMC18010523",38,"09/01/2016","12/31/2018",.014880,15.000000,.002232
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","HFA - CONS. DIG STREAM (SPOTIFY, NAPSTER, RHAPSODY, 7DIGITAL","DOMESTIC","DIGJUKEBOX","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","AMI ENTERTAINMENT  I",53,"07/01/2018","09/30/2018",.138000,15.000000,.020700
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","STIM","SCANDINAVI","DPDFPERST","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","",0,"04/01/2018","06/30/2018",.024248,.000000,.000000
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","STIM","SCANDINAVI","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","",0,"04/01/2018","06/30/2018",.020031,13.670000,.002738
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","PRS","UK","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","Alliance Deezer United Kingdom Limited Download / On Demand Streaming Service Single","","",1,"01/01/2016","12/31/2018",.001524,13.670000,.000208
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","PRS","UK","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","Alliance Amazon United Kingdom Limited Download / On Demand Streaming Service Single","","",5,"01/01/2016","12/31/2018",.003811,13.670000,.000521
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","NCB","SCANDINAVI","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","\\LORETTA LYNN\USMC18051695","","QU0Ka3XIAA",43,"01/01/2018","01/31/2018",.009650,13.670000,.001319
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","NCB","SCANDINAVI","DPDDOWNLD","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","\\CONWAY TWITTY\USMC18051695","","527961526",1,"01/01/2018","01/31/2018",.023589,13.670000,.003225
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","NCB","SCANDINAVI","DPDFPERST","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","\\LORETTA LYNN\USMC18051695","","QU0Ka3XIAA",44,"01/01/2018","01/31/2018",.016083,.000000,.000000
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","HFA - CONS. DIG STREAM (SPOTIFY, NAPSTER, RHAPSODY, 7DIGITAL","DOMESTIC","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","APPLE  INC",15954,"10/01/2018","12/31/2018",3.307500,15.000000,.496125
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","TOUCHTUNES DIGITAL JUKEBOX, INC.","CANADA","DIGJUKEBOX","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","",241,"10/01/2018","12/31/2018",.796500,14.670000,.116847
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","CMRRA - ONLINE DISTRIBUTIONS","CANADA","DPDDOWNLD","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","LORETTA LYNN","F","",1,"10/01/2018","12/31/2018",.031076,14.670000,.004559
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","CMRRA - ONLINE DISTRIBUTIONS","CANADA","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","LORETTA LYNN","F","",1,"10/01/2018","12/31/2018",.000411,14.670000,.000060
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","HFA - CONS. DIG STREAM (SPOTIFY, NAPSTER, RHAPSODY, 7DIGITAL","DOMESTIC","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","RHAPSODY INTERNATION",1740,"07/01/2012","12/31/2015",.941400,15.000000,.141210
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","CMRRA - SPOTIFY CANADA","CANADA","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","LORETTA LYNN","F","",793,"10/01/2018","12/31/2018",.050117,14.670000,.007352
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","AMCOS","AUSTRALIA","DPDDOWNLD","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","Itunes Store","","",4,"10/01/2018","12/31/2018",.118649,13.670000,.016219
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","UMG RECORDINGS, INC.","DOMESTIC","DPDDOWNLD","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","881701582",9,"10/01/2018","12/31/2018",.360000,15.000000,.054000
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","UMG RECORDINGS, INC.","DOMESTIC","DPDDOWNLD","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","60249864201",65,"10/01/2018","12/31/2018",2.670000,15.000000,.400500
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","UMG RECORDINGS, INC.","DOMESTIC","DPDDOWNLD","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","60249884019",100,"10/01/2018","12/31/2018",4.100000,15.000000,.615000
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","UMG RECORDINGS, INC.","DOMESTIC","DPDDOWNLD","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","60252732290",12,"10/01/2018","12/31/2018",.500000,15.000000,.075000
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","UMG RECORDINGS, INC.","DOMESTIC","DPDDOWNLD","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","60249884019",4,"10/01/2018","12/31/2018",.160000,15.000000,.024000
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","UMG RECORDINGS, INC.","DOMESTIC","DPDDOWNLD","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","60249864201",8,"10/01/2018","12/31/2018",.320000,15.000000,.048000
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","UMG RECORDINGS, INC.","DOMESTIC","DPDDOWNLD","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","60249884019",5,"10/01/2018","12/31/2018",.200000,15.000000,.030000
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","UMG RECORDINGS, INC.","DOMESTIC","DPDDOWNLD","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","60252732290",2,"10/01/2018","12/31/2018",.080000,15.000000,.012000
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","UMG RECORDINGS, INC.","DOMESTIC","DPDDOWNLD","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","60249884019",6,"10/01/2018","12/31/2018",.240000,15.000000,.036000
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","UMG RECORDINGS, INC.","DOMESTIC","DPDDOWNLD","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","60252732290",2,"10/01/2018","12/31/2018",.080000,15.000000,.012000
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","UMG RECORDINGS, INC.","DOMESTIC","DPDDOWNLD","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","881122512",70,"10/01/2018","12/31/2018",2.860000,15.000000,.429000
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","UMG RECORDINGS, INC.","DOMESTIC","DPDDOWNLD","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","881122512",41,"10/01/2018","12/31/2018",1.670000,15.000000,.250500
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","UMG RECORDINGS, INC.","DOMESTIC","DPDDOWNLD","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","881122512",17,"10/01/2018","12/31/2018",.700000,15.000000,.105000
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","MUSIC REPORTS, INC. - MIDWEST TAPES","DOMESTIC","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","USMC18051695",2,"10/01/2018","02/28/2019",.005368,15.000000,.000805
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","MUSIC REPORTS, INC. - MIDWEST TAPES","DOMESTIC","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","USMC18010923",6,"06/01/2015","12/31/2018",.021240,15.000000,.003186
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","UMG RECORDINGS, INC.","DOMESTIC","DPDDOWNLD","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","7673259752",11,"10/01/2018","12/31/2018",1.000000,15.000000,.150000
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","UMG RECORDINGS, INC.","DOMESTIC","DPDDOWNLD","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","7673259752",8,"10/01/2018","12/31/2018",.730000,15.000000,.109500
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","MUSIC REPORTS, INC. - MIDWEST TAPES","DOMESTIC","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","USMC18010923",0,"12/01/2014","01/31/2019",.001810,15.000000,.000272
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","MUSIC REPORTS, INC. - MIDWEST TAPES","DOMESTIC","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","USMC18051695",0,"12/01/2014","01/31/2019",.001810,15.000000,.000272
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","MUSIC REPORTS, INC. - MIDWEST TAPES","DOMESTIC","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","USMC18010923",2,"10/01/2018","02/28/2019",.007158,15.000000,.001074
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","CONWAY TWITTY\I Still Believe in Waltzes","F","70387",27,"10/01/2018","12/31/2018",.009718,14.670000,.001426
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","LORETTA LYNN\I Still Believe In Waltzes","F","65458",267,"10/01/2018","12/31/2018",.077988,14.670000,.011441
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","CMRRA - AMAZON DIGITAL SERVICES","CANADA","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","LORETTA LYNN\I Still Believe In Waltzes","F","RB0054LQLQW",282,"10/01/2018","12/31/2018",.041536,14.670000,.006093
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","LORETTA LYNN\I Still Believe In Waltzes","F","56911910",1192,"10/01/2018","12/31/2018",.425043,14.670000,.062354
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","CMRRA - YOUTUBE","CANADA","DIGVIDSTRM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","",291,"10/01/2018","12/31/2018",.010384,14.670000,.001523
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","CMRRA - SPOTIFY CANADA","CANADA","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","LORETTA LYNN","F","",2186,"10/01/2018","12/31/2018",.379722,14.670000,.055705
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","CMRRA - GOOGLE INC. CANADA","CANADA","DPDDOWNLD","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","LORETTA LYNN\I Still Believe In Waltzes","F","201ed0cd1c2fbb873323",1,"10/01/2018","12/31/2018",.031077,14.670000,.004559
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","CMRRA - GOOGLE INC. CANADA","CANADA","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","LORETTA LYNN\I Still Believe In Waltzes","F","3d57073ff8f83df31682",242,"10/01/2018","12/31/2018",.054686,14.670000,.008022
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","CMRRA - GOOGLE INC. CANADA","CANADA","DPDDOWNLD","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","LORETTA LYNN\I Still Believe In Waltzes","T","3f15c98356a9ce57592d",2,"10/01/2018","12/31/2018",.030727,14.670000,.004508
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","CMRRA - GOOGLE INC. CANADA","CANADA","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","LORETTA LYNN\I Still Believe In Waltzes","F","75a8aad9335a61c401c7",95,"10/01/2018","12/31/2018",.021447,14.670000,.003146
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","CMRRA - GOOGLE INC. CANADA","CANADA","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","LORETTA LYNN\I Still Believe In Waltzes","F","5b026847da9e3b0f866e",212,"10/01/2018","12/31/2018",.047740,14.670000,.007003
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","CMRRA - APPLE MUSIC CANADA","CANADA","DPDDOWNLD","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","LORETTA LYNN","F","",7,"10/01/2018","12/31/2018",.208750,14.670000,.030624
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","CMRRA - APPLE MUSIC CANADA","CANADA","DPDDOWNLD","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","LORETTA LYNN","T","65458",25,"10/01/2018","12/31/2018",.305745,14.670000,.044853
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","CMRRA - GOOGLE INC. CANADA","CANADA","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","LORETTA LYNN\I Still Believe In Waltzes","F","e341cc5fbe3f74ad97b5",7,"10/01/2018","12/31/2018",.001572,14.670000,.000231
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","CMRRA - GOOGLE INC. CANADA","CANADA","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","LORETTA LYNN\I Still Believe In Waltzes","F","a5a1db9fab695321e950",45,"10/01/2018","12/31/2018",.010140,14.670000,.001488
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","OSA","CZECHOSLO","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","Zpoistupoovani zaznamu/stream / APPLEMUSIC","","",82,"04/01/2018","06/30/2018",.016250,13.670000,.002221
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","OSA","CZECHOSLO","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","Zpoistupoovani zaznamu/stream / GOOGLEPLAY","","",10,"04/01/2018","06/30/2018",.001283,13.670000,.000175
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","RIGHTSFLOW INC. (VIA GOOGLE)","DOMESTIC","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","Michael Dennis Hughes Johnny MacRae HUGHES M/MACRAE J/MORRISON R HUGHES Bob Morrison  MICHAEL DENNIS/MORRISON  JOHNNY  BOB/MAC RAE","","USMC18010523",8,"02/01/2019","02/28/2019",.005500,15.000000,.000825
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","OSA","CZECHOSLO","MECHANICAL","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","Vyroba a sireni nosicu s hudebnimi dily","","",0,"01/01/2018","03/31/2018",.664552,13.670000,.090844
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","OSA","CZECHOSLO","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","Zpoistupoovani zaznamu/stream / SPOTIFY","","",55,"04/01/2018","06/30/2018",.000855,13.670000,.000117
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","OSA","CZECHOSLO","MECHANICAL","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","Vyroba a sireni nosicu s hudebnimi dily","","",0,"04/01/2018","06/30/2018",.156944,13.670000,.021454
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","OSA","CZECHOSLO","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","Zpoistupoovani zaznamu/stream / APPLEMUSIC","","",21,"01/01/2018","03/31/2018",.005132,13.670000,.000702
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","OSA","CZECHOSLO","FORPERFORM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","Internet  mobilni a obdobné sitì - stahovani / ITUNES","","",0,"04/01/2018","06/30/2018",.002138,.000000,.000000
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","PEERMUSIC - SE ASIA","HONGKONG","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","APPLE MUSIC INDONESIA 2017Q4","","",7,"07/01/2018","12/31/2018",.002392,15.185000,.000363
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","PEERMUSIC - SE ASIA","HONGKONG","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","APPLE MUSIC INDONESIA 2017Q3","","",11,"07/01/2018","12/31/2018",.003588,15.185000,.000545
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","MUSIC REPORTS, INC. - AMAZON.COM","DOMESTIC","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","USMC18010523",20,"12/01/2012","12/31/2018",.000960,15.000000,.000144
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","MUSIC REPORTS, INC. - AMAZON.COM","DOMESTIC","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","USMC18051695",196,"10/01/2018","01/31/2019",.007940,15.000000,.001191
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","MUSIC REPORTS, INC. - AMAZON.COM","DOMESTIC","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","USMC18010923",92,"10/01/2018","01/31/2019",.003340,15.000000,.000501
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","MUSIC REPORTS, INC. - AMAZON.COM","DOMESTIC","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","",24,"10/01/2018","01/31/2019",.001220,15.000000,.000183
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","MUSIC REPORTS, INC. - AMAZON.COM","DOMESTIC","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","USMC18010523",8,"10/01/2018","01/31/2019",.000400,15.000000,.000060
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","MUSIC REPORTS, INC. - AMAZON.COM","DOMESTIC","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","",166,"12/01/2012","12/31/2018",.009720,15.000000,.001458
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","MUSIC REPORTS, INC. - AMAZON.COM","DOMESTIC","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","USMC18010923",246,"12/01/2012","12/31/2018",.013720,15.000000,.002058
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","MUSIC REPORTS, INC. - DEEZER","DOMESTIC","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","USMC18010923",2,"11/01/2014","02/28/2019",.004380,15.000000,.000657
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","MUSIC REPORTS, INC. - DEEZER","DOMESTIC","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","USMC18051695",0,"11/01/2014","02/28/2019",.001340,15.000000,.000201
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","MUSIC REPORTS, INC. - AMAZON.COM","DOMESTIC","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","USMC18051695",692,"12/01/2012","12/31/2018",.039700,15.000000,.005955
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","RIGHTSFLOW INC. (VIA GOOGLE)","DOMESTIC","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","Michael Dennis Hughes Johnny MacRae HUGHES M/MACRAE J/MORRISON R HUGHES Bob Morrison  MICHAEL DENNIS/MORRISON  JOHNNY  BOB/MAC RAE","","USMC18010523",11,"12/01/2018","12/31/2018",.005600,15.000000,.000840
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","RIGHTSFLOW INC. (VIA GOOGLE)","DOMESTIC","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","Michael Dennis Hughes Johnny MacRae HUGHES M/MACRAE J/MORRISON R HUGHES Bob Morrison  MICHAEL DENNIS/MORRISON  JOHNNY  BOB/MAC RAE","","USMC18010523",7,"01/01/2019","01/31/2019",.004333,15.000000,.000650
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","MUSIC REPORTS, INC. - PANDORA","DOMESTIC","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","USMC18010923",14,"10/01/2016","02/28/2019",.008640,15.000000,.001296
"MICHAEL HUGHES\FRED MACRAE\BOB MORRISON","MUSIC REPORTS, INC. - PANDORA","DOMESTIC","DPDSTREAM","","ISTILLBELI03","I STILL BELIEVE IN WALTZES","","","USMC18051695",2294,"10/01/2016","02/28/2019",1.249820,15.000000,.187473
