SESAC QUARTERLY Royalty Statement: 2020/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Affiliate Name: JACOB LEE SOOTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Affiliate No: 483800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distribution Period: April 2020 - June 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Distribution Date: September 30, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,Qtr,Song #,Song Title,%Shares,Production Title,Episode Title,Episode Number,Perf/Air Date,Network,Establishment/Source,Album Title,Artist,Payment Type,Chart,Position,Pay #,Synd,Strip,End Air Dt,Medium,Coverage,Pay Code,Day Part,Perf Category,Perf Type,Perf Duration,Performance,Occur,Society Abbrv,Society Country,Earnings
2020,2,14086672,THE INVOCATION,0.1666,,,,,,AMAZON PRIME,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,6609,,SESAC,USA,0.00702
2020,2,14086672,THE INVOCATION,0.1666,,,,,,APPLE MUSIC,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,6609,,SESAC,USA,0.08
2020,2,14086672,THE INVOCATION,0.1666,,,,,,SPOTIFY,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,6609,,SESAC,USA,0.07
2020,2,14086672,THE INVOCATION,0.1666,,,,,,TIDAL,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,6609,,SESAC,USA,0.0015
2020,2,54602076,I WILL FOLLOW,1,,,,,,NAPSTER,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,21,,SESAC,USA,0.00125
2020,2,54602076,I WILL FOLLOW,1,,,,,,SLACKER,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,5,,SESAC,USA,0.000571
2020,2,54602076,I WILL FOLLOW,1,,,,,,SLACKER,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,2,,SESAC,USA,0.000218
2020,2,54602076,I WILL FOLLOW,1,,,,,,PLAYNETWORK,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,1,,SESAC,USA,0.00272
2020,2,54602076,I WILL FOLLOW,1,,,,,,AMI,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,3,,SESAC,USA,0.01
2020,2,54602076,I WILL FOLLOW,1,,,,,BDS,,,VERTICAL CHURCH BAND, , ,0,0, ,,,General, ,0,,MONITORED RADIO,,,24,,SESAC,USA,13.44
2020,2,54602076,I WILL FOLLOW,1,,,,,BDS,,,VERTICAL WORSHIP, , ,0,0, ,,,General, ,0,,MONITORED RADIO,,,3,,SESAC,USA,0.8
2020,2,54602076,I WILL FOLLOW,1,,,,,BDS,,,JON GUERRA, , ,0,0, ,,,General, ,0,,MONITORED RADIO,,,43,,SESAC,USA,8.61
2020,2,54602076,I WILL FOLLOW,1,,,,,BDS,,,JON GUERRA, , ,0,0, ,,,General, ,0,,MONITORED RADIO,,,1,,SESAC,USA,0.01
2020,2,54602076,I WILL FOLLOW,1,,,,,BDS,,,VERTICAL WORSHIP, , ,0,0, ,,,General, ,0,,MONITORED RADIO,,,2,,SESAC,USA,0.72
2020,2,54602076,I WILL FOLLOW,1,,,,,BDS,,,JON GUERRA, , ,0,0, ,,,General, ,0,,MONITORED RADIO,,,3,,SESAC,USA,0.83
2020,2,54602076,I WILL FOLLOW,1,,,,,,,,, , ,0,0, ,,,General, ,0,,INTERNATIONAL,F,,,,OSA,CZECH REPUBLIC,0.00091874
2020,2,54602076,I WILL FOLLOW,1,,,,,,SPOTIFY,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,49103,,SESAC,USA,3.53
2020,2,54432665,WON MY HEART,0.1667,,,,,,SLACKER,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,1,,SESAC,USA,0.0000272
2020,2,54432665,WON MY HEART,0.1667,,,,,,NAPSTER,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,37,,SESAC,USA,0.000381
2020,2,54432665,WON MY HEART,0.1667,,,,,,TIDAL,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,44663,,SESAC,USA,0.01
2020,2,58567699,BE CROWNED,0.125,,,,,,STREAMING NZ-APPLE MUSIC [DISA,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,APRA,AUSTRALIA,0.07004397
2020,2,57177334,SPIRIT OF THE LIVING GOD,1,,,,,BDS,,,VERTICAL WORSHIP, , ,0,0, ,,,General, ,0,,MONITORED RADIO,,,8,,SESAC,USA,1.59
2020,2,57177334,SPIRIT OF THE LIVING GOD,1,,,,,BDS,,,MEREDITH ANDREWS, , ,0,0, ,,,General, ,0,,MONITORED RADIO,,,18,,SESAC,USA,2.67
2020,2,57177334,SPIRIT OF THE LIVING GOD,1,,,,,,CCS,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,103,,SESAC,USA,1.19
2020,2,690354943,HOW BEAUTIFUL YOUR GRACE,0.125,,,,,,Spotify,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.01179828
2020,2,690354943,HOW BEAUTIFUL YOUR GRACE,0.125,,,,,,PLATAFORMAS DIG,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,SAYCO,COLOMBIA,0.00080508
2020,2,690354943,HOW BEAUTIFUL YOUR GRACE,0.125,,,,,,SPOTIFY,,, , ,0,0, ,,,Streaming On-Demand, ,0,,INTERNATIONAL,F,,,,SOCAN,CANADA,0.07631617
2020,2,690354943,HOW BEAUTIFUL YOUR GRACE,0.125,,,,,,APPLE MUSIC  BEATS,,, , ,0,0, ,,,Streaming On-Demand, ,0,,INTERNATIONAL,F,,,,SOCAN,CANADA,0.05766111
2020,2,690354943,HOW BEAUTIFUL YOUR GRACE,0.125,,,,,,GOOGLEPLAY,,, , ,0,0, ,,,Streaming On-Demand, ,0,,INTERNATIONAL,F,,,,SOCAN,CANADA,0.01113357
2020,2,690354943,HOW BEAUTIFUL YOUR GRACE,0.125,,,,,,ITUNES SINGAPORE - SONY 201806,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,CASH,HONG KONG,0.00109443
2020,2,689645116,THRONE ROOM,0.125,,,,,,YOUTUBE,,, , ,0,0, ,,,Streaming On-Demand, ,0,,INTERNATIONAL,F,,,,SOCAN,CANADA,0.1045925
2020,2,689645116,THRONE ROOM,0.125,,,,,,CHVNFM,,, , ,0,0, ,,,Radio, ,0,,INTERNATIONAL,F,,,,SOCAN,CANADA,3.06744558
2020,2,689645116,THRONE ROOM,0.125,,,,,,CJGYFM,,, , ,0,0, ,,,Radio, ,0,,INTERNATIONAL,F,,,,SOCAN,CANADA,0.90887277
2020,2,689645116,THRONE ROOM,0.125,,,,,,CJRPFM,,, , ,0,0, ,,,Radio, ,0,,INTERNATIONAL,F,,,,SOCAN,CANADA,0.30295759
2020,2,689645116,THRONE ROOM,0.125,,,,,,CJYEAM,,, , ,0,0, ,,,Radio, ,0,,INTERNATIONAL,F,,,,SOCAN,CANADA,0.30295759
2020,2,689645116,THRONE ROOM,0.125,,,,,,APPLE MUSIC  BEATS,,, , ,0,0, ,,,Streaming On-Demand, ,0,,INTERNATIONAL,F,,,,SOCAN,CANADA,0.96657897
2020,2,689645116,THRONE ROOM,0.125,,,,,,GOOGLEPLAY,,, , ,0,0, ,,,Streaming On-Demand, ,0,,INTERNATIONAL,F,,,,SOCAN,CANADA,0.16590535
2020,2,689645116,THRONE ROOM,0.125,,,,,,CHICFM,,, , ,0,0, ,,,Radio, ,0,,INTERNATIONAL,F,,,,SOCAN,CANADA,0.30295759
2020,2,689645116,THRONE ROOM,0.125,,,,,,CHRIFM,,, , ,0,0, ,,,Radio, ,0,,INTERNATIONAL,F,,,,SOCAN,CANADA,0.30295759
2020,2,689645116,THRONE ROOM,0.125,,,,,,NZC - LIFE FM,,, , ,0,0, ,,,Radio, ,0,,INTERNATIONAL,F,,,,APRA,AUSTRALIA,0.03912842
2020,2,689645116,THRONE ROOM,0.125,,,,,,STREAMING NZ-SPOTIFY [DISAGGRE,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,APRA,AUSTRALIA,0.83567119
2020,2,689645116,THRONE ROOM,0.125,,,,,,BACKGROUND MUSIC NZ-SPOTIFY [A,,, , ,0,0, ,,,Other, ,0,,INTERNATIONAL,F,,,,APRA,AUSTRALIA,0.08943638
2020,2,689645116,THRONE ROOM,0.125,,,,,,STREAMING AU-APPLE MUSIC [DISA,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,APRA,AUSTRALIA,0.38232335
2020,2,689645116,THRONE ROOM,0.125,,,,,,ONLINE AU-FACEBOOK [ANALOGOUS],,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,APRA,AUSTRALIA,0.12257695
2020,2,689645116,THRONE ROOM,0.125,,,,,,STREAMING AU-SPOTIFY [DISAGGRE,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,APRA,AUSTRALIA,0.74713571
2020,2,689645116,THRONE ROOM,0.125,,,,,,BACKGROUND MUSIC AU-APPLE [ANA,,, , ,0,0, ,,,Other, ,0,,INTERNATIONAL,F,,,,APRA,AUSTRALIA,0.02042949
2020,2,689645116,THRONE ROOM,0.125,,,,,BDS,,,KIM WALKER-SMITH, , ,0,0, ,,,General, ,0,,MONITORED RADIO,,,239,,SESAC,USA,9.41
2020,2,689645116,THRONE ROOM,0.125,,,,,BDS,,,KIM WALKER-SMITH, , ,0,0, ,,,General, ,0,,MONITORED RADIO,,,76,,SESAC,USA,2.88
2020,2,689645116,THRONE ROOM,0.125,,,,,,SPOTIFY,,, , ,0,0, ,,,Streaming On-Demand, ,0,,INTERNATIONAL,F,,,,SOCAN,CANADA,1.24609341
2020,2,689645116,THRONE ROOM,0.125,,,,,,CKQVFM,,, , ,0,0, ,,,Radio, ,0,,INTERNATIONAL,F,,,,SOCAN,CANADA,1.17035402
2020,2,689645116,THRONE ROOM,0.125,,,,,,SPIRIT FM RADIO,,, , ,0,0, ,,,Radio, ,0,,INTERNATIONAL,F,,,,IMRO,IRELAND,0.09568627
2020,2,690674727,GREATER THINGS,0.1667,,,,,,DIGITAL MEDIA - AV,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,2,,SESAC,USA,0.000626
2020,2,690674727,GREATER THINGS,0.1667,,,,,,NAPSTER,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,1271,,SESAC,USA,0.01
2020,2,690674727,GREATER THINGS,0.1667,,,,,BDS,,,MACK BROCK, , ,0,0, ,,,General, ,0,,MONITORED RADIO,,,1447,,SESAC,USA,47.09
2020,2,690674727,GREATER THINGS,0.1667,,,,,,CCS,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,4229,,SESAC,USA,8.2
2020,2,690674727,GREATER THINGS,0.1667,,,,,,PANDORA,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,116411,,SESAC,USA,3.73
2020,2,690674727,GREATER THINGS,0.1667,,,,,,INTERNET RADIO,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,129498,,SESAC,USA,4.71
2020,2,690674727,GREATER THINGS,0.1667,,,,,,SLACKER,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,1217,,SESAC,USA,0.02
2020,2,693697807,FAITH AND WONDER,0.1,,,,,,PANDORA,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,51591,,SESAC,USA,0.99
2020,2,690760428,STRENGTH OF MY LIFE,0.125,,,,,,YOUTUBE,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,18081,,SESAC,USA,0.03
2020,2,690760428,STRENGTH OF MY LIFE,0.125,,,,,,NAPSTER,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,79,,SESAC,USA,0.000598
2020,2,690760428,STRENGTH OF MY LIFE,0.125,,,,,,SLACKER,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,3,,SESAC,USA,0.0000544
2020,2,690760428,STRENGTH OF MY LIFE,0.125,,,,,,SPOTIFY,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,70407,,SESAC,USA,0.63
2020,2,690760428,STRENGTH OF MY LIFE,0.125,,,,,,TIDAL,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,70407,,SESAC,USA,0.01
2020,2,690354943,HOW BEAUTIFUL YOUR GRACE,0.125,,,,,,AMAZON PRIME,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,37295,,SESAC,USA,0.02
2020,2,690354943,HOW BEAUTIFUL YOUR GRACE,0.125,,,,,,SLACKER,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,9,,SESAC,USA,0.000136
2020,2,690354943,HOW BEAUTIFUL YOUR GRACE,0.125,,,,,,NAPSTER,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,73,,SESAC,USA,0.000544
2020,2,690354943,HOW BEAUTIFUL YOUR GRACE,0.125,,,,,,Spotify,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.02359655
2020,2,690354943,HOW BEAUTIFUL YOUR GRACE,0.125,,,,,,SPOTIFY,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,37295,,SESAC,USA,0.33
2020,2,690354943,HOW BEAUTIFUL YOUR GRACE,0.125,,,,,,Spotify,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.03539483
2020,2,690354943,HOW BEAUTIFUL YOUR GRACE,0.125,,,,,,APPLE MUSIC,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,37295,,SESAC,USA,0.36
2020,2,690354943,HOW BEAUTIFUL YOUR GRACE,0.125,,,,,,Spotify,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.01179828
2020,2,690354943,HOW BEAUTIFUL YOUR GRACE,0.125,,,,,,PANDORA,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,6345,,SESAC,USA,0.15
2020,2,690354943,HOW BEAUTIFUL YOUR GRACE,0.125,,,,,,TIDAL,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,37295,,SESAC,USA,0.00634
2020,2,688892816,COME (HOLY SPIRIT),0.125,,,,,,STREAMING NZ-SPOTIFY [DISAGGRE,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,APRA,AUSTRALIA,0.18725742
2020,2,688892816,COME (HOLY SPIRIT),0.125,,,,,,Spotify,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,1.01009334
2020,2,688892816,COME (HOLY SPIRIT),0.125,,,,,,Spotify,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.28025711
2020,2,688892816,COME (HOLY SPIRIT),0.125,,,,,,Spotify,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.5196434
2020,2,688892816,COME (HOLY SPIRIT),0.125,,,,,,Apple Music,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.10509642
2020,2,688892816,COME (HOLY SPIRIT),0.125,,,,,,Spotify,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.04719311
2020,2,688892816,COME (HOLY SPIRIT),0.125,,,,,,Spotify,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.08258794
2020,2,688892816,COME (HOLY SPIRIT),0.125,,,,,,Spotify,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.0583869
2020,2,689141553,NEVER GONNA LET ME GO (LET ME GO),0.1667,,,,,,ONLINE AU-FACEBOOK [ANALOGOUS],,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,APRA,AUSTRALIA,0.03502199
2020,2,12852806,LET IT ECHO HEAVEN FALL,0.1666,,,,,,Spotify,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.05899138
2020,2,12852806,LET IT ECHO HEAVEN FALL,0.1666,,,,,,Spotify,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.05899138
2020,2,12852806,LET IT ECHO HEAVEN FALL,0.1666,,,,,,Spotify,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.02359655
2020,2,12852806,LET IT ECHO HEAVEN FALL,0.1666,,,,,,Spotify,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.04719311
2020,2,12852806,LET IT ECHO HEAVEN FALL,0.1666,,,,,,Apple Music,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.39703091
2020,2,12852806,LET IT ECHO HEAVEN FALL,0.1666,,,,,,Stingray Music USA,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.01167738
2020,2,12852806,LET IT ECHO HEAVEN FALL,0.1666,,,,,,iTunes,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.01167738
2020,2,689141553,NEVER GONNA LET ME GO (LET ME GO),0.1667,,,,,,STREAMING AU-GOOGLE PLAY [DISA,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,APRA,AUSTRALIA,0.11673996
2020,2,689141553,NEVER GONNA LET ME GO (LET ME GO),0.1667,,,,,,STREAMING AU-SPOTIFY [DISAGGRE,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,APRA,AUSTRALIA,0.71211373
2020,2,689141553,NEVER GONNA LET ME GO (LET ME GO),0.1667,,,,,,BACKGROUND MUSIC AU-SPOTIFY [A,,, , ,0,0, ,,,Other, ,0,,INTERNATIONAL,F,,,,APRA,AUSTRALIA,0.08755497
2020,2,689141553,NEVER GONNA LET ME GO (LET ME GO),0.1667,,,,,,PLATAFORMAS DIG,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,SAYCO,COLOMBIA,0.00139363
2020,2,689141553,NEVER GONNA LET ME GO (LET ME GO),0.1667,,,,,,RADIO  MANANTIA,,, , ,0,0, ,,,Radio, ,0,,INTERNATIONAL,F,,,,SAYCO,COLOMBIA,0.00237094
2020,2,689141553,NEVER GONNA LET ME GO (LET ME GO),0.1667,,,,,,PANDORA,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,2,,SESAC,USA,0.000051
2020,2,12852806,LET IT ECHO HEAVEN FALL,0.1666,,,,,,SPOTIFY,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,191028,,SESAC,USA,2.29
2020,2,12852806,LET IT ECHO HEAVEN FALL,0.1666,,,,,,APPLE MUSIC,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,191028,,SESAC,USA,2.49
2020,2,12852806,LET IT ECHO HEAVEN FALL,0.1666,,,,,,AMAZON PRIME,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,191028,,SESAC,USA,0.2
2020,2,12852806,LET IT ECHO HEAVEN FALL,0.1666,,,,,,TIDAL,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,191028,,SESAC,USA,0.04
2020,2,12852806,LET IT ECHO HEAVEN FALL,0.1666,,,,,,YOUTUBE,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,2332,,SESAC,USA,0.0068
2020,2,12852806,LET IT ECHO HEAVEN FALL,0.1666,,,,,,NAPSTER,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,258,,SESAC,USA,0.00256
2020,2,12852806,LET IT ECHO HEAVEN FALL,0.1666,,,,,,SLACKER,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,71,,SESAC,USA,0.00133
2020,2,689141553,NEVER GONNA LET ME GO (LET ME GO),0.1667,,,,,,,,, , ,0,0, ,,,Radio, ,0,,INTERNATIONAL,F,,,,IMRO,IRELAND,0.09813976
2020,2,12852806,LET IT ECHO HEAVEN FALL,0.1666,,,,,,PANDORA,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,99829,,SESAC,USA,3.19
2020,2,689141553,NEVER GONNA LET ME GO (LET ME GO),0.1667,,,,,,PLATAFORMAS DIG,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,SAYCO,COLOMBIA,0.05348351
2020,2,12852806,LET IT ECHO HEAVEN FALL,0.1666,,,,,,Spotify,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,2.02018669
2020,2,12852806,LET IT ECHO HEAVEN FALL,0.1666,,,,,,Stingray Music USA,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.02335476
2020,2,12852806,LET IT ECHO HEAVEN FALL,0.1666,,,,,,Spotify,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.31528925
2020,2,12852806,LET IT ECHO HEAVEN FALL,0.1666,,,,,,Now (That's What I Call) Music,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.02335476
2020,2,12852806,LET IT ECHO HEAVEN FALL,0.1666,,,,,,Spotify,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,1.38960818
2020,2,12852806,LET IT ECHO HEAVEN FALL,0.1666,,,,,,Spotify,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,3.59663295
2020,2,12852806,LET IT ECHO HEAVEN FALL,0.1666,,,,,,Spotify,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.03503214
2020,2,12852806,LET IT ECHO HEAVEN FALL,0.1666,,,,,,iTunes,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.01179828
2020,2,12852806,LET IT ECHO HEAVEN FALL,0.1666,,,,,,Napster,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.01179828
2020,2,12852806,LET IT ECHO HEAVEN FALL,0.1666,,,,,,Spotify,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.02359655
2020,2,12852806,LET IT ECHO HEAVEN FALL,0.1666,,,,,,Spotify,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.03539483
2020,2,689141553,NEVER GONNA LET ME GO (LET ME GO),0.1667,,,,,,GOOGLE INC,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,SAYCO,COLOMBIA,0.0001181
2020,2,689141553,NEVER GONNA LET ME GO (LET ME GO),0.1667,,,,,,BACKGROUND MUSIC NZ-SPOTIFY [A,,, , ,0,0, ,,,Other, ,0,,INTERNATIONAL,F,,,,APRA,AUSTRALIA,0.0223591
2020,2,689141553,NEVER GONNA LET ME GO (LET ME GO),0.1667,,,,,,STREAMING NZ-SPOTIFY [DISAGGRE,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,APRA,AUSTRALIA,0.43600236
2020,2,689141553,NEVER GONNA LET ME GO (LET ME GO),0.1667,,,,,,AUSTRALIAN PUBLIC RADIO (RHEMA,,, , ,0,0, ,,,Radio, ,0,,INTERNATIONAL,F,,,,APRA,AUSTRALIA,0.28017589
2020,2,689141553,NEVER GONNA LET ME GO (LET ME GO),0.1667,,,,,,ONLINE AU-YTUBE MU [DISAG][PTS,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,APRA,AUSTRALIA,0.14592494
2020,2,689141553,NEVER GONNA LET ME GO (LET ME GO),0.1667,,,,,,AUST DOWNLOAD (AMCOS TRANSFER),,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,APRA,AUSTRALIA,0.10506596
2020,2,689141553,NEVER GONNA LET ME GO (LET ME GO),0.1667,,,,,,BACKGROUND MUSIC AU-APPLE [ANA,,, , ,0,0, ,,,Other, ,0,,INTERNATIONAL,F,,,,APRA,AUSTRALIA,0.01751099
2020,2,689141553,NEVER GONNA LET ME GO (LET ME GO),0.1667,,,,,,STREAMING AU-APPLE MUSIC [DISA,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,APRA,AUSTRALIA,0.40275284
2020,2,689141553,NEVER GONNA LET ME GO (LET ME GO),0.1667,,,,,,RADIO  MANANTIA,,, , ,0,0, ,,,Radio, ,0,,INTERNATIONAL,F,,,,SAYCO,COLOMBIA,0.00143201
2020,2,689141553,NEVER GONNA LET ME GO (LET ME GO),0.1667,,,,,,UNKNOWN EXPLOITATION SOURCE,,, , ,0,0, ,,,Other, ,0,,INTERNATIONAL,F,,,,SAYCO,COLOMBIA,0.01571968
2020,2,688892812,FRONTIERS,0.1667,,,,,,SLACKER,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,8,,SESAC,USA,0.000163
2020,2,689645114,RISE,0.1666,,,,,,AUST DOWNLOAD (AMCOS TRANSFER),,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,APRA,AUSTRALIA,0.02917623
2020,2,689645114,RISE,0.1666,,,,,,STREAMING NZ-APPLE MUSIC [DISA,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,APRA,AUSTRALIA,0.08169345
2020,2,689645114,RISE,0.1666,,,,,,STREAMING AU-SPOTIFY [DISAGGRE,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,APRA,AUSTRALIA,0.11670493
2020,2,689544125,COME ALIVE,0.125,,,,,,Spotify,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.01179828
2020,2,689544125,COME ALIVE,0.125,,,,,,Spotify,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.32696663
2020,2,689544125,COME ALIVE,0.125,,,,,,Apple Music,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.06422559
2020,2,689544125,COME ALIVE,0.125,,,,,,Spotify,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.09438621
2020,2,689544125,COME ALIVE,0.125,,,,,,Spotify,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.02359655
