Company Name,Company Code,Payee Name,Payee Code,Client Name,Client Code,Song Title,Song Code,Composer(s),Source Name,Source Code,Income Type Description,Income Type,Percent Received,Amount Received,Share,Contractual Rate,Contractual Code,Effective Rate,Amount Earned,Catalogue Number,Units,Price,Date Period (From),Date Period (To),Territory Name,Territory Code,Production/Episode,Production/Episode Code,Notes,Currency,Statement ID,Statement Line
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,SOCAN,SOCA,Digital Audio-Visual,16,50,0.8,100,90,14321,90,0.72,FREAKS AND GEEKS - GARAGE DOOR,0,0,04/2016,06/2016,Canada,CAN,,0,JETT PACK MUS INC - NTFLX,CAD,7188,17323
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,SOCAN,SOCA,Digital Audio-Visual,16,50,1.62,100,90,14321,90,1.46,FREAKS AND GEEKS - KIM KELLY I,0,0,04/2016,06/2016,Canada,CAN,,0,JETT PACK MUS INC - NTFLX,CAD,7188,17324
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,SOCAN,SOCA,Digital Audio-Visual,16,50,1.28,100,90,14321,90,1.15,FREAKS AND GEEKS - NOSHING AND,0,0,04/2016,06/2016,Canada,CAN,,0,JETT PACK MUS INC - NTFLX,CAD,7188,17325
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,SOCAN,SOCA,Digital Audio-Visual,16,50,1.33,100,90,14321,90,1.2,FREAKS AND GEEKS - DEAD DOGS A,0,0,04/2016,06/2016,Canada,CAN,,0,JETT PACK MUS INC - NTFLX,CAD,7188,17326
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,SOCAN,SOCA,Digital Audio-Visual,16,50,1.25,100,90,14321,90,1.13,FREAKS AND GEEKS - DISCOS AND ,0,0,04/2016,06/2016,Canada,CAN,,0,JETT PACK MUS INC - NTFLX,CAD,7188,17327
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,SOCAN,SOCA,Digital Audio-Visual,16,50,1.54,100,90,14321,90,1.39,FREAKS AND GEEKS - I M WITH TH,0,0,04/2016,06/2016,Canada,CAN,,0,JETT PACK MUS INC - NTFLX,CAD,7188,17328
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,SOCAN,SOCA,Digital Audio-Visual,16,50,13.59,100,90,14321,90,12.23,SHREK - SHREK,0,0,04/2016,06/2016,Canada,CAN,,0,JETT PACK MUS INC - NTFLX,CAD,7188,17329
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,SOCAN,SOCA,Digital Audio-Visual,16,50,0.01,100,90,14321,90,0.01,WONDERLAND - WONDERLAND,0,0,04/2016,06/2016,Canada,CAN,,0,JETT PACK MUS INC - SHOMI,CAD,7188,17330
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,SOCAN,SOCA,Digital Audio-Visual,16,50,0.02,100,90,14321,90,0.02,BABY MAMA - BABY MAMA,0,0,04/2016,06/2016,Canada,CAN,,0,JETT PACK MUS INC - SHOMI,CAD,7188,17331
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,SOCAN,SOCA,Digital Audio-Visual,16,50,0.01,100,90,14321,90,0.01,EASY A - EASY A,0,0,04/2016,06/2016,Canada,CAN,,0,JETT PACK MUS INC - ILICO,CAD,7188,17332
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,SOCAN,SOCA,Digital Audio-Visual,16,50,13.13,100,90,14321,90,11.82,EASY A - EASY A,0,0,04/2016,06/2016,Canada,CAN,,0,JETT PACK MUS INC - NTFLX,CAD,7188,17333
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,SOCAN,SOCA,Digital Audio-Visual,16,50,0.48,100,90,14321,90,0.43,ONCE UPON A TIME - SELFLESS BR,0,0,04/2016,06/2016,Canada,CAN,,0,JETT PACK MUS INC - NTFLX,CAD,7188,17334
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.29,100,90,14321,90,0.26,"Google, Inc",315,0,/,06/2015,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7230,9832
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.04,100,90,14321,90,0.04,"Google, Inc",39,0,/,06/2015,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7230,9834
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.04,100,90,14321,90,0.04,"Google, Inc",40,0,/,06/2015,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7230,9835
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.03,100,90,14321,90,0.03,"Google, Inc",36,0,/,06/2015,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7230,9837
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.01,100,90,14321,90,0.01,"Google, Inc",12,0,/,06/2015,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7230,9838
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.01,100,90,14321,90,0.01,"Google, Inc",13,0,/,06/2015,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7230,9839
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,5.57,100,90,14321,90,5.01,"Google, Inc",5945,0,/,06/2015,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7230,9840
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.09,100,90,14321,90,0.08,"Google, Inc",92,0,/,06/2015,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7230,9841
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.22,100,90,14321,90,0.2,"Google, Inc",4,0,/,06/2015,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7230,9842
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.45,100,90,14321,90,0.41,"Google, Inc",7,0,/,06/2015,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7230,9843
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.23,100,90,14321,90,0.21,"Google, Inc",2,0,/,06/2015,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7230,9844
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.59,100,90,14321,90,0.53,"Google, Inc",8,0,/,06/2015,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7230,9845
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,4.74,100,90,14321,90,4.27,"Google, Inc",44,0,/,06/2015,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7230,9846
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.05,100,90,14321,90,0.05,"Google, Inc",1,0,/,06/2015,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7230,9847
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,APPLE ,APP1,Mechanical,01,0,91.8,100,90,14321,90,82.62,Apple Computer Inc.,1785,0,/,12/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7229,7144
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,APPLE ,APP1,Mechanical,01,0,10.22,100,90,14321,90,9.2,Apple Computer Inc.,225,0,/,12/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7229,7145
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,APPLE ,APP1,Mechanical,01,0,7.65,100,90,14321,90,6.89,Apple Computer Inc.,118,0,/,12/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7229,7146
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,APPLE ,APP1,Mechanical,01,0,0.44,100,90,14321,90,0.4,Apple Computer Inc.,6,0,/,12/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7229,7147
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,APPLE ,APP1,Mechanical,01,0,0.87,100,90,14321,90,0.78,Apple Computer Inc.,23,0,/,12/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7229,7148
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,APPLE ,APP1,Mechanical,01,0,22.49,100,90,14321,90,20.24,Apple Computer Inc.,246,0,/,12/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7229,7149
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,APPLE ,APP1,Mechanical,01,0,1.27,100,90,14321,90,1.14,Apple Computer Inc.,16,0,/,12/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7229,7150
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,APPLE ,APP1,Mechanical,01,0,0.29,100,90,14321,90,0.26,Apple Computer Inc.,3,0,/,12/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7229,7151
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,APPLE ,APP1,Mechanical,01,0,0.09,100,90,14321,90,0.08,Apple Computer Inc.,3,0,/,12/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7229,7152
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,APPLE ,APP1,Mechanical,01,0,0.3,100,90,14321,90,0.27,Apple Computer Inc.,7,0,/,12/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7229,7153
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,APPLE ,APP1,Mechanical,01,0,0.14,100,90,14321,90,0.13,Apple Computer Inc.,2,0,/,12/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7229,7154
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,APPLE ,APP1,Mechanical,01,0,0.07,100,90,14321,90,0.06,Apple Computer Inc.,1,0,/,12/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7229,7155
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,CMRRA Broadcast Mechanical -Commercial Radio,BMCR,Mechanical,01,0,1.01,100,90,14321,90,0.91,CR: French-Census,14,0,01/2015,12/2015,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7234,2018
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.01,100,90,14321,90,0.01,"Google, Inc",22,0,/,12/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7239,11298
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.02,100,90,14321,90,0.02,"Google, Inc",35,0,/,12/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7239,11299
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.4,100,90,14321,90,0.36,"Google, Inc",613,0,/,12/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7239,11300
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.94,100,90,14321,90,0.85,"Google, Inc",14,0,/,12/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7239,11302
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,1.24,100,90,14321,90,1.12,"Google, Inc",16,0,/,12/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7239,11303
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.19,100,90,14321,90,0.17,"Google, Inc",2,0,/,12/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7239,11304
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.04,100,90,14321,90,0.04,"Google, Inc",1,0,/,12/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7239,11305
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.17,100,90,14321,90,0.15,"Google, Inc",3,0,/,12/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7239,11306
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,2.44,100,90,14321,90,2.2,"Google, Inc",22,0,/,12/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7239,11307
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.25,100,90,14321,90,0.23,"Google, Inc",3,0,/,12/2014,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7237,7934
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.44,100,90,14321,90,0.4,"Google, Inc",8,0,/,12/2014,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7237,7935
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.39,100,90,14321,90,0.35,"Google, Inc",6,0,/,12/2014,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7237,7936
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,1.23,100,90,14321,90,1.11,"Google, Inc",14,0,/,12/2014,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7237,7937
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.78,100,90,14321,90,0.7,"Google, Inc",862,0,/,12/2014,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7237,7939
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.09,100,90,14321,90,0.08,"Google, Inc",98,0,/,12/2014,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7237,7940
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.14,100,90,14321,90,0.13,"Google, Inc",155,0,/,12/2014,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7237,7941
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.01,100,90,14321,90,0.01,"Google, Inc",6,0,/,12/2014,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7237,7943
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.01,100,90,14321,90,0.01,"Google, Inc",8,0,/,12/2014,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7237,7945
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.01,100,90,14321,90,0.01,"Google, Inc",6,0,/,12/2014,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7237,7946
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.01,100,90,14321,90,0.01,"Google, Inc",11,0,/,12/2014,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7237,7947
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,CMRRA Universal Music Canada Inc.,CMRR,Mechanical,01,0,3.23,100,90,14321,90,2.91,UMG,57,0,10/2016,12/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7233,644
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,CMRRA Broadcast Mechanical -Commercial Radio,BMCR,Mechanical,01,0,19.32,100,90,14321,90,17.39,CR: English-Census,263,0,01/2015,12/2015,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7234,410
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,SPOTIFY,SPOT,Mechanical,01,0,0.02,100,90,14321,90,0.02,Spotify AB,103,0,/,12/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7232,8681
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,SPOTIFY,SPOT,Mechanical,01,0,0.02,100,90,14321,90,0.02,Spotify AB,88,0,/,12/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7232,8682
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,SPOTIFY,SPOT,Mechanical,01,0,0.54,100,90,14321,90,0.49,Spotify AB,2920,0,/,12/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7232,8683
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,SPOTIFY,SPOT,Mechanical,01,0,0.01,100,90,14321,90,0.01,Spotify AB,59,0,/,12/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7232,8685
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,SPOTIFY,SPOT,Mechanical,01,0,0.02,100,90,14321,90,0.02,Spotify AB,121,0,/,12/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7232,8686
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,CMRRA Universal Music Canada Inc.,CMRR,Mechanical,01,0,0.24,100,90,14321,90,0.22,UMG,4,0,10/2016,12/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7233,643
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.03,100,90,14321,90,0.03,"Google, Inc",43,0,/,12/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7239,11294
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,CMRRA Broadcast Mechanical -Commercial Radio,BMCR,Mechanical,01,0,29.44,100,90,14321,90,26.5,CR: English-Survey,30,0,01/2015,12/2015,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7234,1260
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,1.28,100,90,14321,90,1.15,"Google, Inc",15,0,/,09/2014,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7240,8477
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.18,100,90,14321,90,0.16,"Google, Inc",2,0,/,09/2014,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7240,8478
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.52,100,90,14321,90,0.47,"Google, Inc",8,0,/,09/2014,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7240,8479
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.24,100,90,14321,90,0.22,"Google, Inc",5,0,/,09/2014,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7240,8480
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,Jett Pack (Higher Rate),14321,BAD REPUTATION,576292,Cordell/Jett/KUPERSMITH/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.05,100,90,14321,90,0.05,"Google, Inc",1,0,/,06/2014,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7240,8481
