"TYPE","ARTIST_NAME","TRACK_NAME","ALBUM_NAME","LABEL_NAME","LICENSEE_NAME","LICENSE_SERVICE_NAME","START_DATE","END_DATE","NUM_PERFORMANCES","NUM_SPINS","DISTRIBUTION_TYPE","YOUR_AMOUNT"
"","DA BRAT","THAT'S WHAT I'M LOOKING FOR","UNRESTRICTED","SO SO DEF","RADITAZ.COM - Nonsubscription Webcast","Webcasting",01-JAN-12,30-NOV-12,,,"CURRENT",.033893535321236568
"","DA BRAT","THAT'S WHAT I'M LOOKING FOR","UNRESTRICTED","SO SO DEF","SONGZA - Subscription Webcast","Webcasting",01-JUN-13,31-AUG-13,75,,"CURRENT",.0674419617022977
"","DA BRAT","THAT'S WHAT I'M LOOKING FOR","UNRESTRICTED","SO SO DEF","JANGO.COM - Nonsubscription Webcast","Webcasting",01-AUG-14,30-SEP-14,196,,"CURRENT",.0530487907168913
"","DA BRAT","THAT'S WHAT I'M LOOKING FOR","UNRESTRICTED","SO SO DEF","CARTER BROADCAST GROUP, INC.","Webcasting",01-OCT-14,31-OCT-14,,,"CURRENT",.0214850542236505
"","DA BRAT","THAT'S WHAT I'M LOOKING FOR","UNRESTRICTED","SO SO DEF","CUMULUS MEDIA, INC.","Webcasting",01-OCT-14,31-OCT-14,29,,"CURRENT",.0266101134892361
"","DA BRAT","THAT'S WHAT I'M LOOKING FOR","UNRESTRICTED","SO SO DEF","ENTERCOM COMMUNICATIONS CORP - Nonsubscription Webcast","Webcasting",01-OCT-14,31-OCT-14,213,,"CURRENT",.19830061207719
"","DA BRAT","THAT'S WHAT I'M LOOKING FOR","UNRESTRICTED","SO SO DEF","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-OCT-14,31-OCT-14,6702,,"CURRENT",3.528325354414096
"","DA BRAT","THAT'S WHAT I'M LOOKING FOR","UNRESTRICTED","SO SO DEF","PANDORA.COM - Subscription Webcast","Webcasting",01-OCT-14,31-OCT-14,767,,"CURRENT",.7147417473619927
"","DA BRAT","THAT'S WHAT I'M LOOKING FOR","UNRESTRICTED","SO SO DEF","SONGZA - Nonsubscription Webcast","Webcasting",01-OCT-14,31-OCT-14,167,,"CURRENT",.155447919500521
"","DA BRAT","THAT'S WHAT I'M LOOKING FOR","UNRESTRICTED","SO SO DEF","iHeart Media","Webcasting",01-OCT-14,31-OCT-14,825,,"CURRENT",.767921524596737
"","DA BRAT","THAT'S WHAT I'M LOOKING FOR","UNRESTRICTED","SO SO DEF","iTunes - Sony","Direct Licensing",01-MAY-14,31-OCT-14,58210,,"CURRENT",25.3249620403798169
"","DA BRAT","THAT'S WHAT I'M LOOKING FOR (CLEAN)","SINGLE","SO SO DEF","IMVU.COM","Webcasting",01-JUL-11,31-AUG-11,239,,"CURRENT",.2274277715302445
"","DA BRAT","WE READY","UNRESTRICTED","SO SO DEF","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-OCT-14,31-OCT-14,2072,,"CURRENT",1.0908221626896498
"","DA BRAT","WE READY","UNRESTRICTED","SO SO DEF","PANDORA.COM - Subscription Webcast","Webcasting",01-OCT-14,31-OCT-14,256,,"CURRENT",.238557871348984
"","DA BRAT","WHAT'CHU LIKE","BRILLIANT 2K SAMPLER","COLUMBIA","SONGZA - Subscription Webcast","Webcasting",01-JUN-13,31-AUG-13,259,,"CURRENT",.2328980632859676
"","DA BRAT","WHAT'CHU LIKE","UNRESTRICTED","SONY MUSIC","SKY.FM - Nonsubscription Webcast","Webcasting",01-AUG-14,31-AUG-14,,,"CURRENT",.053657623816483
"","DA BRAT","WHAT'CHU LIKE","UNRESTRICTED","SONY MUSIC","SKY.FM - Subscription Webcast","Webcasting",01-AUG-14,31-AUG-14,,,"CURRENT",.0130341304535022
"","DA BRAT","WHAT'CHU LIKE","UNRESTRICTED","SONY MUSIC","CBS Webcasting","Webcasting",01-SEP-14,30-SEP-14,15,,"CURRENT",.0140528829670164
"","DA BRAT","WHAT'CHU LIKE","BRILLIANT 2K SAMPLER","COLUMBIA","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-OCT-14,31-OCT-14,46801,,"CURRENT",24.6387876621806
"","DA BRAT","WHAT'CHU LIKE","BRILLIANT 2K SAMPLER","COLUMBIA","PANDORA.COM - Subscription Webcast","Webcasting",01-OCT-14,31-OCT-14,5412,,"CURRENT",5.0432624989871
"","DA BRAT","WHAT'CHU LIKE","BRILLIANT 2K SAMPLER","COLUMBIA","SONGZA - Nonsubscription Webcast","Webcasting",01-OCT-14,31-OCT-14,7980,,"CURRENT",7.42799040487519
"","DA BRAT","WHAT'CHU LIKE","BRILLIANT 2K SAMPLER","COLUMBIA","iTunes - Sony","Direct Licensing",01-MAY-14,31-OCT-14,61742,,"CURRENT",29.15669876290961
"","DA BRAT","WHAT'CHU LIKE","UNRESTRICTED","SONY MUSIC","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-OCT-14,31-OCT-14,1431,,"CURRENT",.753362217571855
"","DA BRAT","WHAT'CHU LIKE","UNRESTRICTED","SONY MUSIC","PANDORA.COM - Subscription Webcast","Webcasting",01-OCT-14,31-OCT-14,390,,"CURRENT",.363428007133217
"","DA BRAT","WHAT'S ON YA MIND","UNRESTRICTED","SO SO DEF","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-OCT-14,31-OCT-14,25,,"CURRENT",.01316146431816654
"","DA BRAT","WORLD PREMIERE","LIMELITE, LUV & NITECLUBZ","SO SO DEF","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-OCT-14,31-OCT-14,580,,"CURRENT",.305345972181465
"","DA BRAT","WORLD PREMIERE","LIMELITE, LUV & NITECLUBZ","SO SO DEF","PANDORA.COM - Subscription Webcast","Webcasting",01-OCT-14,31-OCT-14,117,,"CURRENT",.109028402139965
"","JAGGED EDGE/DA BRAT","THE WAY THAT YOU TALK","A JAGGED ERA","SO SO DEF","SKY.FM - Nonsubscription Webcast","Webcasting",01-AUG-14,31-AUG-14,,,"CURRENT",.0300506782092313
"","LIL' KIM/LEFT EYE/DA BRAT/MISSY ELLIOT/ANGIE MARTINEZ","LADIES NIGHT","","","CBS Webcasting","Webcasting",01-SEP-14,30-SEP-14,1588,,"CURRENT",.297546375354958
"","LIL' KIM/LEFT EYE/DA BRAT/MISSY ELLIOT/ANGIE MARTINEZ","NOT TONIGHT (REMIX)","NOT TONIGHT [#1]","TOMMY BOY MUSIC","SIRIUS XM RADIO, INC","Cable Radio",01-OCT-14,31-OCT-14,,,"CURRENT",.0237387016762364
"","LIL' KIM/LEFT EYE/DA BRAT/MISSY ELLIOT/ANGIE MARTINEZ","NOT TONIGHT (REMIX)","NOT TONIGHT [#1]","TOMMY BOY MUSIC","SIRIUS XM RADIO, INC","Satellite Radio",01-OCT-14,31-OCT-14,,1,"CURRENT",1.81522666053135
"","LIL' KIM/LEFT EYE/DA BRAT/MISSY ELLIOT/ANGIE MARTINEZ","NOT TONIGHT (REMIX)","NOT TONIGHT [#1]","TOMMY BOY MUSIC","SIRIUS XM RADIO, INC - Subscription Webcast","Webcasting",01-OCT-14,31-OCT-14,,,"CURRENT",.0268504701874264
"","LIL' KIM/LEFT EYE/DA BRAT/MISSY ELLIOT/ANGIE MARTINEZ","NOT TONIGHT (REMIX)","NOT TONIGHT [#1]","TOMMY BOY MUSIC","iTunes - Warner","Direct Licensing",01-OCT-14,31-OCT-14,10638,,"CURRENT",.814420650226316
"","LIL' KIM/LEFT EYE/DA BRAT/MISSY ELLIOT/ANGIE MARTINEZ","NOT TONIGHT (REMIX)","NOTHING TO LOSE [ST]","TOMMY BOY MUSIC","SIRIUS XM ON DEMAND SERVICE","Webcasting",01-OCT-14,31-OCT-14,,,"CURRENT",.0267532982552948
"","LIL' KIM/LEFT EYE/DA BRAT/MISSY ELLIOT/ANGIE MARTINEZ","NOT TONIGHT (REMIX)","NOTHING TO LOSE [ST]","TOMMY BOY MUSIC","SIRIUS XM RADIO, INC","Cable Radio",01-OCT-14,31-OCT-14,,,"CURRENT",.37981922681978
"","LIL' KIM/LEFT EYE/DA BRAT/MISSY ELLIOT/ANGIE MARTINEZ","NOT TONIGHT (REMIX)","NOTHING TO LOSE [ST]","TOMMY BOY MUSIC","SIRIUS XM RADIO, INC","Satellite Radio",01-OCT-14,31-OCT-14,,16,"CURRENT",29.0436265685016
"","LIL' KIM/LEFT EYE/DA BRAT/MISSY ELLIOT/ANGIE MARTINEZ","NOT TONIGHT (REMIX)","NOTHING TO LOSE [ST]","TOMMY BOY MUSIC","SIRIUS XM RADIO, INC - Subscription Webcast","Webcasting",01-OCT-14,31-OCT-14,,,"CURRENT",.720807493954942
"COLLABORATIONS","BOW WOW/DA BRAT/DESTINY'S CHILD/JERMAINE DUPRI","JUMPIN', JUMPIN' (SO SO DEF REMIX)//CREDITS","JUMPIN', JUMPIN'","COLUMBIA","IMVU.COM","Webcasting",01-JUL-11,31-AUG-11,244,,"CURRENT",.0581029482880119
"COLLABORATIONS","BROOKE VALENTINE/LIL JON/DA BRAT/REMY MARTIN","GIRLFIGHT (REMIX) (FEAT. LIL JON, DA BRAT, REMY MA & MISS B)","GIRLFIGHT (REMIX)","","IMVU.COM","Webcasting",01-JUL-11,31-AUG-11,706,,"CURRENT",.1679298945953016
"COLLABORATIONS","CHERISH/DA BRAT","IN LOVE WIT CHU","IN LOVE WIT CHU","ARISTA CONTEMPORARY","IMVU.COM","Webcasting",01-JUL-11,31-AUG-11,113,,"CURRENT",.0538183597580336
"COLLABORATIONS","CHERISH/DA BRAT","IN LOVE WIT CHU","IN LOVE WIT CHU","ARISTA CONTEMPORARY","iHeart Media","Webcasting",01-OCT-14,31-OCT-14,2431,,"CURRENT",1.13140437957253
"COLLABORATIONS","DA BRAT/CHERISH","IN LOVE WIT CHU","LIMELITE, LUV AND NITECLUBZ","ARISTA RECORDS, INC.","IMVU.COM","Webcasting",01-JUL-11,31-AUG-11,38,,"CURRENT",.01806989071928336
"COLLABORATIONS","DA BRAT/CHERISH","IN LOVE WIT CHU","LIMELITE, LUV AND NITECLUBZ","ARISTA RECORDS, INC.","SONGZA - Subscription Webcast","Webcasting",01-JUN-13,31-AUG-13,67,,"CURRENT",.03012414905667259
"COLLABORATIONS","DA BRAT/CHERISH","IN LOVE WIT CHU","LIMELITE, LUV AND NITECLUBZ","ARISTA RECORDS, INC.","CUMULUS MEDIA, INC.","Webcasting",01-OCT-14,31-OCT-14,85,,"CURRENT",.0389975801135354
"COLLABORATIONS","DA BRAT/CHERISH","IN LOVE WIT CHU","LIMELITE, LUV AND NITECLUBZ","ARISTA RECORDS, INC.","PAMAL BROADCASTING LTD.","Webcasting",01-OCT-14,31-OCT-14,23,,"CURRENT",.0107037633530012
"COLLABORATIONS","DA BRAT/CHERISH","IN LOVE WIT CHU","LIMELITE, LUV AND NITECLUBZ","ARISTA RECORDS, INC.","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-OCT-14,31-OCT-14,5905,,"CURRENT",1.5543689359754764
"COLLABORATIONS","DA BRAT/CHERISH","IN LOVE WIT CHU","LIMELITE, LUV AND NITECLUBZ","ARISTA RECORDS, INC.","PANDORA.COM - Subscription Webcast","Webcasting",01-OCT-14,31-OCT-14,700,,"CURRENT",.326153339734938
"COLLABORATIONS","DA BRAT/CHERISH","IN LOVE WIT CHU","LIMELITE, LUV AND NITECLUBZ","ARISTA RECORDS, INC.","SONGZA - Nonsubscription Webcast","Webcasting",01-OCT-14,31-OCT-14,147,,"CURRENT",.0684157010975347
"COLLABORATIONS","DA BRAT/DESTINY'S CHILD","SURVIVOR","DESTINY FULFILLED (VALUE ADDED FOR WAL-MART)","SONY URBAN MUSIC/COLUMBIA","IMVU.COM","Webcasting",01-JUL-11,31-AUG-11,90,,"CURRENT",.0428205386104671
"COLLABORATIONS","DA BRAT/DESTINY'S CHILD","SURVIVOR - REMIX FEATURING DA BRAT EXTENDED VERSION","DESTINY FULFILLED (VALUE ADDED FOR WAL-MART)","SONY URBAN MUSIC/COLUMBIA","IMVU.COM","Webcasting",01-JUL-11,31-AUG-11,438,,"CURRENT",.2085736718432456
"COLLABORATIONS","DA BRAT/JERMAINE DUPRI","FUNKDAFIED","FUNKDAFIED","INDEPENDENT","CBS Webcasting","Webcasting",01-SEP-14,30-SEP-14,1837,,"CURRENT",.860504867013632
"COLLABORATIONS","DA BRAT/JERMAINE DUPRI","FUNKDAFIED","","","CUMULUS MEDIA, INC.","Webcasting",01-OCT-14,31-OCT-14,37,,"CURRENT",.016975417225892
"COLLABORATIONS","DA BRAT/MARIAH CAREY","GOTTA THING FOR YOU","LIMELIGHT, LUV, & NITECLUBZ","ARISTA RECORDS, INC.","IMVU.COM","Webcasting",01-JUL-11,31-AUG-11,117,,"CURRENT",.0557447996800651
"COLLABORATIONS","DA BRAT/NOTORIOUS B.I.G.","BSIDE","","INDEPENDENT","iHeart Media","Webcasting",01-OCT-14,31-OCT-14,1308.37,,"CURRENT",.608924536446444
"COLLABORATIONS","DA BRAT/NOTORIOUS B.I.G.","DA B SIDE - SQUEAKY CLEAN","USSM19400536","SO SO DEF/COLUMBIA","iHeart Media","Webcasting",01-OCT-14,31-OCT-14,119,,"CURRENT",.0553834311678859
"COLLABORATIONS","DA BRAT/NOTORIOUS B.I.G.","DA B SIDE DA BRAT","THE ULTIMATE R&B COLLECTION","WARNER MUSIC GROUP","SIRIUS XM RADIO, INC - Subscription Webcast","Webcasting",01-OCT-14,31-OCT-14,,,"CURRENT",.428030898676435
"COLLABORATIONS","DA BRAT/NOTORIOUS B.I.G./JERMAINE DUPRI","DA B SIDE (SQUEKY CLEAN)","","SO SO DEF/COLUMBIA","iTunes - Sony","Direct Licensing",01-MAY-14,30-SEP-14,,,"PRIOR",1.8510766505917811
"COLLABORATIONS","DA BRAT/NOTORIOUS B.I.G./JERMAINE DUPRI","DA B SIDE (SQUEKY CLEAN)","","SO SO DEF/COLUMBIA","iTunes Match-Sony","Direct Licensing",01-SEP-14,30-SEP-14,,,"PRIOR",1.18726308998384
"COLLABORATIONS","DA BRAT/NOTORIOUS B.I.G./JERMAINE DUPRI","DA B SIDE (SQUEKY CLEAN)","","SO SO DEF/COLUMBIA","iTunes - Sony","Direct Licensing",01-MAY-14,31-OCT-14,34628,,"CURRENT",5.0750532395479676
"COLLABORATIONS","DA BRAT/TYRESE","WHAT CHU LIKE","UNRESTRICTED","SO SO DEF","SKY.FM - Nonsubscription Webcast","Webcasting",01-AUG-14,31-AUG-14,,,"CURRENT",.0148296182545554
"COLLABORATIONS","DA BRAT/TYRESE","WHAT CHU LIKE","UNRESTRICTED","SO SO DEF","CUMULUS MEDIA, INC.","Webcasting",01-OCT-14,31-OCT-14,48,,"CURRENT",.02202216288764342
"COLLABORATIONS","DA BRAT/TYRESE","WHAT CHU LIKE","UNRESTRICTED","SO SO DEF","MUSIC CHOICE","Preexisting Services",01-SEP-14,31-OCT-14,,,"CURRENT",.581870078996622
"COLLABORATIONS","DA BRAT/TYRESE","WHAT CHU LIKE","UNRESTRICTED","SO SO DEF","iHeart Media","Webcasting",01-OCT-14,31-OCT-14,5214.3,,"CURRENT",2.426771639821073
"COLLABORATIONS","DA BRAT/TYRESE","WHAT'CHU LIKE","SINGLE","SO SO DEF","IMVU.COM","Webcasting",01-JUL-11,31-AUG-11,932,,"CURRENT",.443787995633814
"COLLABORATIONS","DA BRAT/TYRESE","WHAT'CHU LIKE - CLEAN VERSION","UNRESTRICTED","SO SO DEF","IMVU.COM","Webcasting",01-JUL-11,31-AUG-11,805,,"CURRENT",.383177986938119
"COLLABORATIONS","DA BRAT/TYRESE","WHAT'CHU LIKE - CLEAN VERSION","UNRESTRICTED","SO SO DEF","SIRIUS XM ON DEMAND SERVICE","Webcasting",01-OCT-14,31-OCT-14,,,"CURRENT",.0124541216016027
"COLLABORATIONS","DEM FRANCHIZE BOYZ/BOW WOW/JD/DA BRAT","I THINK THEY LIKE ME (REMIX) (CLEAN)","ON TOP OF OUR GAME (CLEAN)","VIRGIN RECORDS","SIRIUS XM ON DEMAND SERVICE","Webcasting",01-OCT-14,31-OCT-14,,,"CURRENT",.0117622259570692
"COLLABORATIONS","DEM FRANCHIZE BOYZ/JERMAINE DUPRI/DA BRAT/BOW WOW","I THINK THEY LIKE ME","ON TOP OF OUR GAME","VIRGIN","IMVU.COM","Webcasting",01-JUL-11,31-AUG-11,812,,"CURRENT",.193313440518853
"COLLABORATIONS","DEM FRANCHIZE BOYZ/JERMAINE DUPRI/DA BRAT/BOW WOW","I THINK THEY LIKE ME (REMIX)","I THINK THEY LIKE ME","VIRGIN","IMVU.COM","Webcasting",01-JUL-11,31-AUG-11,1542,,"CURRENT",.36701631820792
"COLLABORATIONS","DEM FRANCHIZE BOYZ/JERMAINE DUPRI/DA BRAT/BOW WOW","I THINK THEY LIKE ME (REMIX) (ALBUM VERSION) (FEAT. JERMAINE DUPRI, DA BRAT & BOW WOW)","JERMAINE DUPRI PRESENTS... YOUNG, FLY & FLASHY VOL. 1","","IMVU.COM","Webcasting",01-JUL-11,31-AUG-11,133,,"CURRENT",.0316444871118981
"COLLABORATIONS","DEM FRANCHIZE BOYZ/JERMAINE DUPRI/DA BRAT/BOW WOW","I THINK THEY LIKE ME (REMIX) (EDITED ALBUM VERSION)","NOW THAT'S WHAT I CALL PARTY HITS","EMD","IMVU.COM","Webcasting",01-JUL-11,31-AUG-11,2959,,"CURRENT",.704285282116451
"COLLABORATIONS","DRU HILL/DA BRAT","IN MY BED (SO SO DEF MIX)","DEFINITION OF A REMIX","SO SO DEF","MUSIC CHOICE","Preexisting Services",01-SEP-14,31-OCT-14,,,"CURRENT",4.56445067164867
"COLLABORATIONS","DRU HILL/DA BRAT","IN MY BED REMIX","","","CUMULUS MEDIA, INC.","Webcasting",01-OCT-14,31-OCT-14,90,,"CURRENT",.0412915554143317
"COLLABORATIONS","DRU HILL/DA BRAT","IN MY BED REMIX","","","ENTERCOM COMMUNICATIONS CORP - Nonsubscription Webcast","Webcasting",01-OCT-14,31-OCT-14,87,,"CURRENT",.0404980123256233
"COLLABORATIONS","DRU HILL/DA BRAT/JD","IN MY BED","SO SO DEF: DEFINITION OF A REMIX","SONY MUSIC","CARTER BROADCAST GROUP, INC.","Webcasting",01-OCT-14,31-OCT-14,,,"CURRENT",.0557365843688548
"COLLABORATIONS","DRU HILL/DA BRAT/JD","IN MY BED (REMIX)","SO SO DEF: DEFINITION OF A REMIX","SONY","SIRIUS XM ON DEMAND SERVICE","Webcasting",01-OCT-14,31-OCT-14,,,"CURRENT",.0350560424840919
"COLLABORATIONS","DRU HILL/DA BRAT/JD","IN MY BED (REMIX)","SO SO DEF: DEFINITION OF A REMIX","SONY","SIRIUS XM RADIO, INC","Cable Radio",01-OCT-14,31-OCT-14,,,"CURRENT",.197822494186384
"COLLABORATIONS","DRU HILL/DA BRAT/JD","IN MY BED (REMIX)","SO SO DEF: DEFINITION OF A REMIX","SONY","SIRIUS XM RADIO, INC","Satellite Radio",01-OCT-14,31-OCT-14,,5,"CURRENT",15.1268873250724
"COLLABORATIONS","DRU HILL/DA BRAT/JD","IN MY BED (REMIX)","SO SO DEF: DEFINITION OF A REMIX","SONY","SIRIUS XM RADIO, INC - Subscription Webcast","Webcasting",01-OCT-14,31-OCT-14,,,"CURRENT",.903590646639302
"COLLABORATIONS","DRU HILL/DA BRAT/JD","SLEEPING IN MY BED","","","CUMULUS MEDIA, INC.","Webcasting",01-OCT-14,31-OCT-14,406,,"CURRENT",.124180517198381
"COLLABORATIONS","DRU HILL/DA BRAT/JERMAINE DUPRI","IN MY BED - SO SO DEF MIX","12'' CLUB CLASSICS - 90S R&B","DEF S","IMVU.COM","Webcasting",01-JUL-11,31-AUG-11,578,,"CURRENT",.1834046049178871
"COLLABORATIONS","DRU HILL/DA BRAT/JERMAINE DUPRI","IN MY BED - SO SO DEF MIX","12'' CLUB CLASSICS - 90S R&B","DEF S","RADITAZ.COM - Nonsubscription Webcast","Webcasting",01-FEB-12,31-MAR-12,,,"CURRENT",.030056532603417234
"COLLABORATIONS","DRU HILL/DA BRAT/JERMAINE DUPRI","IN MY BED - SO SO DEF MIX","12'' CLUB CLASSICS - 90S R&B","DEF S","MUSIC CHOICE","Preexisting Services",01-SEP-14,31-OCT-14,,,"CURRENT",10.26509455261781
"COLLABORATIONS","JAGGED EDGE/JERMAINE DUPRI/DA BRAT/R.O.C./LIL BOW WOW/TIGAH","WHERE THE PARTY AT - 11-01-01 DUPRI EXTENDED REMIX","WHERE THE PARTY AT (5-TRACK MAXI-SINGLE)","SO SO DEF","IMVU.COM","Webcasting",01-JUL-11,31-AUG-11,219,,"CURRENT",.034730192329556131
"COLLABORATIONS","JAGGED EDGE/JERMAINE DUPRI/DA BRAT/R.O.C./LIL BOW WOW/TIGAH","WHERE THE PARTY AT - DUPRI REMIX","WHERE THE PARTY AT","SO SO DEF","IMVU.COM","Webcasting",01-JUL-11,31-AUG-11,449,,"CURRENT",.0712780301410522
"COLLABORATIONS","LIL KIM /ANGIE MARTINEZ/LEFT-EYE/DA BRAT/MISSY ELLIOTT","NOT TONIGHT","HARD CORE, 1996","","iHeart Media","Webcasting",01-OCT-14,31-OCT-14,668.49,,"CURRENT",.124447966055193
"COLLABORATIONS","LIL' KIM/MISSY ELLIOTT/DA BRAT/ANGIE MARTINEZ","NOT TONIGHT (REMIX)","NOTHING TO LOSE SOUNDTRACK","TOMMY BOY","MUSIC CHOICE","Preexisting Services",01-SEP-14,31-OCT-14,,,"CURRENT",3.96088861818391
"COLLABORATIONS","MARIAH CAREY/DA BRAT/MISSY ELLIOTT","HEARTBREAKER","RAINBOW","SONY MUSIC ENTERTAINMENT","SIRIUS XM ON DEMAND SERVICE","Webcasting",01-OCT-14,31-OCT-14,,,"CURRENT",.0187580972123606
"COLLABORATIONS","MARIAH CAREY/DA BRAT/MISSY ELLIOTT","HEARTBREAKER","RAINBOW","SONY MUSIC ENTERTAINMENT","SIRIUS XM RADIO, INC","Cable Radio",01-OCT-14,31-OCT-14,,,"CURRENT",.395645819227328
"COLLABORATIONS","MARIAH CAREY/DA BRAT/MISSY ELLIOTT","HEARTBREAKER","RAINBOW","SONY MUSIC ENTERTAINMENT","SIRIUS XM RADIO, INC","Satellite Radio",01-OCT-14,31-OCT-14,,10,"CURRENT",30.2538381830779
"COLLABORATIONS","MARIAH CAREY/DA BRAT/MISSY ELLIOTT","HEARTBREAKER","RAINBOW","SONY MUSIC ENTERTAINMENT","SIRIUS XM RADIO, INC - Subscription Webcast","Webcasting",01-OCT-14,31-OCT-14,,,"CURRENT",.848592723597579
"COLLABORATIONS","MARIAH CAREY/DA BRAT/XSCAPE","ALWAYS BE MY BABY (MR. DUPRI MIX)","THE REMIXES","COLUMBIA","MUSIC CHOICE","Preexisting Services",01-SEP-14,31-OCT-14,,,"CURRENT",1.730577235109882
"COLLABORATIONS","MARIAH CAREY/KRAYZIE BONE/DA BRAT","I STILL BELIEVE/PURE IMAGINATION","I STILL BELIEVE","COLUMBIA","IMVU.COM","Webcasting",01-JUL-11,31-AUG-11,131,,"CURRENT",.0416032668412887
"COLLABORATIONS","MARIAH CAREY/MISSY ELLIOTT/DA BRAT","HEARTBREAKER (REMIX)","RAINBOW","COLUMBIA","JANGO.COM - Nonsubscription Webcast","Webcasting",01-AUG-14,30-SEP-14,190,,"CURRENT",.0231003535030912358
"COLLABORATIONS","MARIAH CAREY/MISSY ELLIOTT/DA BRAT","HEARTBREAKER (REMIX)","RAINBOW","COLUMBIA","NOADRADIO.COM","Webcasting",01-SEP-14,30-SEP-14,4,,"CURRENT",.0122452160133193
"COLLABORATIONS","MARIAH CAREY/MISSY ELLIOTT/DA BRAT","HEARTBREAKER (REMIX)","RAINBOW","COLUMBIA","SONGZA - Nonsubscription Webcast","Webcasting",01-OCT-14,31-OCT-14,6557,,"CURRENT",2.0344791351475679
"COLLABORATIONS","MARIAH CAREY/MISSY ELLIOTT/DA BRAT","HEARTBREAKER (REMIX) (REMIX)","HEARTBREAKER","COLUMBIA","IMVU.COM","Webcasting",01-JUL-11,31-AUG-11,56,,"CURRENT",.01776575072325302
"COLLABORATIONS","MISSY 'MISDEMEANOR' ELLIOTT/DA BRAT","SOCK IT 2 ME","SUPA DUPA FLY","EASTWEST","iHeart Media - WMG (nonsimulcast)","Direct Licensing",01-OCT-13,30-APR-14,12856,,"CURRENT",4.4611792656313899
"COLLABORATIONS","MISSY 'MISDEMEANOR' ELLIOTT/DA BRAT","SOCK IT 2 ME","SUPA DUPA FLY","EASTWEST","MUSIC CHOICE","Preexisting Services",01-SEP-14,31-OCT-14,,,"CURRENT",.671340577528772
"COLLABORATIONS","OMARION/DA BRAT","ICE BOX","ICE BOX","COLUMBIA","IMVU.COM","Webcasting",01-JUL-11,31-AUG-11,597,,"CURRENT",.284248267105169
"COLLABORATIONS","TOTAL/DA BRAT","NO ONE ELSE","TOTAL","BAD BOY RECORDS","MIXCLOUD.COM - Nonsubscription Webcast","Webcasting",01-DEC-12,31-DEC-12,,,"CURRENT",.0192062814972882
"COLLABORATIONS","TOTAL/DA BRAT","NO ONE ELSE","TOTAL","BAD BOY RECORDS","CBS Webcasting","Webcasting",01-SEP-14,30-SEP-14,127,,"CURRENT",.0594905378937024
"COLLABORATIONS","TOTAL/DA BRAT","NO ONE ELSE","TOTAL","BAD BOY RECORDS","JANGO.COM - Nonsubscription Webcast","Webcasting",01-AUG-14,30-SEP-14,483,,"CURRENT",.068866407560894
"COLLABORATIONS","TOTAL/DA BRAT","NO ONE ELSE","TOTAL","BAD BOY RECORDS","NOADRADIO.COM","Webcasting",01-JUL-14,30-SEP-14,2,,"CURRENT",.01668281093376955
"COLLABORATIONS","TOTAL/DA BRAT","NO ONE ELSE","TOTAL","BAD BOY RECORDS","CARTER BROADCAST GROUP, INC.","Webcasting",01-OCT-14,31-OCT-14,,,"CURRENT",.079401287348274
"COLLABORATIONS","TOTAL/DA BRAT","NO ONE ELSE","TOTAL","BAD BOY RECORDS","MUSIC CHOICE","Preexisting Services",01-SEP-14,31-OCT-14,,,"CURRENT",1.432151653589695
"COLLABORATIONS","TOTAL/DA BRAT","NO ONE ELSE","TOTAL","BAD BOY RECORDS","SIRIUS XM ON DEMAND SERVICE","Webcasting",01-OCT-14,31-OCT-14,,,"CURRENT",.0184505505208928
"COLLABORATIONS","TOTAL/DA BRAT","NO ONE ELSE","TOTAL","BAD BOY RECORDS","SLACKER.COM - WMG","Direct Licensing",01-OCT-14,31-OCT-14,1208,,"CURRENT",.317814629939349
"TRACKS UNDER ONE CENT","","","","","","",,,3964,,"",.4987345059120864434
"US Tax withheld","","","","","","",,,,,"",0
