"TYPE","ARTIST_NAME","TRACK_NAME","ALBUM_NAME","LABEL_NAME","LICENSEE_NAME","LICENSE_SERVICE_NAME","START_DATE","END_DATE","DISTRIBUTION_TYPE","YOUR_AMOUNT","THIRD_PARTY_NAME","THIRD_PARTY_AMOUNT"
"","DA BRAT","LIVE IT UP","ANUTHATANTRUM","SO SO DEF","Slacker Radio","Webcasters",01-NOV-12,31-JAN-13,"CURRENT",.0364505701387378,"",
"","DA BRAT","LONG TIME AWAY","YELLOW PILLS 004: PREFILL","NUMERO","Pandora Non-Subscriber","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",.1312853846669527,"",
"","DA BRAT","LONG TIME AWAY","YELLOW PILLS 004: PREFILL","NUMERO","Pandora Subscriber","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",.0666458549856045,"",
"","DA BRAT","LYRICAL MOLESTATION","ANUTHATANTRUM","SONY MUSIC","Pandora Non-Subscriber","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",.0581534355737651,"",
"","DA BRAT","LYRICAL MOLESTATION","ANUTHATANTRUM","SONY MUSIC","RHAPSODY","Webcasters",01-OCT-12,28-FEB-13,"CURRENT",.03222045886715595,"",
"","DA BRAT","LYRICAL MOLESTATION","ANUTHATANTRUM","SONY MUSIC","Slacker Radio","Webcasters",01-NOV-12,31-JAN-13,"CURRENT",.0245851404935076,"",
"","DA BRAT","MAKE IT HAPPEN","ANUTHATANTRUM","SONY MUSIC","RHAPSODY","Webcasters",01-OCT-12,28-FEB-13,"CURRENT",.04239894614489995,"",
"","DA BRAT","MAKE IT HAPPEN","ANUTHATANTRUM","SONY MUSIC","Slacker Radio","Webcasters",01-NOV-12,31-JAN-13,"CURRENT",.01271521050554295,"",
"","DA BRAT","MAY DA FUNK BE WIT'CHA","FUNKDAFIED","CHAOS/SO SO DEF","CLEAR_CHANNEL_IHEART_COM","Webcasters",01-SEP-12,28-FEB-13,"CURRENT",.5314231201353957,"",
"","DA BRAT","MAY DA FUNK BE WIT'CHA","FUNKDAFIED","CHAOS/SO SO DEF","PROJECT_11","Webcasters",01-OCT-11,29-FEB-12,"CURRENT",.01573537309477425,"",
"","DA BRAT","MAY DA FUNK BE WIT'CHA","FUNKDAFIED","CHAOS/SO SO DEF","SPOTIFY.COM - > CW-CRB > Undeclared (1000011227)","Webcasters",01-NOV-12,31-JAN-13,"CURRENT",.0347680594233085,"",
"","DA BRAT","MIND BLOWIN'","ANUTHAFUNKDAFIEDTANTRUM","SONY MUSIC","CLEAR_CHANNEL_IHEART_COM","Webcasters",01-SEP-12,28-FEB-13,"CURRENT",.411378731739541,"",
"","DA BRAT","MIND BLOWIN'","ANUTHAFUNKDAFIEDTANTRUM","SONY MUSIC","PROJECT_11","Webcasters",01-OCT-11,29-FEB-12,"CURRENT",.01242868107259125,"",
"","DA BRAT","MIND BLOWIN'","ANUTHAFUNKDAFIEDTANTRUM","SONY MUSIC","SPOTIFY.COM - > CW-CRB > Undeclared (1000011227)","Webcasters",01-NOV-12,31-JAN-13,"CURRENT",.02459150690637955,"",
"","DA BRAT","MY BELIEFS","ANUTHATANTRUM","SONY MUSIC","Slacker Radio","Webcasters",01-NOV-12,31-JAN-13,"CURRENT",.025424420554107,"",
"","DA BRAT","NOT TONIGHT [REMIX]","NOTHING TO LOSE","TOMMY BOY","CBS RADIO","Webcasters",01-DEC-12,31-DEC-12,"CURRENT",.072608168233512,"",
"","DA BRAT","PINK LEMONADE","UNRESTRICTED","SO SO DEF","Pandora Non-Subscriber","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",.17981547354451485,"",
"","DA BRAT","PINK LEMONADE","UNRESTRICTED","SO SO DEF","Pandora Subscriber","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",.01992895366059,"",
"","DA BRAT","PINK LEMONADE","UNRESTRICTED","SO SO DEF","RHAPSODY","Webcasters",01-OCT-12,28-FEB-13,"CURRENT",.0364628553355783,"",
"","DA BRAT","RUNNIN' OUT OF TIME","UNRESTRICTED","SO SO DEF","Pandora Non-Subscriber","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",.13501600558801375,"",
"","DA BRAT","SITTIN' ON TOP OF THE WORLD","ANUTHAFUNKDAFIEDTANTRUM","SONY MUSIC","MTV","Webcasters",01-NOV-12,31-DEC-12,"CURRENT",.0161141645409849,"",
"","DA BRAT","SITTIN' ON TOP OF THE WORLD","ANUTHAFUNKDAFIEDTANTRUM","SONY MUSIC","RHAPSODY","Webcasters",01-OCT-12,28-FEB-13,"CURRENT",2.048051746918842,"",
"","DA BRAT","SITTIN' ON TOP OF THE WORLD","ANUTHATANTRUM","SONY MUSIC","CLEAR_CHANNEL_IHEART_COM","Webcasters",01-SEP-12,28-FEB-13,"CURRENT",.4196687111103517,"",
"","DA BRAT","SITTIN' ON TOP OF THE WORLD","ANUTHATANTRUM","SONY MUSIC","Pandora Non-Subscriber","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",2.30552023546853945,"",
"","DA BRAT","SITTIN' ON TOP OF THE WORLD","ANUTHATANTRUM","SONY MUSIC","Pandora Subscriber","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",.24635097037902875,"",
"","DA BRAT","SITTIN' ON TOP OF THE WORLD","ANUTHATANTRUM","SONY MUSIC","Slacker Radio","Webcasters",01-NOV-12,31-JAN-13,"CURRENT",.1399153192167968,"",
"","DA BRAT","THAT'S WHAT I'M LOOKING FOR","UNRESTRICTED","SO SO DEF","CLEAR_CHANNEL_IHEART_COM","Webcasters",01-SEP-12,28-FEB-13,"CURRENT",13.0721669205499,"",
"","DA BRAT","THAT'S WHAT I'M LOOKING FOR","UNRESTRICTED","SO SO DEF","ClearChannel","Webcasters",01-JAN-13,31-JAN-13,"CURRENT",.192115730792124,"",
"","DA BRAT","THAT'S WHAT I'M LOOKING FOR","UNRESTRICTED","SO SO DEF","ENTERCOM","Webcasters",01-JAN-12,31-JAN-12,"CURRENT",.115117456046475,"",
"","DA BRAT","THAT'S WHAT I'M LOOKING FOR","UNRESTRICTED","SO SO DEF","Pandora Non-Subscriber","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",8.4982479314527278,"",
"","DA BRAT","THAT'S WHAT I'M LOOKING FOR","UNRESTRICTED","SO SO DEF","Pandora Subscriber","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",1.0175567226333097,"",
"","DA BRAT","THAT'S WHAT I'M LOOKING FOR","UNRESTRICTED","SO SO DEF","RHAPSODY","Webcasters",01-OCT-12,28-FEB-13,"CURRENT",.912528537351573,"",
"","DA BRAT","THAT'S WHAT I'M LOOKING FOR","UNRESTRICTED","SO SO DEF","SPOTIFY.COM - > CW-CRB > Undeclared (1000011227)","Webcasters",01-NOV-12,31-JAN-13,"CURRENT",.332438007734305,"",
"","DA BRAT","THAT'S WHAT I'M LOOKING FOR (CLEAN)","SINGLE","SO SO DEF","IMVU","Webcasters",01-OCT-12,31-DEC-12,"CURRENT",.0967297750669476,"",
"","DA BRAT","THAT'S WHAT I'M LOOKING FOR (MR. DUPRI REMIX)","BIG MOMMA'S HOUSE [SOUNDTRACK]","SONY MUSIC","CUMULUS_MEDIA_INC","Webcasters",01-OCT-12,30-NOV-12,"CURRENT",.0707076757783413,"",
"","DA BRAT","THAT'S WHAT I'M LOOKING FOR (MR. DUPRI REMIX)","BIG MOMMA'S HOUSE [SOUNDTRACK]","SONY MUSIC","MYXER_INC_MYXERSOCIALRADIO_COM","Webcasters",01-OCT-12,30-NOV-12,"CURRENT",.0466481837456411,"",
"","DA BRAT","WE READY","UNRESTRICTED","SO SO DEF","Pandora Non-Subscriber","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",2.6979323838532037,"",
"","DA BRAT","WE READY","UNRESTRICTED","SO SO DEF","Pandora Subscriber","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",.234327417936138,"",
"","DA BRAT","WEST SIDE INTERLUDE","ANUTHATANTRUM","SONY MUSIC","Slacker Radio","Webcasters",01-NOV-12,31-JAN-13,"CURRENT",.11263532506063115,"",
"","DA BRAT","WHAT 'CHU LIKE","UNRESTRICTED","SONY MUSIC","RHAPSODY","Webcasters",01-OCT-12,30-NOV-12,"CURRENT",.3656698295311,"",
"","DA BRAT","WHAT'CHU LIKE","BRILLIANT 2K SAMPLER","COLUMBIA","CBS RADIO","Webcasters",01-NOV-12,30-NOV-12,"CURRENT",.0177992128336203,"",
"","DA BRAT","WHAT'CHU LIKE","BRILLIANT 2K SAMPLER","COLUMBIA","CRYSTAL_MEDIA","Webcasters",01-FEB-12,31-MAR-12,"CURRENT",.230907798037187,"",
"","DA BRAT","WHAT'CHU LIKE","BRILLIANT 2K SAMPLER","COLUMBIA","MYXER_INC_MYXERSOCIALRADIO_COM","Webcasters",01-DEC-12,31-DEC-12,"CURRENT",.0220515003089946,"",
"","DA BRAT","WHAT'CHU LIKE","BRILLIANT 2K SAMPLER","COLUMBIA","Pandora Non-Subscriber","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",81.6428475621026,"",
"","DA BRAT","WHAT'CHU LIKE","BRILLIANT 2K SAMPLER","COLUMBIA","Pandora Subscriber","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",7.22920115111183,"",
"","DA BRAT","WHAT'CHU LIKE","UNRESTRICTED","SONY MUSIC","CBS RADIO","Webcasters",01-DEC-12,31-DEC-12,"CURRENT",.330770544174888,"",
"","DA BRAT","WHAT'CHU LIKE","UNRESTRICTED","SONY MUSIC","Pandora Non-Subscriber","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",1.355769262226513,"",
"","DA BRAT","WHAT'CHU LIKE","UNRESTRICTED","SONY MUSIC","Pandora Subscriber","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",.470587718993056,"",
"","DA BRAT","WHAT'CHU LIKE","BRILLIANT 2K SAMPLER","COLUMBIA","CRYSTAL_MEDIA","Webcasters",01-DEC-11,31-MAY-12,"PRIOR",-.0173794708293232,"",
"","DA BRAT","WHAT'CHU LIKE - (FEATURING TYRESE)","UNRESTRICTED","SONY MUSIC","RHAPSODY","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",.3122382862866861,"",
"","DA BRAT","WHAT'CHU LIKE - (FEATURING TYRESE)","UNRESTRICTED","SONY MUSIC","SiriusXM","Satellite Radio",01-JUN-12,31-JUL-12,"PRIOR",-79.67330302181277,"",
"","DA BRAT","WHAT'S ON YA MIND","UNRESTRICTED","SO SO DEF","Pandora Non-Subscriber","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",.03502342744162785,"",
"","DA BRAT","WHO I AM","LIMELITE, LUV & NITECLUBZ [EDITED]","SONY MUSIC ENTERTAINMENT","CLEAR_CHANNEL_IHEART_COM","Webcasters",01-SEP-12,28-FEB-13,"CURRENT",.0208307195085672,"",
"","DA BRAT","WORLD PREMIERE","LIMELITE, LUV & NITECLUBZ","SO SO DEF","Pandora Non-Subscriber","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",.99306351542961325,"",
"","DA BRAT","WORLD PREMIERE","LIMELITE, LUV & NITECLUBZ","SO SO DEF","Pandora Subscriber","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",.1391984243978993,"",
"","LIL' KIM/LEFT EYE/DA BRAT/MISSY ELLIOT/ANGIE MARTINEZ","NOT TONIGHT (REMIX)","NOT TONIGHT [#1]","TOMMY BOY MUSIC","RHAPSODY","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",.01424677127724838,"",
"","LIL' KIM/LEFT EYE/DA BRAT/MISSY ELLIOT/ANGIE MARTINEZ","NOT TONIGHT (REMIX)","NOT TONIGHT [#1]","TOMMY BOY MUSIC","XM","Satellite Radio",01-JAN-10,31-AUG-10,"CURRENT",.1448765313725283,"",
"","LIL' KIM/LEFT EYE/DA BRAT/MISSY ELLIOT/ANGIE MARTINEZ","NOT TONIGHT (REMIX)","NOTHING TO LOSE [ST]","TOMMY BOY MUSIC","SiriusXM","Satellite Radio",01-DEC-12,31-DEC-12,"CURRENT",16.1573339767141,"",
"","LIL' KIM/LEFT EYE/DA BRAT/MISSY ELLIOT/ANGIE MARTINEZ","NOT TONIGHT (REMIX)","NOTHING TO LOSE [ST]","TOMMY BOY MUSIC","SiriusXM Webcasting","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",.815109816858002,"",
"","LIL' KIM/LEFT EYE/DA BRAT/MISSY ELLIOT/ANGIE MARTINEZ","NOT TONIGHT (REMIX)","NOT TONIGHT [#1]","TOMMY BOY MUSIC","SiriusXM","Satellite Radio",01-JUN-12,31-JUL-12,"PRIOR",49.9480323472882,"",
"","LIL' KIM/LEFT EYE/DA BRAT/MISSY ELLIOT/ANGIE MARTINEZ","NOT TONIGHT (REMIX)","NOT TONIGHT [#1]","TOMMY BOY MUSIC","SiriusXM CABSAT","Cable Radio",01-JUN-12,31-JUL-12,"PRIOR",.917090583650268,"",
"","LIL' KIM/LEFT EYE/DA BRAT/MISSY ELLIOT/ANGIE MARTINEZ","NOT TONIGHT (REMIX)","NOT TONIGHT [#1]","TOMMY BOY MUSIC","SiriusXM Webcasting","Webcasters",01-JUN-12,31-JUL-12,"PRIOR",.461442475008716,"",
"","LIL' KIM/LEFT EYE/DA BRAT/MISSY ELLIOT/ANGIE MARTINEZ","NOT TONIGHT (REMIX)","NOTHING TO LOSE [ST]","TOMMY BOY MUSIC","SiriusXM CABSAT","Cable Radio",01-AUG-12,31-AUG-12,"PRIOR",.51733497631318,"",
"","LIL' KIM/LEFT EYE/DA BRAT/MISSY ELLIOT/ANGIE MARTINEZ","NOT TONIGHT (REMIX)","NOTHING TO LOSE [ST]","TOMMY BOY MUSIC","SiriusXM Webcasting","Webcasters",01-AUG-12,31-AUG-12,"PRIOR",.241024873701418,"",
"","MYSTIKAL/BRAT/PETEY PABLO","COME SEE ABOUT ME","","JIVE","RHAPSODY","Webcasters",01-OCT-12,28-FEB-13,"CURRENT",.02345204520801354,"",
"","MYSTIKAL/BRAT/PETEY PABLO","COME SEE ABOUT ME","","MISSING LABEL MSN RADIO PLUS 2005","IMVU","Webcasters",01-OCT-12,31-DEC-12,"CURRENT",.02345519967294013,"",
"","TRACKS UNDER ONE CENT","","","","","",,,"",.3201385822824845221,"",
"COLLABORATIONS","BOW WOW/DA BRAT","DAMN THING","THE PRICE OF FAME","SONY MUSIC","DKCM(JANGO.COM)","Webcasters",01-SEP-07,31-DEC-11,"PRIOR",.92253705525,"",
"COLLABORATIONS","BOW WOW/DA BRAT","DAMN THING","THE PRICE OF FAME","SONY MUSIC","Live365 Non-Subscriber","Webcasters",01-JAN-07,31-MAR-08,"PRIOR",.01302340275,"",
"COLLABORATIONS","BOW WOW/DA BRAT","DAMN THING","THE PRICE OF FAME","SONY MUSIC","Live365 Subscriber","Webcasters",01-JAN-07,31-DEC-07,"PRIOR",.0410044005,"",
"COLLABORATIONS","BOW WOW/DA BRAT","DAMN THING","THE PRICE OF FAME","SONY MUSIC","WEBCASTING PROXY II","Webcasters",01-JAN-07,31-DEC-09,"PRIOR",.061927948090884,"",
"COLLABORATIONS","C-MURDER/DA BRAT","HOW A THUG LIKE IT (FEAT. DA BRAT) (EDITED)","BEST OF C-MURDER","NO LIMIT","SLACKER-DIRLIC-EMI_CAPITOL","Direct Licensing",01-APR-10,31-MAR-12,"CURRENT",.1603723681797903,"",
"COLLABORATIONS","CHARLI BALTIMORE/GANGSTA BOO/DA BRAT/QUEEN PEN/RAGE","THOROUGH SISTERS (FEATURING RAGE, GANGSTA BOO, QUEEN PEN, DA BRAT & SCARLET)","COLD AS ICE","UNTERTAINMENT","IMVU","Webcasters",01-OCT-12,31-DEC-12,"CURRENT",.02862022935053823,"",
"COLLABORATIONS","CHERISH/DA BRAT","IN LOVE WIT CHU","IN LOVE WIT CHU","ARISTA CONTEMPORARY","CLEAR_CHANNEL_IHEART_COM","Webcasters",01-SEP-12,28-FEB-13,"CURRENT",.02465086512497901,"",
"COLLABORATIONS","CHERISH/DA BRAT","IN LOVE WIT CHU","IN LOVE WIT CHU","ARISTA CONTEMPORARY","ClearChannel","Webcasters",01-FEB-13,28-FEB-13,"CURRENT",1.17051683848342,"",
"COLLABORATIONS","CHERISH/DA BRAT","IN LOVE WIT CHU","IN LOVE WIT CHU","ARISTA CONTEMPORARY","RHAPSODY","Webcasters",01-OCT-12,28-FEB-13,"CURRENT",.02331795027347078,"",
"COLLABORATIONS","DA BRAT/CHERISH","IN LOVE WIT CHU","LIMELITE, LUV AND NITECLUBZ","ARISTA RECORDS, INC.","Pandora Non-Subscriber","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",3.6699853298422633,"",
"COLLABORATIONS","DA BRAT/CHERISH","IN LOVE WIT CHU","LIMELITE, LUV AND NITECLUBZ","ARISTA RECORDS, INC.","Pandora Subscriber","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",.41616406490692715,"",
"COLLABORATIONS","DA BRAT/MARIAH CAREY","GOTTA THING FOR YOU","LIMELIGHT, LUV, & NITECLUBZ","ARISTA RECORDS, INC.","IMVU","Webcasters",01-OCT-12,31-DEC-12,"CURRENT",.02417415261238011,"",
"COLLABORATIONS","DA BRAT/NOTORIOUS B.I.G.","DA B SIDE","BAD BOYS SOUNDTRACK","","MAGIC_BROADCASTING","Webcasters",01-JAN-13,28-FEB-13,"CURRENT",4.79250286566253,"",
"COLLABORATIONS","DA BRAT/NOTORIOUS B.I.G.","DA B SIDE (CLEAN)","DA B SIDE - SINGLE","","MAGIC_BROADCASTING","Webcasters",01-DEC-12,31-DEC-12,"CURRENT",3.26769088665956,"",
"COLLABORATIONS","DA BRAT/TYRESE","WHAT 'CHU LIKE","UNRESTRICTED","SO SO DEF","SiriusXM","Satellite Radio",01-DEC-12,28-FEB-13,"CURRENT",22.30455483084348,"",
"COLLABORATIONS","DA BRAT/TYRESE","WHAT 'CHU LIKE","UNRESTRICTED","SO SO DEF","SiriusXM","Satellite Radio",01-JUL-12,31-JUL-12,"PRIOR",-21.39450280368863,"",
"COLLABORATIONS","DA BRAT/TYRESE","WHAT CHU LIKE","UNRESTRICTED","SO SO DEF","CUMULUS_MEDIA_INC","Webcasters",01-OCT-12,30-NOV-12,"CURRENT",.0124541653608639,"",
"COLLABORATIONS","DA BRAT/TYRESE","WHAT CHU LIKE","UNRESTRICTED","SO SO DEF","IMVU","Webcasters",01-OCT-12,31-DEC-12,"CURRENT",.558439190755377,"",
"COLLABORATIONS","DA BRAT/TYRESE","WHAT CHU LIKE","UNRESTRICTED","SO SO DEF","LINCOLN FINANCIAL","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",10.69641002366593,"",
"COLLABORATIONS","DA BRAT/TYRESE","WHAT CHU LIKE","UNRESTRICTED","SO SO DEF","MAGIC_BROADCASTING","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",2.350430567793902,"",
"COLLABORATIONS","DA BRAT/TYRESE","WHAT CHU LIKE","UNRESTRICTED","SO SO DEF","MID_WEST_FAMILY_BROADCAST_GROUP_WJQM","Webcasters",01-OCT-12,31-OCT-12,"CURRENT",.0302891941326431,"",
"COLLABORATIONS","DA BRAT/TYRESE","WHAT CHU LIKE","UNRESTRICTED","SO SO DEF","Music Choice","Cable Radio",01-NOV-12,31-JAN-13,"CURRENT",.696519475596268,"",
"COLLABORATIONS","DA BRAT/TYRESE","WHAT CHU LIKE","UNRESTRICTED","SO SO DEF","RHAPSODY","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",.01270596709132672,"",
"COLLABORATIONS","DA BRAT/TYRESE","WHAT CHU LIKE","UNRESTRICTED","SO SO DEF","SPOTIFY.COM - > CW-CRB > Undeclared (1000011227)","Webcasters",01-OCT-12,31-JAN-13,"CURRENT",3.054518707433739,"",
"COLLABORATIONS","DA BRAT/TYRESE","WHAT CHU LIKE","UNRESTRICTED","SO SO DEF","MAGIC_BROADCASTING","Webcasters",01-FEB-11,30-JUN-11,"PRIOR",.6710061406384459,"",
"COLLABORATIONS","DA BRAT/TYRESE","WHAT'CHU LIKE","SINGLE","SO SO DEF","CLEAR_CHANNEL_IHEART_COM","Webcasters",01-SEP-12,28-FEB-13,"CURRENT",.0802288263705187,"",
"COLLABORATIONS","DA BRAT/TYRESE","WHAT'CHU LIKE","SINGLE","SO SO DEF","ClearChannel","Webcasters",01-NOV-12,28-FEB-13,"CURRENT",1.22471322444343,"",
"COLLABORATIONS","DA BRAT/TYRESE","WHAT'CHU LIKE","SINGLE","SO SO DEF","ENTERCOM","Webcasters",01-JAN-12,31-JAN-12,"CURRENT",.0340310727728631,"",
"COLLABORATIONS","DA BRAT/TYRESE","WHAT'CHU LIKE","SINGLE","SO SO DEF","MYXER_INC_MYXERSOCIALRADIO_COM","Webcasters",01-OCT-12,30-NOV-12,"CURRENT",.032653763918070325,"",
"COLLABORATIONS","DA BRAT/TYRESE","WHAT'CHU LIKE","SINGLE","SO SO DEF","NUTSIE_COM","Webcasters",01-APR-11,31-DEC-12,"CURRENT",.0115197754847427,"",
"COLLABORATIONS","DA BRAT/TYRESE","WHAT'CHU LIKE","","SO SO DEF","CLEAR_CHANNEL_IHEART_COM","Webcasters",01-DEC-12,31-DEC-12,"CURRENT",.0193880351221535,"",
"COLLABORATIONS","DA BRAT/TYRESE","WHAT'CHU LIKE","","SO SO DEF","ClearChannel","Webcasters",01-DEC-12,31-DEC-12,"CURRENT",.817826968848199,"",
"COLLABORATIONS","DEM FRANCHISE BOYZ/JERMAINE DUPRI/DA BRAT/BOW WOW","I THINK THEY LIKE ME (CLEAN EDIT)","PROMO ONLY MAINSTREAM DEC 05","PROMO ONLY","SiriusXM","Satellite Radio",01-JAN-13,31-JAN-13,"CURRENT",28.5401038081825,"",
"COLLABORATIONS","DEM FRANCHISE BOYZ/JERMAINE DUPRI/DA BRAT/BOW WOW","I THINK THEY LIKE ME (CLEAN EDIT)","PROMO ONLY MAINSTREAM DEC 05","PROMO ONLY","SiriusXM Webcasting","Webcasters",01-JAN-13,31-JAN-13,"CURRENT",.558976070383854,"",
"COLLABORATIONS","DEM FRANCHISE BOYZ/JERMAINE DUPRI/DA BRAT/BOW WOW","I THINK THEY LIKE ME (CLEAN EDIT)","PROMO ONLY MAINSTREAM DEC 05","PROMO ONLY","SiriusXM","Satellite Radio",01-JUN-12,30-JUN-12,"PRIOR",-10.9239000556131,"",
"COLLABORATIONS","DEM FRANCHISE BOYZ/JERMAINE DUPRI/DA BRAT/BOW WOW","I THINK THEY LIKE ME (CLEAN EDIT)","PROMO ONLY MAINSTREAM DEC 05","PROMO ONLY","SiriusXM Webcasting","Webcasters",01-JUN-12,30-JUN-12,"PRIOR",-.0780151145046498,"",
"COLLABORATIONS","DEM FRANCHIZE BOYZ/BOW WOW/JD/DA BRAT","I THINK THEY LIKE ME (REMIX)","JD PRESENTS: YOUNG, FLY AND FLASHY...","VIRGIN","Music Choice","Cable Radio",01-JAN-13,31-JAN-13,"CURRENT",.0585282286299363,"",
"COLLABORATIONS","DEM FRANCHIZE BOYZ/BOW WOW/JD/DA BRAT","I THINK THEY LIKE ME (REMIX)","JD PRESENTS: YOUNG, FLY AND FLASHY...","VIRGIN","NUTSIE_COM","Webcasters",01-APR-11,31-OCT-11,"CURRENT",1.348114638332337662,"",
"COLLABORATIONS","DEM FRANCHIZE BOYZ/BOW WOW/JD/DA BRAT","I THINK THEY LIKE ME (REMIX)","YOUNG, FLY AND FLASHY, VOL. 1","SO SO DEF","SLACKER-DIRLIC-EMI_CAPITOL","Direct Licensing",01-APR-10,31-MAR-12,"CURRENT",2.35676460806501323,"",
"COLLABORATIONS","DEM FRANCHIZE BOYZ/BOW WOW/JD/DA BRAT","I THINK THEY LIKE ME (REMIX)","JD PRESENTS: YOUNG, FLY AND FLASHY...","VIRGIN","Music Choice","Cable Radio",01-MAY-12,31-AUG-12,"PRIOR",.2964676219293821,"",
"COLLABORATIONS","DEM FRANCHIZE BOYZ/JERMAINE DUPRI/DA BRAT/BOW WOW","I THINK THEY LIKE ME","ON TOP OF OUR GAME","VIRGIN","CLEAR_CHANNEL_IHEART_COM","Webcasters",01-SEP-12,28-FEB-13,"CURRENT",.0507753413005608,"",
"COLLABORATIONS","DEM FRANCHIZE BOYZ/JERMAINE DUPRI/DA BRAT/BOW WOW","I THINK THEY LIKE ME","ON TOP OF OUR GAME","VIRGIN","ClearChannel","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",4.428689519692097,"",
"COLLABORATIONS","DEM FRANCHIZE BOYZ/JERMAINE DUPRI/DA BRAT/BOW WOW","I THINK THEY LIKE ME","ON TOP OF OUR GAME","VIRGIN","IMVU","Webcasters",01-OCT-12,31-DEC-12,"CURRENT",.1999285220834979,"",
"COLLABORATIONS","DEM FRANCHIZE BOYZ/JERMAINE DUPRI/DA BRAT/BOW WOW","I THINK THEY LIKE ME (REMIX)","I THINK THEY LIKE ME","NOW 20","IMVU","Webcasters",01-DEC-12,31-DEC-12,"CURRENT",.0812057775444099,"",
"COLLABORATIONS","DEM FRANCHIZE BOYZ/JERMAINE DUPRI/DA BRAT/BOW WOW","I THINK THEY LIKE ME (REMIX)","I THINK THEY LIKE ME","NOW 20","SLACKER-DIRLIC-EMI_CAPITOL","Direct Licensing",01-APR-12,30-NOV-12,"CURRENT",.039844329875429375,"",
"COLLABORATIONS","DEM FRANCHIZE BOYZ/JERMAINE DUPRI/DA BRAT/BOW WOW","I THINK THEY LIKE ME (REMIX)","'JD PRESENTS: YOUNG, FLY AND FLASHY...'","SO SO DEF","Music Choice","Cable Radio",01-MAY-12,31-AUG-12,"PRIOR",-1.2250624257014248,"",
"COLLABORATIONS","DEM FRANCHIZE BOYZ/JERMAINE DUPRI/DA BRAT/BOW WOW","I THINK THEY LIKE ME (REMIX) (EDITED ALBUM VERSION)","NOW THAT'S WHAT I CALL PARTY HITS","EMD","IMVU","Webcasters",01-OCT-12,31-DEC-12,"CURRENT",1.016243369045193,"",
"COLLABORATIONS","DEM FRANCHIZE BOYZ/JERMAINE DUPRI/DA BRAT/BOW WOW","I THINK THEY LIKE ME (REMIX) (EDITED ALBUM VERSION)","NOW THAT'S WHAT I CALL PARTY HITS","EMD","SLACKER-DIRLIC-EMI_CAPITOL","Direct Licensing",01-APR-12,30-NOV-12,"CURRENT",.612968627269252025,"",
"COLLABORATIONS","DRU HILL/DA BRAT","IN MY BED (SO SO DEF MIX)","DEFINITION OF A REMIX","SO SO DEF","Music Choice","Cable Radio",01-NOV-12,31-JAN-13,"CURRENT",2.55390474385298,"",
"COLLABORATIONS","DRU HILL/DA BRAT","IN MY BED (SO SO DEF MIX)","DEFINITION OF A REMIX","SO SO DEF","PROJECT_11","Webcasters",01-OCT-11,29-FEB-12,"CURRENT",.02445831863711168,"",
"COLLABORATIONS","DRU HILL/DA BRAT","IN MY BED (SO SO DEF MIX)","DEFINITION OF A REMIX","SO SO DEF","SLACKER-DIRLIC-UNIVERSAL","Direct Licensing",01-JAN-11,30-NOV-12,"CURRENT",.0625711222002001,"",
"COLLABORATIONS","DRU HILL/DA BRAT","IN MY BED (SO SO DEF MIX)","DEFINITION OF A REMIX","SO SO DEF","Music Choice","Cable Radio",01-MAY-12,31-AUG-12,"PRIOR",5.4685686997187,"",
"COLLABORATIONS","DRU HILL/DA BRAT/JD","IN MY BED","SO SO DEF: DEFINITION OF A REMIX","SONY MUSIC","SiriusXM","Satellite Radio",01-DEC-12,31-DEC-12,"CURRENT",6.7322218170753,"",
"COLLABORATIONS","DRU HILL/DA BRAT/JD","IN MY BED","SO SO DEF: DEFINITION OF A REMIX","SONY MUSIC","SiriusXM Webcasting","Webcasters",01-DEC-12,31-DEC-12,"CURRENT",.177062399207946,"",
